Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"2000186004","01","2","8331","0140","3",,,"0","0009000000","0","0009000000",,,"0","9000000"
"2000186004","02","1","8232","3699","3","4","7","0000500000","0006000000","0000500000","0006000000",,,"500000","6000000"
"2000186004","03","1","8221","3311","3","8","6","0002200000","0008800000","0002097334","0008389336",,,"2097334","8389336"
"2000230002","01","1","9211","0140","3","8","2","0000400000","0011000000","0000400000","0011000000",,,"400000","11000000"
"2000230004","03","1","9211","0140","3","10","5","0002600000","0018200000","0002600000","0018200000",,,"2600000","18200000"
"2000158003","03","1","9314","4521","3","8","1","0001200000","0013200000","0001200000","0013200000",,,"1200000","13200000"
"2000162001","01","2","9211","0140","3",,,"0","0005000000","0","0005000000",,,"0","5000000"
"2000182002","01","1","9314","4521","3","8","5","0002400000","0025200000","0002400000","0025200000",,,"2400000","25200000"
"2000182001","01","1","7224","2892","3","11","6","0003050000","0040600000","0002778057","0033336684",,"0004000000","2778057","37336684"
"2000182004","01","1","7212","3110","3","11","6","0002936400","0040016800","0002732728","0032792736",,"0004780000","2732728","37572736"
"2000182005","01","1","8323","6021","3","5","2","0000950000","0007000000","0000950000","0007000000",,,"950000","7000000"
"2000182005","03","2","9211","0140","3",,,"0","0002000000","0","0002000000",,,"0","2000000"
"2000278001","01","1","1424","0111","2","9","6","0002350000","0033000000","0002240334","0026884008",,"0004800000","2240334","31684008"
"2000278001","02","1","1424","8012","1","6","6","0000900000","0013080000","0000858000","0010296000",,"0002280000","858000","12576000"
"2000278003","01","1","5111","6021","3","7","6","0001820000","0021840000","0001820000","0021840000",,,"1820000","21840000"
"2000278003","03","1","7422","2022","3","10","6","0000910000","0010920000","0000910000","0010920000",,,"910000","10920000"
"2000278003","04","1","7422","2022","3","10","6","0000650000","0007800000","0000650000","0007800000",,,"650000","7800000"
"2000278005","05","1","2320","8021","1","6","4","0003267500","0039210000","0002873675","0034484100",,"0002000000","2873675","36484100"
"2000170002","01","2","9314","4521","3",,,"0","0005500000","0","0005500000",,,"0","5500000"
"2000170004","01","1","9314","4521","3","9","5","0001900000","0023500000","0001900000","0023500000",,,"1900000","23500000"
"2000146002","02","1","5162","5521","3","12","7","0000800000","0003200000","0000800000","0003200000",,,"800000","3200000"
"2000194004","01","1","7126","4521","3","10","6","0008000000","0064000000","0008000000","0064000000",,,"8000000","64000000"
"2000266002","03","1","9320","2109","3","10","6","0001000000","0013000000","0001000000","0012000000",,"0001000000","1000000","13000000"
"2000266002","04","1","9320","2109","3","10","6","0001000000","0006700000","0001000000","0006000000",,"0000700000","1000000","6700000"
"2000218005","06","1","3231","8513","1","9","6","0002419650","0032885800","0002291768","0027501216",,"0003850000","2291768","31351216"
"2000242003","01","1","9211","0140","3","6","3","0000850000","0012600000","0000850000","0012600000",,,"850000","12600000"
"2000254001","01","2","5122","5521","3",,,"0","0000450000","0","0000450000",,,"0","450000"
"2000254005","01","1","6111","0111","3","9","7","0002400000","0017000000","0002400000","0017000000",,,"2400000","17000000"
"2000218003","01","1","9211","0140","3","12","7","0003700000","0036000000","0003700000","0036000000",,,"3700000","36000000"
"2000186001","02","1","8159","2423","3","9","6","0002200000","0002200000","0002097334","0002097334",,,"2097334","2097334"
"2000186002","02","1","9211","0140","3","3","4","0000800000","0008000000","0000800000","0008000000",,,"800000","8000000"
"2000186002","02","2","9131","9500","3",,,"0","0004000000","0","0004000000",,,"0","4000000"
"2000186002","03","2","9211","0140","3",,,"0","0001000000","0","0001000000",,,"0","1000000"
"2000186002","04","2","9211","0140","3",,,"0","0001000000","0","0001000000",,,"0","1000000"
"2000206002","01","1","9211","0140","3","5","3","0000400000","0002200000","0000400000","0002200000",,,"400000","2200000"
"2000206002","03","2","9314","4521","3",,,"0","0001000000","0","0001000000",,,"0","1000000"
"2000206002","04","2","9314","4521","3",,,"0","0000400000","0","0000400000",,,"0","400000"
"2000206003","01","1","9211","0140","3","7","5","0001350000","0012000000","0001350000","0012000000",,,"1350000","12000000"
"2000234002","01","1","9152","6010","3","16","6","0002845000","0034140000","0002654734","0031856808",,"0001800000","2654734","33656808"
"2000234003","01","1","7133","4521","3","10","2","0001200000","0009500000","0001200000","0009500000",,,"1200000","9500000"
"2000162001","01","2","9314","4521","3",,,"0","0009600000","0","0009600000",,,"0","9600000"
"2000166002","01","2","9314","4521","3",,,"0","0006000000","0","0006000000",,,"0","6000000"
"2000174003","01","2","9211","0140","3",,,"0","0009000000","0","0009000000",,,"0","9000000"
"2000198001","04","2","0112","7522","1","10","7","0","0001200000","0","0001200000",,,"0","1200000"
"2000162003","01","1","9211","0140","3","9","7","0002700000","0018900000","0002700000","0018900000",,,"2700000","18900000"
"2000174002","01","1","7142","4540","3","12","6","0001800000","0021600000","0001800000","0021600000",,,"1800000","21600000"
"2000198004","03","1","9211","0140","3","10","5","0001750000","0011500000","0001750000","0011500000",,,"1750000","11500000"
"2000198004","04","1","9211","0140","3","10","4","0001600000","0009700000","0001600000","0009700000",,,"1600000","9700000"
"2000198004","05","1","9314","4521","3","10","4","0001680000","0008400000","0001680000","0008400000",,,"1680000","8400000"
"2000198004","05","2","7414","1519","3",,,"0","0011750000","0","0011161670",,,"0","11161670"
