Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"2000194005","01",,"0010000000","0006000000",,,"0002500000"
"2000266003","01",,,"0001520000","0004880000",,
"2000170002","01",,,,,,"0002200000"
"2000158001","01",,"0009000000",,,,"0002000000"
"2000158005","01",,,,"0002160000",,"0004400000"
"2000242005","01",,"0015000000",,,,
"2000158003","01",,"0005000000",,,,
"2000158004","01",,,,"0008100000",,
"2000186003","01",,,,,,"0001200000"
"2000206004","05",,,,,"0000550000",
"2000218004","01",,,"0004000000",,,
"2000254002","01",,,,"0002720000",,
"2000254005","01",,,,,,"0001700000"
"2000266004","01",,,"0000380000","0003960000",,
"2000242001","01",,"0012000000",,,,
"2000242002","01",,,,,,"0003500000"
"2000186001","01",,,,,"0003500000",
"2000186002","01",,,,"0002400000",,"0003000000"
"2000186004","06",,,,"0003500000",,
"2000222001","01",,,,"0002400000",,"0001700000"
"2000222002","01",,,,"0003650000",,
"2000222005","01",,,,"0003650000",,
"2000234005","01",,"0005000000",,,,"0006000000"
"2000246002","01",,"0001000000",,"0003640000",,"0000500000"
"2000246003","01",,,,"0002720000",,"0000250000"
"2000246004","01",,,,,,"0001800000"
"2000270004","01",,,,,,"0002000000"
"2000246005","01",,,,"0003500000",,
"2000210001","01",,,,"0003325000",,
"2000162002","01",,,,"0003240000",,
"2000162004","01",,,,"0003000000",,
"2000166001","01",,,,"0003650000",,"0002600000"
"2000166003","02",,,,,"0001150000",
"2000178002","01",,"0001800000",,,,
"2000178004","01",,"0001100000",,"0001920000",,"0007200000"
"2000178005","01",,,,"0001920000",,
"2000174001","01",,"0005000000","0006000000",,,"0001200000"
"2000186005","01",,,,"0006680000",,
"2000198001","01",,"0060000000",,,,
"2000198002","01",,,,"0003320000",,
"2000258002","01",,,,,,"0002500000"
"2000258004","01",,,,"0002470000",,"0000600000"
"2000270003","01","0020000000",,,,,
"2000270005","01",,,,,,"0002000000"
"2000270005","02",,,,,,"0002400000"
"2000178003","01",,,,"0001925000",,"0001200000"
"2000162003","01",,,,"0001280000",,
"2000270001","01",,,,,,"0003000000"
"2000174004","01",,,,,,"0006000000"
"2000210005","01",,,,"0002960000",,"0003000000"
"2000190001","02",,,,"0009700000",,
"2000214001","01",,"0022000000","0000800000",,,
"2000214002","01",,,,"0004250000",,
"2000214003","01","0032240000",,,,,
"2000214004","01",,,"0001600000","0008100000","0006000000",
"2000214005","01",,,,"0003500000",,
"2000226001","01",,,,"0002640000",,"0002000000"
"2000226003","01","0050240000",,,,,
"2000226004","01",,,,"0026000000",,
"2000226005","01",,,,"0026000000",,
"2000238003","01","0041900000",,,,,
"2000262001","01",,,,"0002320000",,
"2000262003","01",,,"0000800000","0004850000",,"0002400000"
"2000262004","01",,,,,,"0001500000"
"2000274005","01",,,,"0005120000",,
"2000274005","05",,,,"0005000000",,
"2000274002","01",,,,"0012000000",,
"2000190004","01",,,"0000800000","0004275000",,
"2000154001","01",,,,"0002720000",,"0001200000"
"2000154002","01",,,"0000800000","0006300000",,
"2000190003","01",,,"0000800000","0000680000",,"0001500000"
"2000190005","01",,,,"0008000000",,"0002500000"
"2000202001","01",,,,,,"0018000000"
"2000202003","01",,,,,"0002500000","0006000000"
"2000238002","01",,"0015000000",,,,"0005000000"
"2000238004","01",,,"0012000000",,,
"2000250005","01",,,,"0001920000",,
"2000250003","01",,,"0001200000","0003675000",,"0006000000"
"2000202002","01",,,,,,"0020000000"
"2000146002","02",,,,,,"0018000000"
"2000146003","01",,,,,,"0008400000"
"2000146004","01",,,,,,"0030000000"
"2000194001","01",,,,"0004150000",,"0001800000"
"2000194002","01",,,,,,"0006000000"
"2000170005","01","0012000000","0002000000",,,,
"2000194003","01",,"0002500000",,"0033200000",,"0002400000"
"2000266005","01",,,,"0004130000",,"0006500000"
"2000278002","01",,,,"0000160000",,"0001250000"
"2000231004","01",,,"0000300000","0003000000",,"0000500000"
"2000231005","01",,,,"0004600000",,
"2000231003","01",,,,"0002320000",,"0001200000"
"2000231002","01",,,,"0002320000",,"0001500000"
"2000267001","01","0060800000",,,,,
"2000267002","01",,,,,,"0012000000"
"2000227002","01","0027800000",,,,,
"2000227001","01",,,"0000300000","0005100000",,"0000500000"
"2000227001","02",,,"0000300000",,,
"2000179001","01",,,,,,"0005000000"
"2000207002","01",,,,"0002320000",,"0002400000"
"2000151001","01",,,,,"0000500000","0004800000"
"2000247005","01",,,,,"0005000000",
