Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"1000037002","02",,,,"0002680000","0000450000","0000700000"
"1000001002","03","0025080000",,,,,
"1000001004","01",,"0007000000",,,,
"1000025002","01",,"0007200000",,,,
"1000025004","01",,,,"0011100000",,"0000500000"
"1000033001","01","0038500000",,,,,
"1000033001","02","0038500000",,,,,
"1000045004","01",,"0015600000",,,,
"1000061002","01",,,,"0003600000",,"0001000000"
"1000061005","01",,"0004800000",,,,
"1000085005","01","0028400000","0010200000",,,,
"1000025001","01",,,,"0039000000",,
"1000061003","01","0024800000",,,,,
"1000061003","02","0050400000",,,,,
"1000033002","01","0079500000",,,,,
"1000109004","01","0039920000","0006000000",,,,
"1000121001","01",,"0005400000",,,,
"1000121004","01",,"0004800000",,,,
"1000121005","01",,,,"0002500000",,"0001400000"
"1000005002","01","0029000000","0006000000",,,,
"1000005004","01",,,,,,"0004800000"
"1000009003","01",,"0039600000",,,,
"1000009004","01","0045000000",,,,,
"1000013001","01","0030000000","0013200000",,,,
"1000013003","01","0026000000",,,,,
"1000017002","01",,"0010800000",,,,
"1000017003","01","0052600000",,,,,
"1000017004","01","0068500000",,,,,
"1000029003","01","0070000000",,,,,
"1000029004","01","0031000000","0014400000",,,,
"1000101003","01",,"0008400000",,,,
"1000113003","01",,,,,,"0006000000"
"1000113005","01",,"0002500000",,,,"0003000000"
"1000009005","01","0024600000",,,,,
"1000041001","01",,"0009600000",,,,
"1000065002","01",,,,"0034000000",,
"1000065005","01","0011200000",,,,,
"1000093002","01","0026500000",,,,,
"1000093003","01",,"0012000000",,,,
"1000137002","01",,"0054000000",,,,
"1000081001","01",,,,"0004620000",,"0018000000"
"1000081003","01","0026000000",,,,,
"1000093005","01",,,"0018000000",,,
"1000117005","01","0027000000","0009000000",,,,
"1000141002","01","0038000000",,,,,
"1000045001","01",,,,,,"0026400000"
"1000033003","01",,,,"0028400000",,
"1000141003","01","0038000000","0002400000",,,,
"1000141005","01","0002600000",,,,,
"1000077004","01",,"0003600000",,,,
"1000089001","01",,,"0030000000",,,
"1000089004","01",,"0022000000",,,,"0001200000"
"1000089005","01",,"0048000000",,,,
"1000105002","01","0006600000","0012000000",,,,
"1000017001","01","0038500000",,,,,
"1000129001","01",,"0008400000",,,,
"1000129002","01","0027000000",,,,,
"1000129003","01",,,,"0002320000",,"0004800000"
"1000129005","01",,,,,,"0024000000"
"1000021005","01",,"0010800000",,,,
"1000129004","01","0000032312",,,,,
"1000025005","01",,,,"0003150000",,"0005000000"
"1000073004","01","0053180000",,,,,
"1000073005","01",,,,,,"0001000000"
"1000133001","03",,,,"0000160000",,
"1000133001","06",,,,"0003600000",,
"1000133004","01","0028400000",,,,,
"1000097002","01","0032800000",,,,,
"1000097005","01","0045762224","0009600000",,,,
"1000145002","01",,,,"0005820000",,
"1000145004","01",,,,"0003250000",,"0001500000"
