Address,Dycol01,Dycol03,Dycol04,Dycol05
"10010008516","001","4","12","0021840000"
"10006006116","001","4","12","0021840000"
"10006006120","001","3","12","0016380000"
"10006006123","001","2","12","0010920000"
"10006006108","001","3","12","0016380000"
"10007007312","001","4","12","0021840000"
"10007007323","001","4","12","0021840000"
"10012009713","001","4","12","0021840000"
"10012009708","001","2","12","0010920000"
"10012009723","001","4","12","0021840000"
"10001001320","001","3","12","0016380000"
"10007007307","001","5","12","0027300000"
"10007007316","001","4","12","0021840000"
"10007007320","001","4","12","0021840000"
"10004003720","001","3","12","0016380000"
"10004003723","001","2","12","0010920000"
"10005004912","001","1","12","0005460000"
"10001002523","001","3","12","0016380000"
"10001000108","001","1","12","0005460000"
"10001000120","001","2","12","0010920000"
"10001000518","001","4","12","0021840000"
"10010008520","001","3","12","0016380000"
"10001000116","001","4","12","0021840000"
"10001000123","001","2","12","0010920000"
"10001000508","001","3","12","0016380000"
"10004003712","001","3","12","0016380000"
"10004003713","001","2","12","0010920000"
"10005004913","001","4","12","0021840000"
"10005004920","001","4","12","0021840000"
"10004003716","001","1","12","0005460000"
"10001000523","001","4","12","0021840000"
"10001000117","001","3","12","0016380000"
"10001002513","001","4","12","0021840000"
"10001000112","001","5","12","0027300000"
"10001002520","001","5","12","0027300000"
"10004003708","001","2","12","0010920000"
"10001000520","001","5","12","0027300000"
"10005004916","001","2","12","0010920000"
"10001002512","001","3","12","0016380000"
"10010008523","001","4","12","0021840000"
"10010008513","001","3","12","0016380000"
"10010008512","001","4","12","0021840000"
"10001001720","001","4","12","0021840000"
"10001001323","001","4","12","0021840000"
"10001000512","001","3","12","0016380000"
"10001000513","001","2","12","0010920000"
"10001001308","001","4","12","0021840000"
"10001001312","001","3","12","0016380000"
"10001001313","001","3","12","0016380000"
"10001001316","001","5","12","0027300000"
"10001001713","001","3","12","0016380000"
"10001002516","001","5","12","0027300000"
"10001002508","001","3","12","0016380000"
"10005004516","001","2","12","0010920000"
"10011009312","002","2","12","0010920000"
"10004004120","001","4","12","0021840000"
"10009007720","001","6","12","0032760000"
"10006005313","001","4","12","0021840000"
"10006005316","001","3","12","0016380000"
"10006005320","001","5","12","0027300000"
"10011009323","001","4","12","0021840000"
"10011009313","001","6","12","0032760000"
"10004004108","001","3","12","0016380000"
"10004004114","001","2","12","0010920000"
"10005004523","001","3","12","0016380000"
"10004004113","001","2","12","0010920000"
"10005004513","001","2","12","0010920000"
"10006005323","001","6","12","0032760000"
"10001001712","001","3","12","0016380000"
"10001001723","001","4","12","0021840000"
"10001001716","001","3","12","0016380000"
"10011009320","001","5","12","0027300000"
"10011009308","001","4","12","0021840000"
"10002002916","001","2","12","0010920000"
"10001001708","001","4","12","0021840000"
"10001001708","005","1","6","0002730000"
"10011009316","001","3","12","0016380000"
"10002002913","001","3","12","0016380000"
"10006005312","001","3","12","0016380000"
"10002002920","001","4","12","0021840000"
"10002002912","001","2","12","0010920000"
"10002002923","001","2","12","0010920000"
"10007006920","001","4","12","0021840000"
"10007006908","001","2","12","0010920000"
"10004004123","001","3","12","0016380000"
"10007006916","001","4","12","0021840000"
"10007006923","001","4","12","0021840000"
"10007006917","001","2","12","0010920000"
"10006005308","001","5","12","0027300000"
"10001000920","001","4","12","0021840000"
"10005004520","001","3","12","0016380000"
"10009008112","001","4","12","0021840000"
"10004004112","001","4","12","0021840000"
"10009008116","001","5","12","0027300000"
"10009008113","001","1","12","0005460000"
"10002002909","001","3","12","0016380000"
"10001000913","001","4","12","0021840000"
"10007006912","001","3","12","0016380000"
"10009008107","001","05","12","0027300000"
"10010008917","001","4","12","0021840000"
"10010008913","001","2","12","0010920000"
"10010008908","001","4","12","0021840000"
"10010008923","001","4","12","0021840000"
"10001000912","001","3","12","0016380000"
"10001000916","001","4","12","0021840000"
"10001002112","001","2","12","0010920000"
"10006005717","001","1","12","0005460000"
"10006005708","001","2","12","0010920000"
"10010008912","001","4","12","0021840000"
"10006005713","001","4","12","0021840000"
"10003003317","001","2","12","0010920000"
"10003003312","001","2","12","0010920000"
"10003003320","001","4","10","0021840000"
"10006006508","001","1","12","0005460000"
"10006006523","001","2","12","0010920000"
"10009007716","001","3","12","0016380000"
"10009007723","001","4","12","0021840000"
"10009007712","001","4","12","0021840000"
"10009007708","001","7","12","0038220000"
"10003003311","001","3","12","0016380000"
"10009008123","001","6","12","0032760000"
"10009008120","001","2","12","0010920000"
"10009007713","001","4","12","0021840000"
"10012009712","001","4","12","0021840000"
"10006005723","001","2","12","0010920000"
"10003003313","001","2","12","0010920000"
"10003003323","001","4","12","0021840000"
"10006005712","001","4","12","0021840000"
"10006006516","001","3","12","0016380000"
"10010008920","001","4","12","0021840000"
"10006006512","001","4","12","0021840000"
"10001000923","001","4","12","0021840000"
"10001002116","001","2","12","0010920000"
"10001002108","001","1","12","0005460000"
"10001000908","001","5","12","0027300000"
"10001002120","001","3","12","0016380000"
"10001002123","001","3","12","0016380000"
"10001002115","001","5","12","0028800000"
"10006006113","001","3","12","0016380000"
"10012009716","001","3","12","0016380000"
"10006006112","001","3","12","0016380000"
"10007007313","001","5","12","0027300000"
"10010008508","001","4","12","0021840000"
"10012009720","001","5","12","0027300000"
"10101024323","001","5","12","0027300000"
"10106029117","001","3","12","0016380000"
"10106029108","001","4","12","0021840000"
"10104026713","001","3","12","0016380000"
"10106029123","001","3","12","0016380000"
"10101024723","001","1","12","0005460000"
"10106029120","001","4","12","0021840000"
"10101024320","001","4","12","0021840000"
"10101024316","001","4","12","0021840000"
"10101024307","001","3","12","0016380000"
"10108030308","001","1","12","0005460000"
"10111031911","001","4","12","0021840000"
"10113032723","001","1","12","0005460000"
"10113032720","001","1","12","0005460000"
"10110031520","001","4","12","0021840000"
"10107029520","001","4","12","0021840000"
"10104026723","001","2","12","0010920000"
"10107029517","001","1","12","0005460000"
"10105027923","001","2","12","0010920000"
"10109030708","001","3","12","0016380000"
"10103025516","001","2","12","0010920000"
"10105028708","001","4","12","0021840000"
"10103025512","001","1","2","0000910000"
"10103025512","001","3","12","0016380000"
"10103025916","001","3","12","0016380000"
"10104026720","001","4","12","0021840000"
"10109030712","001","1","11","0005005000"
"10109030712","001","3","12","0016380000"
"10111031920","001","4","12","0021840000"
"10113032708","001","5","12","0027300000"
"10105028716","001","1","12","0005460000"
"10110031523","001","5","12","0027300000"
"10106029112","001","5","12","0027300000"
"10101024712","001","4","12","0021840000"
"10105028320","001","3","12","0016380000"
"10105028713","001","5","12","0027300000"
"10107029508","001","3","12","0016380000"
"10108030323","001","3","12","0016380000"
"10107029911","001","2","12","0010920000"
"10110031513","001","4","12","0021840000"
"10105028712","001","2","12","0010920000"
"10110031516","001","1","12","0005460000"
"10110031512","001","3","12","0016380000"
"10107029513","001","4","12","0021840000"
"10103025520","001","1","12","0005460000"
"10105027523","001","2","12","0010920000"
"10116033512","001","3","12","0016380000"
"10102025123","001","4","12","0021840000"
"10105028323","001","3","12","0016380000"
"10105028323","004","1","12","0005460000"
"10115033108","001","6","12","0032760000"
"10101024716","001","5","12","0027300000"
"10101024708","001","3","12","0016380000"
"10101024708","003","1","1","0000455000"
"10102025120","001","5","12","0027300000"
"10104026313","001","5","10","0022750000"
"10104026316","001","6","12","0032760000"
"10105028307","001","1","12","0005460000"
"10105028312","001","1","12","0005460000"
"10105028316","001","4","12","0021840000"
"10112032312","001","2","12","0010920000"
"10116033508","001","4","12","0021840000"
"10110031115","001","1","12","0005460000"
"10108030320","001","2","12","0010920000"
"10110031120","001","4","12","0021840000"
"10102025108","001","4","12","0021840000"
"10116033516","001","1","7","0003185000"
"10116033516","001","2","12","0010920000"
"10104026312","001","3","12","0016380000"
"10116033523","001","4","12","0021840000"
"10104026323","001","3","12","0016380000"
"10112032323","001","4","12","0021840000"
"10112032308","001","4","12","0021840000"
"10101024713","001","7","12","0038220000"
"10101024720","001","5","12","0027300000"
"10116033520","001","2","12","0010920000"
"10116033520","003","1","8","0003640000"
"10101024318","001","3","12","0016380000"
"10101024318","002","1","12","0005460000"
"10102025112","001","3","12","0016380000"
"10102025113","001","3","12","0016380000"
"10102025116","001","2","12","0010920000"
"10103025513","001","4","12","0021840000"
"10104026320","001","3","12","0016380000"
"10105028720","001","3","12","0016380000"
"10105028723","001","2","12","0010920000"
"10108030307","001","3","12","0016380000"
"10109030723","001","4","12","0021840000"
"10111031913","001","4","12","0021840000"
"10112032320","001","4","12","0021840000"
"10115033123","001","3","12","0016380000"
"10103025908","001","3","12","0016380000"
"10104026308","001","3","12","0016380000"
"10103025508","001","2","12","0010920000"
"10105027108","001","4","12","0021840000"
"10105027512","001","4","12","0021840000"
"10105027513","001","2","12","0010920000"
"10105027920","001","3","12","0016380000"
"10105028313","001","4","12","0021840000"
"10107029908","001","1","12","0005460000"
"10107029916","001","2","12","0010920000"
"10108030314","001","5","12","0027300000"
"10108030316","001","4","12","0021840000"
"10109030713","001","4","12","0021840000"
"10109030716","001","2","12","0010920000"
"10109030720","001","3","12","0016380000"
"10110031108","001","4","12","0021840000"
"10110031112","001","2","12","0010920000"
"10110031123","001","4","12","0021840000"
"10110031508","001","2","12","0010920000"
"10111031908","001","4","12","0021840000"
"10111031916","001","1","6","0002730000"
"10111031916","001","2","12","0010920000"
"10111031923","001","4","12","0021840000"
"10112032315","001","2","12","0010920000"
"10112032316","001","4","12","0021840000"
"10112032316","004","3","12","0016380000"
"10113032716","001","2","12","0010920000"
"10115033112","001","4","12","0021840000"
