Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"20002012216","02",,,,"0004800000",,
"20007018708","01",,,,"0003600000",,
"20002012223","01",,,,"0004800000",,
"20002012208","01",,"0006000000",,"0006600000",,"0012000000"
"20001011016","02",,,,,"0003000000",
"20007018720","01","0065030000",,,,,
"20001011012","01",,,,"0003600000",,"0004000000"
"20002012213","01",,,,"0005850000",,
"20004013412","01",,,,"0005400000",,
"20004013408","01",,"0030000000",,,,
"20004013408","04",,,,"0005400000",,
"20002012220","01",,,,"0069830000",,
"20001010512","01",,,,,,"0012000000"
"20004014713","01",,,,"0003000000",,"0002000000"
"20006017016","01","0090000000",,,,,
"20006017008","01","0096000000",,,,,
"20010019915","01",,,,,,"0002000000"
"20010019918","01",,"0050000000",,,,
"20007017914","01",,"0090000000",,,,
"20006015513","01","0085000000",,,,,
"20001011813","01",,,,,,"0015000000"
"20001011408","05","0004400000",,,,,
"20006015812","01","0101020000",,,,,
"20006017023","01",,"0100000000",,,,
"20004013413","01",,,,"0004800000",,
"20011021208","01",,,,"0003600000",,"0012000000"
"20011021213","01",,,"0010000000",,,
"20013023308","01",,,,"0003600000",,"0012000000"
"20013023313","01",,,,"0004800000",,"0024000000"
"20004013416","01",,,,"0024000000",,"0002000000"
"20013023320","01",,,,"0005400000",,"0024000000"
"20013023312","01",,,,"0005700000",,
"20007017413","01",,,,,,"0003000000"
"20007017420","01",,"0020000000",,,,
"20012021710","01",,,,"0039000000",,
"20007018723","06",,,,"0004800000",,
"20010019920","01",,,,"0005850000",,
"20010019920","04","0001800000",,,,,
"20013024113","01",,,,,,"0004000000"
"20012022920","01",,,,,,"0020000000"
"20009019516","01",,"0100000000",,,,
"20011020809","01","0080600000",,,,,
"20012022908","01",,,,,,"0120000000"
"20012022120","01",,,,"0004800000",,"0001500000"
"20010020320","01","0095030000",,,,,
"20004013423","01",,,,"0005400000",,"0040000000"
"20011021212","01",,,,,,"0060000000"
"20007017423","01",,,,,,"0012000000"
"20009019520","02",,,,,"0004000000",
"20006015820","01",,,,"0002400000",,"0010000000"
"20005015313","01","0078000000",,,,,
"20005015312","01",,,,,,"0030000000"
"20003013020","01",,,,"0004400000",,"0003000000"
"20010020313","01",,,"0011400000",,,
"20003013023","01",,"0048000000",,,,
"20007018307","01",,,,"0005400000",,"0020000000"
"20003012614","01","0095030000",,,,,
"20006017012","01","0084000000","0030000000",,,,
"20001010113","01","0100120000",,,,,
"20013023713","01",,,,"0004800000",,
"20006015823","01",,,,,,"0024000000"
"20009019113","01",,,,"0006000000",,
"20009019113","02",,,,,"0002000000",
"20013023708","01",,,,"0006000000",,"0024000000"
"20007017915","01",,,,,,"0025000000"
"20009019123","01",,"0060000000",,,,"0040000000"
"20001011413","01",,"0015000000",,"0004800000",,
"20001010808","04","0004000000",,,,,
"20006016216","01",,"0080000000","0024000000",,,
"20001010816","01",,,,,,"0010000000"
"20005015316","01",,,,,,"0006000000"
"20007017923","01",,,,"0007050000",,
"20004013813","01","0161040000",,,,,
"20001011412","01",,,,,"0010000000",
"20004013812","01",,,,"0004800000",,"0012000000"
"20004014320","01","0039000000",,,,,
"20012022116","01",,,,"0005600000",,
"20001010112","01",,,,"0003600000",,
"20005015308","01",,,,"0005400000",,
"20006015520","01",,,,,,"0030000000"
"20007017920","01",,,,"0006400000",,
"20013024116","01",,,,"0003600000",,
"20003012612","01",,,,"0004800000",,"0010000000"
"20004014313","01",,,,,,"0012000000"
"20013024123","01",,,,,,"0012000000"
"20001011820","01",,,,"0005400000",,
"20012022523","01",,,,"0000540000",,
"20007018316","01",,,"0015600000",,,
"20003013007","01","0065030000",,,,,
"20003013012","01",,,,"0004800000",,"0024000000"
"20006015523","01",,,,,,"0020000000"
"20103035113","01","0108730000",,,,,
"20105036312","01",,"0040500000",,"0005850000",,"0027600000"
"20103035123","01",,,,"0004800000",,"0001000000"
"20103035120","01","0083030000","0066000000",,,,
"20103035112","01",,"0020800000",,"0005850000",,"0001500000"
"20103035108","01",,"0004800000",,"0005200000",,
"20111041613","01",,,,"0006000000",,
"20101033923","01",,,,"0005400000",,
"20111041620","01","0034530000","0004800000",,,,
"20116044508","01",,,,,"0003200000",
"20113042809","01",,,,"0005850000",,"0006000000"
"20109040320","01",,,,,"0002000000",
"20101033908","01",,,,"0005400000",,
"20101033915","01",,,,"0007200000",,
"20115044012","01",,,,"0005400000",,
"20115044012","03",,,,"0005400000",,
"20111041616","01",,,,"0005460000",,"0006000000"
"20113042813","01",,,,"0006000000",,
