Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"10004003720","01","0164630000",,,,,
"10004003720","02","0137030000",,,,,
"10004003723","01","0095030000",,,,,
"10005004912","01",,,,,,"0060000000"
"10001000108","01",,,,,,"0018000000"
"10010008520","01","0064000000","0030000000",,,,
"10010008516","01",,,"0032400000",,,
"10006006123","01","0090000000",,,,,"0020000000"
"10007007312","01",,,,,,"0108000000"
"10012009708","01",,,,"0005400000",,
"10001000116","01","0226000000",,,,,
"10005004913","01","0067600000",,,,,
"10007007307","01","0113020000",,,,,
"10004003716","01","0123000000",,,,,
"10001000117","01","0204000000",,,,,"0060000000"
"10006006112","01",,"0020000000",,,,
"10001000112","01","0106000000","0030000000",,,,
"10004003708","01","0089020000",,,,,
"10010008508","01","0101030000",,,,,
"10003003311","01","0047030000",,,,,
"10001001308","01",,"0240000000",,,,
"10001001312","01","0118000000",,,,,
"10001001713","01","0072000000",,,,,
"10001002516","03",,,,,"0030000000",
"10004004108","01","0077020000",,,,,
"10004004114","01","0120710000",,,,,
"10001002116","01",,,,,,"0040000000"
"10001002108","01",,,,"0180000000",,
"10001002115","01","0077000000",,,,,
"10006005708","01",,,,"0000500000",,"0020000000"
"10006006113","01",,"0120000000",,,,
"10009007713","01","0095040000",,,,,
"10003003313","01","0215020000",,,,,
"10004004113","01",,,,,,"0084000000"
"10006005712","01",,"0050000000",,,,
"10010008920","01",,"0006000000",,,,
"10001001320","01",,,,"0004800000",,
"10001000520","01","0195000000",,,,,
"10005004916","01","0048000000",,,,,"0001200000"
"10010008523","01","0087000000",,,,,
"10010008513","01","0125030000",,,,,
"10010008512","01",,,,"0101020000",,
"10001001720","01",,"0012000000",,,,
"10005004513","01","0029030000",,,,,
"10007006917","01",,"0055500000",,,,
"10007006920","01","0089030000",,,,,
"10007006908","01",,"0024300000",,,,
"10004004123","01","0144502000",,,,,
"10004004123","02",,,,,"0010000000",
"10007006923","01",,,,"0057600000",,
"10001000920","01","0190000000",,,,,
"10009008113","01",,,,,,"0036000000"
"10007006912","01","0119030000",,,,,
"10002002909","01","0072540000",,,,,
"10006005723","01","0102000000","0150000000",,,,"0050000000"
"10003003323","01",,"0010200000",,,,
"10001001716","01",,"0024000000",,,,
"10011009308","01",,,,"0009600000",,
"10005004516","01","0093500000",,,,,
"10009007720","01",,"0012300000",,,,
"10006005313","01","0083000000",,,,,
"10006005320","01","0101040000",,,,,
"10005004508","04",,,,,"0026700000",
"10005004508","06",,,,,"0026700000",
"10005004508","07",,,,,"0026700000",
"10011009313","01",,,,"0007300000",,
"10006005312","01","0137030000",,,,,
"10002002912","01","0101020000",,,,,
"10002002916","01",,"0020000000",,"0005400000",,
"10010008917","01","0125020000",,,,,
"10010008913","01","0077040000",,,,,
"10010008923","01",,"0036000000",,,,
"10001002112","01","0106000000","0036000000",,,,
"10006005717","01",,,,"0000540000",,"0022000000"
"10003003317","01","0045830000",,,,,
"10003003312","01","0019700000",,,,,
"10003003312","02",,,,,"0060000000",
"10006006508","01","0076800000",,,,,"0020000000"
"10009007712","01","0012300000",,,,,
"10009007708","01","0145430000",,,,,
"10106029117","01","0089030000",,,,,
"10106029117","03",,,,,,"0000500000"
"10106029108","01",,"0039600000",,,,
"10106029108","03",,,,,,"0000600000"
"10106029108","04",,,,,,"0000600000"
"10101024723","01",,,,"0005400000",,
"10106029120","01","0085430000","0014400000",,,,
"10101024320","01","0105440000",,,,,
"10101024316","03",,,,,,"0000800000"
"10101024316","04",,,,,,"0000800000"
"10101024307","03",,,,,,"0001500000"
"10111031911","03",,,,,,"0000900000"
