ADDRESS,COL01,COL02,COL03,COL04,COL05,COL06,COL07,COL08,COL09,COL10,COL11,COL12,COL13
"100011001","01","1","1210","2922","1","2",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.4800000000000000e+07
"100011001","02","1","5141","9302","2","2",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+07
"100011006","01","1","8322","6023","2","2",0.0000000000000000e+00,2.3162000000000000e+06,5.6385000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.6315700000000000e+07,1.8361000000000000e+07
"100011007","01","1","7141","4540","1","2",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8000000000000000e+07
"100011009","01","1","8322","6021","2","2",0.0000000000000000e+00,4.1580000000000000e+06,3.5400000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.2098000000000000e+07,1.4400000000000000e+07
"100011017","01","1","8322","6022","2","2",0.0000000000000000e+00,3.9630000000000000e+06,3.3000000000000000e+06,2.9600000000000000e+06,0.0000000000000000e+00,2.3703000000000000e+07,1.3480000000000000e+07
"100011019","01","1","7501","5260","2","2",0.0000000000000000e+00,3.4500000000000000e+05,3.2000000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,7.8650000000000000e+06,7.2000000000000000e+06
"100011019","01","1","8322","6021","2","2",0.0000000000000000e+00,3.8924000000000000e+06,1.6500000000000000e+06,2.0000000000000000e+05,0.0000000000000000e+00,1.6542400000000000e+07,1.0800000000000000e+07
"100011023","01","1","7442","1912","1","2",2.6000000000000000e+06,4.8000000000000000e+07,2.1200000000000000e+06,5.4316000000000000e+06,4.3000000000000000e+05,7.0101600000000000e+07,1.1520000000000000e+07
"100011025","01","1","7331","2029","2","2",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+06
"100011026","01","1","8322","6023","2","2",0.0000000000000000e+00,3.8424000000000000e+06,3.2500000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.2692400000000000e+07,1.5600000000000000e+07
"100011033","02","1","7501","1724","2","2",0.0000000000000000e+00,2.0000000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+05,2.0000000000000000e+05
"100011036","01","1","8322","6021","2","2",0.0000000000000000e+00,1.2060000000000000e+06,4.2500000000000000e+06,2.0000000000000000e+05,0.0000000000000000e+00,1.2856000000000000e+07,7.2000000000000000e+06
"100012006","03","1","7231","5020","1","2",4.8000000000000000e+06,0.0000000000000000e+00,1.3500000000000000e+06,1.2000000000000000e+06,4.0000000000000000e+05,2.5030000000000000e+07,1.7280000000000000e+07
"100012009","01","1","7124","2022","1","2",2.0280000000000000e+07,1.2540000000000000e+07,2.3470000000000000e+06,1.6350000000000000e+06,9.0000000000000000e+05,6.1702000000000000e+07,2.4000000000000000e+07
"100012016","01","1","8322","6022","2","2",0.0000000000000000e+00,1.0560000000000000e+06,4.8700000000000000e+06,5.0000000000000000e+04,0.0000000000000000e+00,1.7736000000000000e+07,1.1760000000000000e+07
