Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"13002653635","01",,,,,,"0120000000"
"10009007732","01","0029600000",,,,,
"10001000523","01","0240000000",,,,,
"10009007735","02",,"0024000000",,,,"0006000000"
"10004004135","01",,,,"0163000000",,
"10001000525","01","0110000000",,,,,
"10006005323","01",,"0024000000",,,,
"10001000535","01","0117000000",,,,,
"10001001720","01",,,"0030000000",,,
"10001001728","01",,,,,,"0036000000"
"10001001732","01",,,,,,"0050000000"
"10004004123","01","0223000000",,,,,
"10009007730","01","0126000000",,,,,
"10004004127","01",,"0045000000",,,,
"10002002935","01",,,,"0007000000",,
"10002002926","01",,,,,,"0007200000"
"10009008132","01","0017300000",,,,,
"10010008935","01","0102800000",,,,,
"10009008122","01","0102000000",,,,,
"10001002135","01",,"0036000000",,,,
"10001000921","01","0210000000",,,,,
"10001000921","02","0090000000",,,,,
"10001000930","01","0152000000",,,,,
"10001000930","02","0152000000",,,,,
"10010008921","01",,"0018000000",,,,
"10010008928","01","0011000000",,,,,
"10001002122","01",,,"0030000000",,,"0060000000"
"10006005327","01","0108000000",,,,,
"10001001332","02","0170000000",,,,,
"10001001323","01",,,,"0020000000",,
"10010008529","01","0036000000",,,,,
"10010008522","01","0258800000",,,,,
"10009008126","01","0210800000",,,,,
"10009008128","01",,"0017500000",,,,
"10001001327","01","0270000000",,,,,
"10010008535","01","0109000000",,,,,
"10010008523","01","0104400000",,"0108000000",,,
"10006006532","01","0084000000",,,,,
"10003003332","01","0103000000",,,,,
"10005004532","01",,,,,,"0006000000"
"10003003319","01",,"0050000000",,,,
"10006006529","01",,"0020000000",,"0006000000",,"0020000000"
"10003003325","01","0150800000",,,,,
"10003003320","01","0126000000",,,,,
"10001000529","01","0100000000",,,,,
"10007006935","01",,,,"0010000000",,"0020000000"
"10007006923","01","0117000000",,,,,
"10007006930","01","0150000000",,,,,
"10003003335","01","0150000000",,,,,
"10001001719","03",,,,"0006800000",,
"10001001735","01",,,,"0007500000",,
"10001001735","03",,,,,,"0035000000"
"10001000532","01","0150000000","0040000000",,,,
"10001001332","01","0176000000",,,,,
"10005004935","01",,"0024000000","0018000000",,,"0030000000"
"10005004929","01","0102000000",,,,,
"10004003723","01","0126860000",,,,,
"10004003732","01",,,,,,"0040000000"
"10004003724","01","0180860000",,,,,
"10005004528","01","0114000000","0024300000",,,,
"10001002132","01","0117000000",,"0020000000",,,"0030000000"
"10001002119","01","0152000000",,,,,
"10001000120","01",,,,,"0004000000","0010000000"
"10001000129","01",,,,"0005500000",,"0010000000"
"10001000132","01","0154000000","0024000000",,,,
"10001000135","01",,"0242000000",,,,
"10001002519","01",,,,,,"0005000000"
"10001002529","01",,"0036000000",,,,
"10004003735","01","0180800000",,,,,
"10001002523","01",,,,,,"0012000000"
"10001000126","01","0078000000","0024000000",,,,
"10006005725","01",,"0048000000",,,,
"10006005723","01","0144000000","0048000000",,,,
"10006006135","01",,,,,"0042000000",
"10006005735","01",,"0084000000",,,,
"10005004932","01",,"0120000000",,,,
"10012009720","01",,"0200000000",,,,
