Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"20007018334","04","1","9211","01500","3","10","6","0003000000","0036000000","0003000000","0036000000",,,"3000000","36000000"
"20001011832","01","1","7212","28210","3","8","6","0015000000","0194000000","0013950000","0167400000",,"0014000000","13950000","181400000"
"20001011825","01","1","8322","25120","3","8","6","0017000000","0218000000","0015656667","0187880004",,"0014000000","15656667","201880004"
"20012022929","01","1","9314","41000","3","10","6","0007000000","0084000000","0007000000","0084000000",,,"7000000","84000000"
"20006017022","01","1","9314","41000","3","8","3","0005000000","0060000000","0005000000","0060000000",,,"5000000","60000000"
"20001011823","01","1","3111","71200","1","8","6","0019000000","0235700000","0017363334","0208360008",,"0007700000","17363334","216060008"
"20001011823","03","1","7212","25920","3","8","6","0009000000","0108000000","0009000000","0108000000",,,"9000000","108000000"
"20001011822","01","1","9152","80100","3","12","7","0016000000","0208000000","0014803334","0177640008",,"0016000000","14803334","193640008"
"20001010534","01","1","8163","36000","3","4","7","0002500000","0022500000","0002500000","0022500000",,,"2500000","22500000"
"20001010520","01","1","9314","41000","3","8","3","0006000000","0042000000","0006000000","0042000000",,,"6000000","42000000"
"20001010520","03","1","9314","41000","3","8","2","0004000000","0028000000","0004000000","0028000000",,,"4000000","28000000"
"20004014332","01","1","9211","01500","3","6","4","0008000000","0096000000","0008000000","0096000000",,,"8000000","96000000"
"20004014325","01","1","7113","23960","3","8","6","0008000000","0101000000","0007626667","0091520004",,"0005000000","7626667","96520004"
"20004014323","01","1","7212","25920","3","6","6","0010000000","0120000000","0010000000","0120000000",,,"10000000","120000000"
"20004014329","01","1","5162","84230","1","8","6","0008000000","0102000000","0007280000","0087360000",,"0006000000","7280000","93360000"
"20009019534","01","1","7126","43900","3","8","6","0012000000","0144000000","0012000000","0144000000",,,"12000000","144000000"
"20012022932","01","1","9314","41000","3","10","6","0005000000","0060000000","0005000000","0060000000",,,"5000000","60000000"
"20004014334","01","1","9314","41000","3","8","3","0002500000","0045000000","0002500000","0045000000",,,"2500000","45000000"
"20004014324","02","1","3231","86100","3","12","6","0017000000","0211000000","0015656667","0187880004",,"0007000000","15656667","194880004"
"20009019523","01","1","9314","41000","3","8","3","0006000000","0072000000","0006000000","0072000000",,,"6000000","72000000"
"20006015832","04","1","7233","22200","3","8","6","0010000000","0126000000","0009533334","0114400008",,"0006000000","9533334","120400008"
"20013024132","01","1","9132","85102","3","8","6","0011000000","0145000000","0010186667","0122240004",,"0013000000","10186667","135240004"
"20013024122","02","2","7433","14100","3",,,"0000800000","0008000000","0000800000","0008000000",,,"800000","8000000"
"20013024122","03","1","7417","10711","3","8","6","0003000000","0006000000","0003000000","0006000000",,,"3000000","6000000"
