Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"10009007724","01","1","9152","08100","1","12","4","0017000000","0221500000","0015656667","0187880004",,"0017500000","15656667","205380004"
"10009007735","01","1","7111","08100","3","10","6","0008000000","0102000000","0007626667","0091520004",,"0006000000","7626667","97520004"
"10009007730","01","1","5220","47520","3","10","3","0005000000","0015000000","0005000000","0015000000",,,"5000000","15000000"
"10009007730","04","1","7231","45200","3","10","5","0002000000","0024000000","0002000000","0024000000",,,"2000000","24000000"
"10009007729","01","1","9314","41000","3","8","4","0020000000","0130000000","0020000000","0130000000",,,"20000000","130000000"
"10009007732","01","2","7141","43300","3",,,"0","0020000000","0","0020000000",,,"0","20000000"
"10007006932","01","1","8211","25910","3","9","6","0013000000","0156000000","0012000000","0144000000",,"0008000000","12000000","152000000"
"10004004132","01","1","9320","25110","3","5","6","0010000000","0125000000","0009533334","0114400008",,"0005000000","9533334","119400008"
"10001001729","01","1","9211","01500","3","8","6","0008500000","0102000000","0007905001","0094860012",,,"7905001","94860012"
"10009007722","01","1","7113","23960","3","8","6","0015000000","0188000000","0013950000","0167400000",,"0008000000","13950000","175400000"
"10009007722","03","1","4134","23960","3","8","6","0013000000","0159500000","0012243334","0146920008",,"0003500000","12243334","150420008"
"10007006924","01","1","9314","41000","3","10","6","0","0040000000","0","0040000000",,,"0","40000000"
"10006005324","01","1","5220","47212","1","8","7","0010000000","0126880000","0009533334","0114400008",,"0006880000","9533334","121280008"
"10001000529","02","1","9314","41000","3","9","4","0004000000","0048000000","0004000000","0048000000",,,"4000000","48000000"
"10006005332","01","1","7233","23923","1","8","6","0016000000","0208000000","0014803334","0177640008",,"0016000000","14803334","193640008"
"10009007722","04","1","7113","23960","3","8","6","0010000000","0124000000","0009533334","0114400008",,"0004000000","9533334","118400008"
"10009007722","05","1","7113","23960","3","8","6","0011000000","0136000000","0010486667","0125840004",,"0004000000","10486667","129840004"
"10006006535","01","1","9320","21000","3","8","6","0011000000","0149000000","0010486667","0125840004",,"0017000000","10486667","142840004"
"10006006524","01","1","9211","84110","3","9","6","0011000000","0148000000","0010486667","0125840004",,"0016000000","10486667","141840004"
"10007006927","02","1","3231","84120","1","8","6","0014000000","0168000000","0012000000","0144000000",,"0008000000","12000000","152000000"
"10006005329","01","1","5123","56100","3","8","6","0008000000","0096000000","0007626666","0091519992",,,"7626666","91519992"
"10003003319","01","1","4190","53100","1","8","6","0010000000","0125000000","0009533334","0114400008",,"0005000000","9533334","119400008"
"10003003319","02","1","2411","84230","1","8","6","0020000000","0246000000","0018366667","0220400004",,"0006000000","18366667","226400004"
"10006005335","01","1","4134","25920","3","8","6","0012000000","0158000000","0011390000","0136680000",,"0014000000","11390000","150680000"
"10006005323","01","1","7231","45200","3","9","6","0013000000","0156000000","0013000000","0156000000",,,"13000000","156000000"
"10001000522","01","1","4190","72100","1","7","6","0024000000","0288000000","0021630000","0259560000",,"0008000000","21630000","267560000"
"10004004126","01","1","1410","64191","1","8","6","0023000000","0282800000","0019780000","0237360000",,"0006800000","19780000","244160000"
"10004004127","01","1","4190","84110","1","8","6","0020000000","0246800000","0018200000","0218600000",,"0006800000","18200000","225400000"
"10010008932","01","1","7136","43220","3","8","4","0015000000","0180000000","0015000000","0180000000",,,"15000000","180000000"
"10001000935","01","1","4190","84230","1","8","6","0016000000","0192000000","0014000000","0168000000",,"0008000000","14000000","176000000"
"10001000932","01","1","4190","64191","1","8","6","0025000000","0300000000","0023000000","0276000000",,"0008000000","23000000","284000000"
"10001000932","02","1","2331","85102","1","6","5","0014000000","0168000000","0012000000","0144000000",,"0008000000","12000000","152000000"
"10001000929","01","1","4190","35100","1","8","6","0014000000","0168000000","0012000000","0144000000",,"0008000000","12000000","152000000"
