Address,Dycol01,Dycol03,Dycol04,Dycol05
"20013024125","001","1","12","0005460000"
"20001010532","001","1","12","0005460000"
"20007018334","001","4","12","0021840000"
"20001010530","001","2","12","0010920000"
"20007018332","001","1","12","0005460000"
"20001010522","001","5","12","0027300000"
"20007018329","001","3","12","0016380000"
"20006017025","001","2","12","0010920000"
"20006017032","001","2","12","0010920000"
"20001011832","001","2","12","0010920000"
"20001011825","001","4","12","0021840000"
"20001011829","001","5","12","0027300000"
"20004014332","001","2","12","0010920000"
"20004014325","001","5","12","0027300000"
"20013024122","001","3","12","0016380000"
"20007018321","001","4","12","0021840000"
"20012022932","001","3","12","0016380000"
"20006017034","001","2","12","0010920000"
"20006017022","001","4","12","0021840000"
"20004014334","001","3","12","0016380000"
"20002012225","001","3","12","0016380000"
"20001011822","001","4","12","0021840000"
"20001010534","001","2","12","0010920000"
"20001010520","001","4","12","0021840000"
"20012022934","001","4","12","0021840000"
"20012021734","001","2","12","0010920000"
"20001011834","001","4","12","0021840000"
"20007018322","001","3","12","0016380000"
"20001011022","001","3","12","0016380000"
"20001011025","001","1","12","0005460000"
"20006015823","001","2","12","0010920000"
"20007018325","001","3","12","0016380000"
"20012021726","001","4","12","0021840000"
"20012021732","001","2","12","0010920000"
"20010020332","001","2","12","0010920000"
"20010020327","001","4","12","0021840000"
"20010020323","001","2","12","0010920000"
"20003013020","001","1","12","0005460000"
"20007017929","001","3","12","0016380000"
"20003012624","001","5","12","0027300000"
"20006015520","001","1","12","0005460000"
"20012022929","001","3","12","0016380000"
"20004014723","001","4","12","0021840000"
"20006015532","001","3","12","0016380000"
"20006015534","001","4","12","0021840000"
"20006015524","001","1","12","0005460000"
"20012021722","001","4","12","0021840000"
"20006015526","001","5","12","0027300000"
"20010020320","001","2","12","0010920000"
"20006015525","001","3","12","0016380000"
"20003012634","001","1","12","0005460000"
"20010020329","001","3","12","0016380000"
"20004014730","001","2","12","0010920000"
"20004014323","001","4","12","0021840000"
"20004014323","005","1","9","0004095000"
"20004014329","001","3","12","0016380000"
"20011020820","001","2","12","0010920000"
"20011020827","001","4","12","0021840000"
"20006017027","001","1","12","0005460000"
"20004014734","001","5","12","0027300000"
"20011020834","001","2","12","0010920000"
"20011020832","001","3","12","0016380000"
"20011020829","001","5","12","0027300000"
"20011020819","001","4","12","0021840000"
"20001011823","001","3","12","0016380000"
"20009019520","001","2","12","0010920000"
"20001010825","001","4","12","0021840000"
"20004014324","001","2","12","0010920000"
"20001010832","001","3","12","0016380000"
"20004014729","001","4","12","0021840000"
"20002012229","001","5","12","0027300000"
"20009019534","001","2","12","0010920000"
"20009019529","001","2","12","0010920000"
"20009019532","001","2","12","0010920000"
"20009019523","001","4","12","0021840000"
"20006015826","001","4","12","0021840000"
"20006015832","001","4","12","0021840000"
"20010020334","001","2","12","0010920000"
"20002012234","001","2","12","0010920000"
"20002012232","001","1","12","0005460000"
"20006016229","001","2","12","0010920000"
"20006016234","001","1","12","0005460000"
"20006016225","001","3","12","0016380000"
"20012021729","001","1","12","0005460000"
"20013024132","001","2","12","0010920000"
"20013024134","001","5","12","0027300000"
"20006016232","001","2","12","0010920000"
"20009019525","001","1","12","0005460000"
"20013024129","001","3","12","0016380000"
"20006015834","001","3","12","0016380000"
"20006015819","001","3","12","0016380000"
"20012021720","001","2","12","0010920000"
"20006015825","001","4","12","0021840000"
"20013024120","001","3","12","0016380000"
"20003013019","001","2","12","0010920000"
"20003013030","001","2","12","0010920000"
"20002012219","001","6","12","0032760000"
"20003013034","001","1","12","0005460000"
"20003013032","001","2","12","0010920000"
"20012022925","001","4","12","0021840000"
"20012022923","001","2","12","0010920000"
"20012022923","002","1","12","0005460000"
"20012022923","004","1","12","0005460000"
"20012022920","001","4","12","0021840000"
"20001010125","001","3","12","0016380000"
"20012022523","001","4","12","0021840000"
"20012022520","001","5","12","0027300000"
"20012022525","001","3","12","0016380000"
"20005015328","001","2","12","0010920000"
"20005015319","001","2","12","0010920000"
"20001010134","001","6","12","0032760000"
"20001010132","001","4","12","0021840000"
"20012022529","001","7","12","0038220000"
"20005015334","001","5","12","0027300000"
"20001010120","001","5","12","0027300000"
"20005015327","001","4","12","0021840000"
"20005015332","001","4","12","0021840000"
"20005015321","001","4","12","0021840000"
"20003013029","001","3","12","0016380000"
"20012022534","001","6","12","0032760000"
"20001010129","001","2","12","0010920000"
"20001010123","001","3","12","0016380000"
"20010019922","001","2","12","0010920000"
"20007017434","001","2","12","0010920000"
"20007017428","001","5","12","0027300000"
"20007017920","001","1","12","0005460000"
"20002012224","001","2","12","0010920000"
"20007017925","001","4","12","0021840000"
"20013023725","001","5","12","0027300000"
"20013023732","001","2","12","0010920000"
"20013023723","001","5","12","0027300000"
"20013023734","001","4","12","0021840000"
"20013023720","001","6","12","0032760000"
"20007018732","001","5","12","0027300000"
"20007018722","001","4","12","0021840000"
"20011021232","001","2","12","0010920000"
"20004013432","001","2","12","0010920000"
"20004013432","003","1","12","0005460000"
"20011021224","001","7","12","0038220000"
"20007018720","001","2","12","0010920000"
"20004013425","001","5","12","0027300000"
"20011021229","001","4","12","0021840000"
"20007017932","001","5","12","0027300000"
"20007017923","001","2","12","0010920000"
"20004014732","001","4","12","0021840000"
"20007017425","001","2","12","0010920000"
"20010019926","001","4","12","0021840000"
"20006016220","001","4","12","0021840000"
"20006016219","001","5","12","0027300000"
"20007017934","001","5","12","0027300000"
"20007018734","001","2","12","0010920000"
"20010019932","001","3","12","0016380000"
"20012022532","001","5","12","0027300000"
"20010019934","001","2","12","0010920000"
"20013023729","001","5","12","0027300000"
"20007018727","001","1","12","0005460000"
"20007018726","001","3","12","0016380000"
"20007017432","001","3","12","0016380000"
"20011021221","001","5","12","0027300000"
"20001011434","001","4","12","0021840000"
"20001011420","001","4","12","0021840000"
"20001011020","001","2","12","0010920000"
"20011021234","001","4","12","0021840000"
"20001011429","001","1","12","0005460000"
"20010019929","001","5","12","0027300000"
"20004013420","001","4","12","0021840000"
"20004013420","005","2","12","0010920000"
"20001011034","001","3","12","0016380000"
"20007017419","001","2","12","0010920000"
"20010019919","001","4","12","0021840000"
"20007017420","001","2","12","0010920000"
"20004014720","001","2","12","0010920000"
"20001011422","001","4","12","0021840000"
"20001011432","001","4","12","0021840000"
"20001011425","001","2","12","0010920000"
"20001011029","001","3","12","0016380000"
"20004013423","001","1","12","0005460000"
"20004013429","001","2","12","0010920000"
"20003012632","001","1","12","0005460000"
"20003012626","001","2","12","0010920000"
"20006016619","001","4","12","0021840000"
"20006016632","001","2","12","0010920000"
"20006016634","001","2","12","0010920000"
"20012022120","001","1","12","0005460000"
"20013023329","001","6","12","0032760000"
"20001011032","001","3","12","0016380000"
"20004013832","001","2","12","0010920000"
"20013023325","001","1","12","0005460000"
"20013023319","001","5","12","0027300000"
"20012022129","001","2","12","0010920000"
"20012022125","001","2","12","0010920000"
"20013023332","001","4","12","0021840000"
"20013023334","001","3","12","0016380000"
"20012022132","001","3","12","0016380000"
"20009019125","001","2","12","0010920000"
"20009019121","001","5","12","0027300000"
"20006016629","001","3","12","0016380000"
"20003012627","001","4","12","0021840000"
"20006016621","001","4","12","0021840000"
"20004013827","001","4","12","0021840000"
"20004013819","001","1","12","0005460000"
"20013023320","001","2","12","0010920000"
"20006016627","001","4","12","0021840000"
"20009019123","001","4","12","0021840000"
"20009019134","001","2","12","0010920000"
"20009019132","001","2","12","0010920000"
"20004013834","001","12","5","0027300000"
"20004013825","001","4","12","0021840000"
"20004013820","001","2","12","0010920000"
"20012022134","001","1","12","0005460000"
"20012022122","001","4","12","0021840000"
"20009019128","001","3","12","0016380000"
"20004013434","001","4","12","0021840000"
"20001010820","001","2","12","0010920000"
