Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"1000009004","02","0074760000",,"0000400000",,,
"1000089006","01",,,,,,"0010000000"
"1000009010","02",,,"0000080000",,,
"1000089011","01",,"0024000000","0024000000",,,
"1000089015","03","0028600000",,,,,
"1000089009","01","0036600000",,,,,
"1000041158","01",,"0026400000",,,,
"1000041168","01",,"0019800000",,,,
"1000041163","01",,"0027000000",,,,
"1000041171","01","0047400000","0001440000","0000800000",,,
"1000041162","01",,"0003600000","0001600000",,,
"1000093155","01",,"0018000000",,,,
"1000069166","01",,,,"0004800000",,
"1000005101","01","0117000000",,,"0063000000",,
"1000005109","01",,"0018000000",,,,
"1000005097","01","0078600000",,"0001600000",,,
"1000005097","02","0064200000",,,,,
"1000021250","01",,,,,,"0006000000"
"1000045169","01",,,"0001500000",,,
"1000045169","04",,,"0001200000","0003000000",,
"1000065060","01","0045000000",,,,,
"1000065053","01",,"0004800000",,"0004400000",,"0002000000"
"1000069165","01","0042000000",,,,,
"1000021236","01","0166200000",,,,,
"1000021236","02","0062000000",,,,,
"1000065046","01",,,,"0003600000",,
"1000081106","01","0009300000",,,,,
"1000017115","01","0075000000","0011400000","0002000000",,,
"1000081109","01",,,,"0002000000",,
"1000081109","03",,,,"0000400000",,
"1000077121","01","0041100000",,,,,
"1000077121","02","0037500000",,,,,
"1000009010","01","0078240000",,,,,
"1000069171","01",,,"0036000000",,,
"1000081115","01",,,"0002000000",,,
"1000077111","01","0075000000","0015600000",,"0042000000",,
"1000053057","01","0045500000",,,,,
"1000081112","01","0082500000",,,,,
"1000045164","01",,"0013200000",,,,
"1000065051","01","0010400000",,,"0001200000",,
"1000065051","06",,,,"0004000000",,
"1000009015","01","0020200000",,,,,
"1000009015","02","0020200000",,,,,
"1000009015","03","0020200000",,,,,
"1000073109","01","0063000000",,,,,
"1000109148","01",,,"0001600000",,,
"1000109162","01","0003900000",,"0000800000",,,"0001000000"
"1000037059","01",,"0042600000",,,,
"1000037049","01","0042800000",,"0000800000",,,
"1000037062","01","0050500000",,"0002000000",,,
"1000025198","01",,"0020400000",,,,
"1000025193","01",,,"0001600000",,,
"1000029097","01",,"0006000000",,,,
"1000029097","02",,"0003000000",,,,
"1000113059","01",,,"0004800000","0007200000",,
"1000005098","01",,,"0006000000",,,
"1000097167","01","0037000000",,,,,
"1000097160","01",,"0004000000",,,,
"1000029095","01",,,,,"0007000000",
"1000073116","01","0050160000",,,,,
"1000001177","01","0118200000",,"0002000000",,,
"1000061290","01",,,,"0006000000",,
"1000061286","01",,,,"0004400000",,
"1000061286","05",,,"0000800000",,,
"1000061295","01","0050224400",,,,,
"1000061295","02",,,"0000400000",,,
"1000061295","03",,,"0000400000",,,
"1000061284","01",,,"0000400000","0004200000",,
"1000061284","02",,,"0000400000",,,
"1000085162","01",,,"0001200000",,,
"1000049208","01",,,"0000400000",,,"0004800000"
"1000049209","01",,"0016800000",,,,
"1000049201","01","0081000000","0002500000",,,,
"1000013173","01",,"0040800000",,,,
"1000001181","01","0099000000","0012600000","0001600000",,,
"1000001180","01",,,"0001200000",,"0010000000",
"1000001171","01","0051000000",,"0000800000","0026000000",,
"1000013176","01","0025500000",,,,,
"1000013178","01","0051000000",,"0001200000",,,
"1000013168","02",,,,,,"0013200000"
"1000093147","01",,"0009600000",,,,
"1000053050","01",,"0036000000",,,,
"1000017106","01","0062500000",,"0001200000",,,
"1000017106","02","0034500000",,,,,
"1000021240","01","0073800000","0021600000","0002000000",,,
"1000045174","01","0048600000",,"0001600000",,,
"1000045161","01","0048000000",,,,,
"1000009009","01","0069000000",,"0000400000",,,
"1000009009","02","0081000000",,"0000400000",,,
"1000057009","01","0018000000",,,,,
