Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"2000049057","01",,,"0003200000",,,
"2000049059","01",,,,"0005600000",,
"2000061012","01",,,,"0004800000",,
"2000061012","03",,,,"0005000000",,
"2000061007","01","0036600000",,"0000800000",,,
"2000061014","01",,,"0004000000",,,
"2000061001","01",,,"0002400000",,,
"2000061005","01",,,"0002400000",,,
"2000133043","01",,,,"0004000000",,
"2000133050","01",,,"0003200000",,,
"2000037058","01",,,,"0003600000",,"0003000000"
"2000049061","01",,"0024000000",,,,
"2000025060","01","0049200000",,"0000400000",,,
"2000025060","02",,,"0000400000",,,
"2000025062","01","0057000000",,"0000800000",,,
"2000025068","01","0093000000",,,,,
"2000025056","01",,,,"0002400000",,
"2000025056","03",,,,"0003600000",,
"2000097157","01",,"0005000000",,,,
"2000097157","06",,,,"0000400000",,
"2000097154","01",,,"0012800000",,,
"2000097153","01",,,"0008100000",,,"0000700000"
"2000109199","01",,,"0002000000",,,
"2000037061","01",,,"0000800000","0004000000",,
"2000037054","01","0003800000",,"0000400000",,,"0006000000"
"2000125056","01","0038400000",,,,,
"2000045112","01",,,,"0005400000",,
"2000045112","02",,,,,"0006000000",
"2000045112","03",,,,,"0006000000",
"2000165059","01",,,,"0003600000",,
"2000141151","01","0205200000",,,,,
"2000021010","01",,,,"0001600000",,
"2000141155","01",,,,,,"0005000000"
"2000033051","01","0048600000",,,,,
"2000153063","01",,,,,,"0015000000"
"2000153062","01",,,,,,"0014000000"
"2000013226","01",,,"0002400000",,,
"2000013216","01",,,"0003000000",,,
"2000013213","01",,,,"0004800000",,
"2000053011","01","0033000000",,,,,
"2000141148","01",,"0000200000",,"0004200000",,
"2000029295","01",,,"0001600000","0005000000",,
"2000029309","01",,"0001830000","0000800000","0003600000",,
"2000029299","01",,,"0002400000","0005400000",,
"2000125061","01",,,,"0005200000",,
"2000065109","01",,,"0001600000","0004200000",,
"2000029305","01",,,"0004000000",,,
"2000029303","01",,,"0003800000","0005400000",,
"2000081296","01","0069000000",,,,,
"2000137062","01",,,,"0001200000",,
"2000137052","01","0049440000",,"0000800000",,,
"2000137059","01",,,,,"0000600000",
"2000101006","01","0100440000",,"0001600000",,,
"2000101015","01","0036200000",,,,,
"2000129102","01",,,,"0003600000",,
"2000057160","01",,,"0003400000",,,"0002000000"
"2000165060","01",,"0000600000","0000800000","0003400000",,"0001000000"
"2000105219","01",,,"0003720000",,,
"2000069150","01",,,"0004000000",,,
"2000081290","01","0039000000",,,,,
"2000081290","03",,,,"0004600000",,
"2000057152","01",,,,"0005000000",,"0004000000"
"2000069144","01",,,,"0003600000",,"0002600000"
"2000069156","01",,,,"0002900000",,"0003000000"
"2000129097","01",,,,"0004200000",,"0002400000"
"2000129095","01",,,,"0004800000",,
"2000129099","01",,,,"0004200000",,
"2000013222","01",,,"0003125000",,"0000500000",
"2000013222","05",,,"0000800000","0004200000",,
"2000041009","01",,,"0000800000","0003600000",,
"2000041011","01",,,,"0003600000",,"0003000000"
"2000017005","01",,,"0000800000","0000400000","0000200000","0002000000"
"2000053008","01",,"0006000000",,,,"0048000000"
"2000053015","01","0007200000",,"0002400000",,,
"2000081285","01",,,,"0003900000",,"0001500000"
"2000081288","01",,,,"0003600000",,"0001500000"
"2000041003","01",,,,"0004400000",,
"2000041004","01",,,,"0003400000",,
"2000041014","01","0024250000",,,,,
"2000065103","01",,,,,,"0003500000"
"2000065105","01",,,,,,"0009000000"
"2000017015","01",,,,"0003000000",,
"2000093006","01",,,,"0002960000",,"0002000000"
"2000093009","01",,,,"0004200000",,
"2000093001","01",,"0006500000",,,,"0002000000"
"2000117056","01",,,"0001600000",,,
"2000113245","01",,,"0002400000",,,
"2000117062","01","0012000000",,,,,
"2000005059","01",,,"0002400000","0006000000",,
"2000005059","03",,,,,"0002800000",
"2000113250","01",,,"0005600000",,,
"2000113242","01",,"0001200000","0002400000",,,
"2000017001","01",,,"0000800000","0004000000",,
"2000125060","01",,,,"0004800000",,"0001000000"
"2000161119","01",,,,,,"0018000000"
"2000149056","01",,,,"0004000000",,"0001000000"
"2000149060","01",,,,,"0001500000","0006000000"
"2000149063","01",,"0014000000",,,,
"2000025066","01",,,"0002400000","0002800000",,
"2000025066","03",,,,,"0004000000",
"2000017009","01",,,,,"0000500000",
"2000017009","02",,,,,"0001000000",
"2000145006","01",,,"0000400000",,,
"2000145006","02",,,"0000800000",,,
"2000145009","01",,,"0002400000",,,
"2000049067","01",,,,"0004200000",,
"2000049067","03",,,,"0003960000",,
"2000049066","01",,,"0000800000","0004480000",,"0000500000"
"2000145002","01",,,,"0004200000",,
"2000157153","01",,"0003000000",,,,
"2000157162","01",,,,"0003660000",,
"2000157157","01",,,"0004000000",,,
"2000157150","01",,,"0000800000","0001600000",,
"2000157150","02",,,"0000800000",,,
"2000085169","01",,,,"0008000000",,
"2000085169","03",,,,,"0004000000",
"2000085165","01",,,"0000800000","0002400000",,
"2000085168","01","0070200000",,,,,
"2000001146","01",,"0008000000","0001200000",,,
"2000001141","01",,,"0001600000","0006160000",,
"2000001141","02",,,,"0004360000",,
"2000121320","01",,,"0002400000",,,
"2000161110","01",,,"0008800000",,,
"2000161117","01",,,"0004000000",,,
"2000161114","01",,,"0004000000",,,
"2000081293","01","0057000000",,,,,
"2000033058","01",,,"0025000000",,,
"2000033049","01",,,,"0002750000",,"0001000000"
"2000033062","01",,,,,,"0060000000"
"2000129107","01",,"0010000000","0001200000",,,
"2000069147","02",,,,"0005500000",,"0001000000"
"2000045115","01",,"0003000000",,,,"0008500000"
"2000077198","01",,,,,,"0004000000"
"2000077190","01",,,"0002400000",,,
"2000009053","01",,,,"0005200000",,"0050000000"
"2000009056","01",,,"0001600000",,,
"2000165066","01",,,"0001600000",,,
"2000105228","01",,,"0003200000",,,"0030000000"
"2000057156","01","0045452800",,"0001600000",,,
"2000105223","01",,,,"0027000000",,
"2000165056","01",,,"0004000000",,,
"2000165056","06",,,"0000800000","0003600000",,
"2000009062","01",,,,,,"0040000000"
"2000045121","01",,,,"0004800000",,"0012000000"
"2000021003","01",,"0012000000",,,,
"2000114194","01",,,,"0006000000",,
"2000018107","01","0051000000",,"0000800000",,,
"2000054111","01",,,,"0005600000",,
"2000010209","01",,,,,,"0024000000"
"2000070004","01",,,,,,"0005000000"
"2000166216","01",,"0003000000",,"0000360000",,"0000800000"
"2000034013","01",,"0004000000",,"0003600000",,"0003000000"
"2000022165","01",,,,,,"0003000000"
"2000010202","01",,,,,,"0014400000"
"2000058061","02","0007200000",,,,,
"2000106115","01",,,,"0003600000",,
"2000106118","01",,,,"0003600000",,
"2000058066","01",,,,"0004000000",,"0002000000"
"2000046249","01",,"0003500000",,"0036000000",,"0001000000"
"2000166213","01",,,,"0003400000",,
"2000130056","01",,,"0001200000","0004600000",,
"2000130054","01",,,,"0004800000",,"0001000000"
"2000034009","01","0052000000",,,,,
"2000066061","01",,,,"0002800000",,"0000500000"
"2000078251","01",,,,"0003600000",,"0003000000"
"2000066071","01",,,,,,"0005000000"
"2000066066","01",,,,,,"0002400000"
"2000018102","01","0051000000",,"0000800000",,,
"2000018111","01",,,"0000400000","0004000000",,"0000500000"
"2000018105","01",,,,,,"0001500000"
"2000006164","02",,,,,"0004000000",
"2000126150","01",,,,"0003400000",,
"2000006167","01",,,,"0004640000",,
"2000078255","01",,"0005000000",,,,"0008500000"
"2000078255","02",,,,,,"0001500000"
"2000042006","01",,,,"0005000000",,
"2000042006","03",,,,"0003600000",,
"2000006171","01",,,,,,"0012000000"
"2000078244","01",,,,"0003600000",,
"2000022156","01",,,,"0003600000",,
"2000022156","02",,,,"0003600000",,
"2000166221","01",,,,,,"0003500000"
"2000042014","01",,,,"0003600000",,"0005000000"
"2000154215","01",,,,,,"0010000000"
"2000022151","01",,,"0002000000",,,
"2000058057","01",,,,"0004000000",,"0002000000"
"2000054106","01",,,,"0003600000",,
"2000030110","01",,,,"0003600000",,"0004000000"
"2000054102","01","0025500000",,,,,
"2000030099","01","0015900000",,,,,
"2000042009","01",,,,"0004200000",,"0006500000"
"2000042011","01",,,,"0003600000",,"0003000000"
"2000102162","01",,,,,,"0005000000"
"2000074054","01",,,,"0003400000",,"0001000000"
"2000126139","01",,"0003000000",,"0003600000",,"0001500000"
"2000066057","01",,,,"0004000000",,"0002500000"
"2000098121","01",,,,,,"0004500000"
"2000098120","01",,"0020000000",,,,
"2000050060","01",,,,"0004200000",,
"2000002320","01",,,,"0003600000",,
"2000146168","01",,"0001000000",,"0007200000",,
"2000146168","05",,,,"0003600000",,
"2000026070","01",,,"0001600000",,,
"2000026070","02",,,,"0000400000",,
"2000038155","01",,,"0006000000",,,
"2000038146","01",,,"0001600000","0006000000",,"0003600000"
"2000134062","01",,,,"0003600000",,
"2000062116","01",,,,"0026000000",,
"2000062105","01","0033000000",,,,,
"2000086218","01",,,,,,"0014400000"
"2000158058","01",,,,"0000800000",,
"2000050050","01",,,,"0000800000",,
"2000014008","01",,"0001800000",,"0004200000",,
"2000014011","01",,"0001500000",,,,
"2000026061","01",,"0042000000",,,,
"2000110002","02",,,,,,"0005000000"
"2000110015","01",,"0003000000",,"0024000000",,"0011200000"
"2000134051","01","0045000000",,,,,
"2000134053","01","0053400000",,,,,
"2000002332","01",,,,"0005200000",,
"2000086217","01",,,,"0004000000",,
"2000086212","01",,,,"0004000000",,"0001000000"
"2000122008","01","0042600000",,,,,
"2000122012","01",,"0007200000",,"0002800000",,"0002000000"
"2000086209","01",,,,"0003600000",,"0002000000"
"2000086223","01",,"0004000000",,,,"0001000000"
"2000014003","01",,,,"0007200000",,
"2000014005","01",,,,,,"0072000000"
"2000026058","01","0046200000",,"0000600000",,,
"2000078242","04",,,,,"0003000000",
"2000078242","05",,,,,"0003000000",
