Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"10007006926","01","1","8322","49220","5","2","9","7",,"00000025000000","00000034000000","00000003500000",,"90000000","27500000"
"10007006929","01","1","1426","49220","4","2","9","7",,,,"00000027600000","00000002000000","144000000","114400000"
"10011009326","01","1","6111","01110","4","1","4","5",,"00000004500000","00000005000000","00000015000000",,"115000000","90500000"
"10009008120","03","1","5220","56100","5","2","10","6",,"00000040000000","00000016000000","00000040000000",,"156000000","60000000"
"10009008129","03","1","5220","47730","5","2","8","6",,"00000045000000",,"00000005000000","00000001000000","115000000","64000000"
"10009008129","04","1","5220","47730","5","2","8","6",,"00000045000000",,"00000005000000","00000001000000","115000000","64000000"
"10001002118","01","1","8322","49220","5","2","10","7",,"00000015000000",,,,"87000000","72000000"
"10007006918","01","1","5220","23950","5","2","7","6",,"00000050000000","00000010000000","00000040000000",,"184000000","84000000"
"10011009313","01","2","5220","47990","5","2",,,,"00000140000000",,,,"290000000","150000000"
"10009008126","01","1","8322","49220","5","2","6","5",,"00000007000000","00000004000000","00000009000000",,"68000000","48000000"
"10001000923","01","1","7231","45200","5","2","10","6",,,"00000020000000","00000010000000",,"270000000","240000000"
"10003003329","01","1","8322","49220","5","2","4","4",,"00000005000000","00000001000000",,,"10000000","4000000"
"10003003326","01","1","8322","49230","5","2","5","6",,"00000095000000","00000080000000","00000017000000",,"372000000","180000000"
"10011009320","01","1","5220","47212","5","2","9","7",,"00000095000000","00000000500000","00000004000000",,"200000000","100500000"
"10001000513","01","1","8322","49220","5","2","10","6",,"00000001500000",,,,"15000000","13500000"
"10006005723","01","1","7241","33120","5","2","10","6",,"00000003300000","00000001700000","00000002400000",,"108000000","100600000"
"10004004122","01","1","6111","01110","5","1","8","5",,"00000020300000",,"00000012000000",,"99000000","66700000"
"10004004122","01","1","6121","01440","5","1","5","7",,"00000045400000","00000000500000",,,"360000000","314100000"
"10006005316","01","1","8322","49230","5","2","12","2",,"00000090000000","00000001000000","00000015000000",,"286000000","180000000"
"10006006526","01","1","6112","01240","5","1","14","7","00000039000000","00000017750000","00000001500000","00000094000000",,"270000000","117750000"
"10012009726","01","1","6112","01240","4","1","4","5","00000007000000","00000003504000",,"00000010000000",,"250000000","229496000"
"10001001329","04","1","3412","65120","5","2","10","6",,,,"00000120000000",,"240000000","120000000"
"10001002513","01","1","8322","38110","5","2","10","6",,"00000120000000","00000010000000","00000015000000",,"265000000","120000000"
"10006005326","03","1","5220","47710","4","2","8","6","00000033600000","00000090000000","00000001000000","00000006000000","00000002000000","216600000","84000000"
"10006005326","04","1","5141","96020","4","2","8","6","00000060000000","00000001000000","00000002000000","00000036600000",,"184600000","85000000"
"10012009720","01","1","6112","01240","4","1","7","5","00000015000000","00000018500000",,"00000005500000",,"100000000","61000000"
"10012009720","01","1","6111","01110","5","1","6","5",,"00000017800000",,"00000022300000",,"77000000","36900000"
"10002002914","01","1","6111","01110","5","1","6","5",,"00000017000000","00000008000000","00000012000000",,"64000000","27000000"
"10006006518","01","1","8132","23921","5","2","14","6","00000108000000","00000060000000","00000004000000","00000009600000",,"340000000","158400000"
"10001001723","01","1","8322","49220","5","2","5","5",,"00000027000000","00000010000000","00000025000000","00000000250000","104250000","42000000"
"10001001716","01","1","5220","47990","5","2","10","7",,"00000250000000","00000040000000","00000014000000",,"424000000","120000000"
"10001001720","01","1","6111","01110","5","1","3","5","0","00000017000000","00000001500000","00000009500000",,"43000000","15000000"
"10001001720","01","1","8322","49230","5","2","4","5",,"00000012000000","00000010000000","00000009000000","00000003000000","55300000","21300000"
"10006006514","01","1","5220","47520","5","2","8","6",,"00000060000000",,"00000003000000","00000003200000","102000000","35800000"
"10006006520","01","1","5220","47990","5","2","12","6",,"00000030000000",,,,"108000000","78000000"
"10012009729","01","1","6112","01240","4","1","5","4","00000015000000","00000014000000",,"00000000500000",,"100000000","70500000"
"10007006917","01","1","7450","20290","5","2","6","6",,"00000050000000",,"00000035000000",,"170000000","85000000"
"10001002529","01","1","7218","31000","4","2","10","6","00000260000000","00000480000000","00000085000000","00000100000000",,"1045000000","120000000"
"10012009713","01","1","5220","47212","5","2","10","7",,"00000084000000","00000004000000","00000006000000",,"166000000","72000000"
