Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"20004013413","01",,,,"0006000000",,
"20013023313","01",,,,"0005400000",,
"20013023325","01",,,,"0048000000",,
"20002012219","03",,,,"0004800000",,
"20002012219","04",,,,"0004800000",,
"20002012225","01",,,,"0006760000",,
"20007017420","01",,"0010000000",,"0020000000",,"0020000000"
"20001011025","01",,,,,,"0015000000"
"20007018725","01",,,,,,"0015000000"
"20011021229","01",,,,"0005400000",,
"20004013423","01",,,,"0006000000",,
"20001010820","01",,,,"0005400000",,
"20001010813","01","0060000000",,,,,
"20010019923","01",,"0002000000",,,,
"20010019925","01",,,,"0007800000",,"0002000000"
"20012022116","01",,,,"0005200000",,
"20012022122","01",,,,,,"0038000000"
"20002012220","01","0156000000",,,,,
"20002012216","04",,,,"0005400000",,
"20012022120","01",,,,"0006600000",,"0006000000"
"20010019920","01",,,,"0005400000",,
"20011021218","01",,,,,,"0048000000"
"20011021225","01",,,,,,"0120000000"
"20011021223","01",,,,"0016550000",,
"20013023320","01",,,,"0007200000",,"0010000000"
"20001010529","01",,,,"0006400000",,
"20004013429","01",,,,"0009750000",,
"20004013425","01",,,,"0009750000",,
"20001011813","01","0130000000",,,,,
"20012022913","01",,"0050000000",,,,"0120000000"
"20012022925","01",,,,,,"0072000000"
"20012022916","01",,,,,,"0084000000"
"20004013417","01",,"0030000000",,"0005900000",,"0050000000"
"20012022929","01",,"0006000000",,,,
"20009019525","01","0038000000",,,,,"0007000000"
"20003012617","01","0108000000","0084000000","0036000000",,,
"20006015513","01",,,,"0005400000",,
"20003013015","01",,,,"0004800000",,
"20003013020","01",,"0120000000",,,,
"20003013019","01",,,,"0005400000",,"0003000000"
"20004013823","01",,,,,,"0005460000"
"20005015315","01",,,,"0005400000",,"0002000000"
"20005015329","01",,,,,,"0034000000"
"20006015520","01","0012000000",,,,,"0012000000"
"20006015516","01","0108000000",,,,,
"20004013818","01","0096000000",,,"0010400000",,"0050000000"
"20004013820","01",,,,"0004200000",,
"20004013829","01","0060000000",,,,,
"20009019116","01",,,,,,"0020000000"
"20001010113","01","0150000000",,,,,
"20001010120","03",,,,"0004400000",,
"20001010129","01",,,,"0002000000",,
"20007018322","01",,"0040000000",,,,
"20006016619","01",,"0008000000",,,,"0040000000"
"20005015323","01","0077000000",,,,,
"20003012625","01",,,,"0004200000",,"0008000000"
"20001011413","01",,"0010000000",,,,
"20001011429","01",,,,"0008000000",,"0012000000"
"20007017920","01",,,,"0009000000",,"0012000000"
"20007017923","01",,,,"0008000000",,"0015000000"
"20007017929","01","0096000000",,,,,
"20007017915","01",,,,"0008000000",,"0012000000"
"20007017918","01",,"0010000000",,,,
"20006016613","01",,,"0072000000",,,"0036000000"
"20003012629","01",,,,,,"0015000000"
"20003012624","04",,,,,"0001000000",
"20013023716","01",,"0300000000",,,,"0030000000"
"20009019123","02",,"0015000000",,,,
"20013023713","01",,,,"0003900000",,
"20006016623","01",,,,,,"0025000000"
"20009019529","01",,,,,"0031280000",
"20001010117","01",,,,,,"0050000000"
"20010020320","03","0102000000",,,,,
"20006017029","01","0173020000",,,,,
"20006017029","02","0173020000",,,,,
"20004014720","01",,"0120000000",,,,
"20004014324","01",,,"0012000000",,,
"20006017019","01","0186050000",,,,,
"20012022516","01",,,,,,"0006000000"
"20004014323","01","0104400000",,,,,
"20004014313","01",,,,"0006000000",,
"20007018329","06",,,,"0005500000",,
"20013024116","01",,,,"0005000000",,
"20006015825","01","0090000000",,,,,
"20006015823","01",,,,,,"0072000000"
"20006015814","01","0000000001","0024000000",,,,
"20012021720","01",,,,,,"0000400000"
