Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"000051102","01",,"0060000000",,,,
"000051102","03",,"0030000000",,,,
"000051102","04",,"0030000000",,,,
"000051104","01",,,,"0003100000",,"0004800000"
"000051105","01","0013000000",,,,,
"000041086","01",,"0001900000",,,,
"000041089","01",,,,"0002850000",,"0001300000"
"000031079","01",,,,"0003800000",,
"000031076","01",,,,"0003100000",,"0000500000"
"000031077","01",,,,"0003200000",,"0001300000"
"000031078","01",,,,"0003100000",,
"000031080","05",,,,"0003100000",,
"000011033","01","0041750000",,,,,
"000071170","01",,,,,,"0012000000"
"000031067","01",,,,,,"0000720000"
"000031068","01",,,,,,"0000800000"
"000031070","01",,"0015000000",,,,
"000011035","01","0047350000",,,,,
"000071169","01",,,,,,"0001200000"
"000071169","02",,,,,"0000600000",
"000011023","01",,,,"0003300000",,"0001500000"
"000011025","01",,,,"0004700000",,
"000011021","01",,,,,,"0006000000"
"000011061","01",,,,"0004200000",,"0000550000"
"000011062","01",,,,,,"0002000000"
"000011063","01",,,,"0003200000","0000350000","0003600000"
"000011064","01",,,,"0003100000",,
"000011064","03",,,,,"0002500000",
"000011064","04",,,,,"0002500000",
"000011065","01",,,,,"0000350000",
"000011005","01",,,,"0003500000",,"0001500000"
"000071153","03",,,,"0003100000",,
"000061126","01",,,,"0002550000",,"0001200000"
"000061127","01",,,,"0003600000",,"0002400000"
"000061130","01",,,,"0003100000",,"0000500000"
"000061128","01",,,,"0003100000",,"0001500000"
"000061129","01",,,,"0003100000",,"0002500000"
"000071159","01",,"0005400000",,,,
"000061109","01",,,,"0003500000",,"0007500000"
"000061108","01",,,,"0003500000",,
"000041094","01","0020480000",,,,,
"000041091","01",,,,"0003300000",,
"000041092","01",,,,"0003500000",,
"000041095","01","0012000000",,,,,
"000061106","01",,,,"0003700000",,"0001500000"
"000071139","02",,,,"0013500000",,
"000071139","03",,,,"0001700000",,
"000071151","01",,,,,,"0006000000"
"000071155","05",,,"0012000000",,,
"000071140","01",,,,"0003100000",,
"000061110","01",,,,,,"0006000000"
"000011004","01",,"0006000000",,,,
"000011048","01",,"0000850000",,"0012000000",,
"000061124","01",,,,"0003570000",,
"000041083","01",,,,,,"0004000000"
"000041081","01",,,,"0003400000",,
"000041084","01",,,,"0002675000",,
"000041085","01",,,,"0005850000",,
"000041099","01",,,,,,"0001200000"
"000071141","01",,"0003000000",,"0001650000",,"0000120000"
"000071141","02",,,,"0001650000","0000320000",
"000011045","01","0012500000",,,,,
"000011058","01",,,,,,"0003000000"
"000011056","01",,,,"0004300000",,
"000011059","01",,,,"0004300000",,
"000071162","01",,"0035000000",,,,
"000011006","01",,"0002000000",,,,"0002000000"
"000011008","01",,,,"0001440000",,
"000011042","01","0020500000",,,,,
"000011057","01",,,,"0000700000",,
"000071164","02",,,,,,"0000400000"
"000071161","01",,,"0008400000",,,"0012000000"
"000061117","01",,,,,,"0002000000"
"000071146","01",,,,"0003850000",,
