ADDRESS,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"100011002","02","1","5141","9302","2","2","4","5"," ","0000045000"," ","0000030000"," ","0000275000","200000"
"100011004","01","1","6112","0113","2","1","3","2"," ","0000310000"," "," "," ","0002500000","2190000"
"100011019","01","1","6113","0112","1","1","7","7","0044400000","0002850000","0000810000","0004695000"," ","0086600000","33845000"
"100011022","01","1","5220","5223","2","2","13","7"," ","0450000000","0004500000","0014000000","0002400000","0553900000","83000000"
"100011023","01","1","5220","5275","2","2","10","6"," ","0210000000"," ","0014000000","0003000000","274000000","47000000"
"100011023","02","1","5220","5275","3","2","5","6"," "," "," "," "," "," ","0"
"100011025","01","1","7241","5026","2","2","8","6"," ","0018000000","0000680000","0002000000"," ","0052680000","32000000"
"100011028","01","1","5220","5222","2","2","8","7"," ","0002500000","0000400000","0000280000","0001000000","0030580000","26400000"
"100011029","01","1","6111","0111","2","1","5","5","0001415000","0001540000","0000300000","0003130000"," ","0014000000","7615000"
"100011029","01","1","6112","0113","2","1","4","2","0000400000","0000800000","0000210000","0000040000"," ","0006750000","5300000"
"100011037","01","2","8322","6023","2","2"," "," "," ","0000450000","0000370000","0000090000"," ","0002500000","1590000"
"100011041","01","1","8322","6022","2","2","10","6"," ","0021600000","0003450000"," "," ","62100000","37050000"
"100011044","01","1","7342","7290","2","2","6","6"," ","0015000000"," ","0000030000"," ","0023630000","8600000"
"100011045","01","1","8322","6023","2","2","8","6"," ","0004350000","0002730000","0000420000"," ","0049500000","42000000"
"100011045","02","1","5220","5279","2","2","8","6"," ","0046000000"," ","0001000000"," ","0061000000","14000000"
"100011054","01","1","5220","5296","2","2","9","6"," ","0027622000"," ","0000060000"," ","0039057500","11375500"
"100012006","01","1","7124","2022","2","2","10","6"," ","0005000000","0003800000","0000350000"," ","0021150000","12000000"
"100012011","01","1","5220","5221","1","2","12","6"," ","0022000000","0000140000","0000120000","0001000000","0050000000","26740000"
"100012013","01","1","6121","0124","2","1","6","7","0000120000","0002000000","0000030000"," "," ","17000000","14850000"
"100012014","01","1","5220","5221","1","2","12","6"," ","0004800000","0000100000","0000085000","0000500000","0019000000","13515000"
"100012023","02","1","7422","3610","1","2","9","6","0014400000","0025000000","0003930000","0006350000"," ","0082900000","33220000"
"100012024","01","1","6111","0111","2","1","4","4","0000800000","0006000000","0000100000","0003400000"," ","0033900000","23600000"
"100012029","01","1","8322","6022","2","2","10","6"," ","0002400000","0000500000"," "," ","0035300000","32400000"
"100012034","01","1","7231","5025","2","2","11","7"," ","0000450000","0000830000","0007450000"," ","0035625000","26895000"
"100012037","01","1","6112","0113","2","1","9","7"," ","0000920000"," ","0004870000"," ","0053200000","47410000"
"100012038","01","1","5220","2811","2","2","10","6"," ","0002200000","0007000000","0000480000"," ","18000000","8320000"
"100012044","01","1","8322","6022","2","2","11","6"," ","0002200000","0001000000"," "," ","0036000000","32800000"
"100012050","01","1","7433","1810","1","2","10","6","0003000000","0012500000","0002370000","0006200000"," ","0046495000","22425000"
"100013004","01","1","5220","5030","2","2","9","6"," ","0028750000","0000121900","0000360000","0001200000","0059831900","29400000"
"100013005","01","1","5220","5223","2","2","9","7"," ","0028500000","0000147800","0000364500","0000470000","0066922300","37440000"
"100013010","02","1","7433","1810","2","2","8","6"," ","0003450000","0000318000","0000730000"," ","0073618000","69120000"
"100013012","01","1","8322","6022","2","2","4","6"," ","0005260000","0003450000","0000145000","0000200000","0020800000","11745000"
"100013014","01","1","5220","5275","2","2","8","7"," ","0117800000","0002800000","0001620000"," ","0206220000","84000000"
"100013018","01","1","7221","2892","2","2","8","7"," ","0008400000","0000350000","0001200000","0000300000","0041948000","31698000"
"100013019","01","1","5220","5222","1","2","8","6","0012000000","0007800000","0000040000","0000560000","0000820000","0058660000","37440000"
"100013020","01","1","8322","6022","2","2","10","7"," ","0007200000","0003450000","0000250000"," ","0036050000","25150000"
"100013022","03","1","8322","6022","2","2","11","5"," ","0007360000","0002180000","0000420000","0000200000","0027485000","17325000"
"100013022","05","1","7433","1810","2","2","8","4"," ","0001450000","0000370000","0000120000"," ","0017640000","15700000"
"100013022","06","1","5220","5223","2","2","10","7"," ","0009500000","0001360000","0003140000"," ","0033960000","19960000"
