ADDRESS,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"107073037","03","0","0","0","0001850000","0","0"
"107073038","01","0","0","0","0","0","0003000000"
"107073044","01","0048370000","0","0","0","0","0"
"107073045","01","0","0","0","0","0","0012000000"
"107073049","01","0","0","0","0","0","0008500000"
"107073050","01","0","0","0","0","0","0010000000"
"107074018","01","0037860000","0","00","0","0","0"
"107074019","02","0024450000","0","0","0","0","0"
"107074020","01","00","0","0","0014400000","0","0015000000"
"107074021","01","0026750000","0","0005000000","0","0","0"
"107074022","01","0025750000","0","0","0","0","0"
"107074023","01","0025750000","0","0","0","0","0"
"107074024","01","0016480000","0","0","00","0","0"
"107074025","01","0","0","0055000000","0","0","0"
"107074027","01","0018800000","0","0","0","0","0"
"107074028","01","0044900000","0","0","0","0","0"
"107074030","01","0","0","0024000000","0","0","0"
"107074032","01","0","0040000000","0","0","0","0"
"107074033","01","0025350000","0","0","0","0","0003000000"
"107074035","01","0025750000","0","0","0","0","0"
"107074035","02","0010300000","0","0","0","0","0"
"107074036","01","0026950000","0","0","0","0","0"
"107074037","01","0","0","0","0","0004500000","0"
"107074038","01","0027700000","0","0","0","0","0"
"107074039","01","0213120000","0","0","0","0","0"
"107074039","02","0216250000","0","0","0","0","0"
"107074040","01","0028150000","0","0","0","00","0"
"107074041","01","0025750000","0","0","0","0","0"
"107074042","01","0024950000","0","0","0","0","0"
"107074043","02","0043750000","0","0","0","0","0"
"107074044","01","0025750000","0","0","0","0","0"
"107074047","01","0032268000","0","0","0","0","0"
"107074048","01","0","0","0","0","0","0007000000"
"107074048","02","0","0","0","0001430000","0","0"
"107074051","01","0","0","0","0","0","0024000000"
"107074052","01","0025750000","0","0","0","0","0"
"107074052","02","0025750000","0","0","0","0","0"
"107074052","03","0","0","0","0","0002500000","0"
"107074053","01","0017870000","0","0","0","0","0018000000"
"107074054","01","0029590000","0","0","0","0","0"
"107074054","02","0025750000","0","0","0","0","0"
"107074056","01","0020720000","0","0","0","0","0"
"107074058","01","0","0","0","0","0","0012000000"
"107081066","01","0025560000","0","0","0","0","0"
"107081067","01","0077400000","0","0","0","0","0"
"107081068","01","0028050000","0","0","0","0","0"
"107083063","03","0","0","0","0003000000","0","0"
"107083063","04","0","0","0","0003000000","0","0"
"107083064","01","0","0","0","0003000000","0","0"
"107083065","01","0","0","0","0","0","0003000000"
"107084061","01","0026500000","0","0","0","0","0012000000"
"107084063","01","0","0","0","0","0","0024000000"
"107084064","01","0029100000","0009600000","0","0","0","0"
"107084065","01","0","0","0","0003000000","0","0007000000"
"107092068","01","0","0","0","0","0006000000","0"
"107093066","08","0","0","0","0004800000","0","0"
"107093068","01","0031750000","0","0","0","0","0"
"107094066","01","0","0","0","0003500000","0","0"
"107094067","01","0012850000","00","0","0","0","0"
"107094069","01","0031750000","0","0","0","0","0"
"107094070","01","0","0004800000","0","0","0","0"
"107101071","01","0023350000","0","0","0","0","0"
"107101073","01","0","0","0","0014400000","0"," "
"107101074","01","0197500000","0","0","0","0","0"
"107102075","01","0017000000","0","0","0","0","0"
"107103071","01","0045200000","0","0","0","0","0"
"107103072","01","0","0007200000","0000600000","0","0","0015000000"
"107104071","01","0","0","0","0000520000","0","0003000000"
"107104073","03","0","0","0","0003000000","0","0"
"107104073","04","0","0","0","0003000000","0","0"
"107111078","01","0","0","0","0003940000","0","0"
"107112078","01","0021980000","0","0","0","0","0"
"107114079","01","0","0025000000","0","0","00","0"
"107114080","01","0","0025000000","0","0","0","0"
"107121082","01","0016920000","0","0","0","0","0"
"107121083","01","0","0","0","0","0","0018000000"
"107121085","01","0026300000","0","0","0","0","0"
"107122084","01","0","0001140000","0","0","0","0"
"107122085","01","0","0007500000","0","0","0","0"
"107123081","03","0","0007000000","0","0","0","0"
"107123082","01","0022500000","0","0","0","0","0"
"107124081","01","0","0","0","0020400000","0","0000400000"
"107124082","01","0","0","0","0021460000","0","0"
"107124083","01","0","0021600000","0","0","0","0"
"107124084","01","0038550000","0","0","0","0","0"
"107131088","01","0015150000","0","0","0","0","0"
"107131089","04","00","0","0","0004100000","0","0"
"107143086","01","0","0","0","0","0","0000850000"
"107143087","01","0","0","0012000000","0","0","0"
"107143089","01","0","0","0","0002700000","0","0000500000"
"107143089","02","0","0","0","0002700000","0","0000500000"
"107143090","01","0","0","0","0002700000","0","0"
"107143090","02","0","0","0","0002700000","0","0"
"107151091","01","0","0","0","0002520000","0","0"
"107151091","02","0","00","0","0002520000","0","0"
"107151092","01","0","0","0","0008120000","0","0"
"107151093","01","0","0","0","0004600000","0","0001500000"
"107151095","01","0014950000","0","0","0","0","0"
"107172094","01","0","0007200000","0","0","0","0"
"107183092","01","0","0","0","0003800000","0","0"
"107183093","01","0","0","0","0004400000","0","0"
"107183094","01","0","0","0","0004400000","0","0"
"107204093","01","0","0","0","0005420000","0","0"
"108011001","05"," "," "," ","0002100000"," "," "
"108011003","01"," "," "," ","0002700000","0000500000"," "
"108012003","01"," ","0008400000"," "," "," "," "
"108012004","01"," "," "," "," "," ","0005000000"
"108012005","01"," "," "," "," ","0002500000"," "
"108013001","01","0024190000"," "," "," "," "," "
"108013001","02","0021430000"," "," "," "," "," "
"108013002","01","0016750000","0030800000"," "," "," "," "
"108013003","01"," "," "," "," "," ","0024000000"
"108013003","02"," "," "," "," "," ","0015600000"
"108013003","03"," "," "," "," "," ","0020000000"
"108013004","01","0026950000"," "," "," "," "," "
"108021007","01"," "," "," ","0015000000"," "," "
"108021008","01"," "," "," ","0018000000"," "," "
"108021009","01"," ","0006000000"," ","0024800000"," "," "
"108021010","01"," "," "," ","0021000000"," "," "
"108024001","01"," "," "," ","0004250000"," "," "
"108024002","02"," ","0005500000"," "," "," "," "
"108024003","01"," ","0007000000"," ","0004500000"," "," "
"108024004","01"," "," "," ","0003750000"," "," "
"108024004","02"," ","0001500000"," "," "," "," "
"108031014","01","0019150000"," "," "," "," "," "
"108032011","01"," "," "," ","0004750000"," "," "
"108032012","01"," "," "," ","0003750000"," "," "
"108032015","01","0017350000"," "," "," "," "," "
"108033007","01","0021790000"," "," "," "," "," "
"108033009","01","0074470000"," "," "," "," "," "
"108033011","01","0026950000"," "," "," "," "," "
"108033012","01","0050150000"," "," "," "," "," "
"108033013","07"," "," "," ","0003500000"," "," "
"108033015","01"," ","0004200000"," ","0013750000"," "," "
"108041016","02"," "," "," "," ","0000400000"," "
"108041025","01"," "," "," "," "," ","0003000000"
"108041026","01","0025000000"," "," "," "," "," "
"108041027","01","0028400000"," "," "," "," "," "
"108042016","01"," "," "," "," "," ","0003800000"
"108042017","02"," "," "," "," ","0000850000"," "
"108042018","02"," "," "," "," ","0001500000"," "
"108042021","01","0022750000","0006000000"," "," "," "," "
"108042025","01"," ","0024000000","0010000000"," "," "," "
"108043027","01","0019750000"," "," "," "," "," "
"108043027","02"," "," "," ","0002470000"," "," "
"108043029","01","0016150000"," "," "," "," "," "
"108043030","01","0020158000"," "," "," "," "," "
"108044011","01","0013200000"," ","0027000000"," "," "," "
"108044012","01","0017600000"," "," "," "," "," "
"108044016","01"," ","0050000000"," "," "," "," "
"108044019","01"," "," "," ","0002420000"," "," "
"108044020","01"," ","0064000000"," "," "," "," "
"108044021","01"," "," "," "," "," ","0016000000"
"108044021","02"," "," "," "," "," ","0014000000"
"108044022","01"," "," "," "," "," ","0015000000"
"108044023","01","0024000000"," "," "," "," "," "
"108044024","01","0022510000","0020000000"," "," "," "," "
"108051031","01"," ","0002750000"," "," "," "," "
"108051031","02"," ","0002750000"," "," "," "," "
"108051032","01"," ","0024000000"," "," "," "," "
"108051034","01","0024550000"," "," "," "," "," "
"108051035","01","0029900000"," "," "," "," "," "
"108052033","01"," ","0007200000"," "," "," "," "
"108052035","01","0019750000","0004200000","0030000000"," "," "," "
"108053031","01","0024000000"," "," "," "," "," "
"108053032","01"," "," "," "," "," ","0004400000"
"108053033","01","0016630000"," "," "," "," "," "
"108053034","01"," "," "," ","0002790000"," ","0003000000"
"108053035","01","0019270000"," "," "," "," "," "
"108054028","01","0029350000"," "," "," "," "," "
"108054030","01","0024550000","0003600000"," "," "," "," "
"108061036","01"," ","0012650000"," ","0002220000"," "," "
"108061038","01"," "," "," "," ","0003000000"," "
"108061039","01"," ","0002000000"," "," "," "," "
"108061043","06","0017561200"," "," "," "," "," "
"108061044","01"," "," "," ","0002650000"," "," "
"108061044","02"," "," "," ","0002400000"," "," "
"108061046","01"," ","0024400000"," "," "," "," "
"108061047","01"," ","0009375000"," "," "," "," "
"108061048","01"," ","0010000000"," "," "," ","0003000000"
"108061049","01"," ","0020000000"," "," "," "," "
"108062036","03"," "," "," ","0001860000"," "," "
"108062038","01","0032141944"," "," "," "," "," "
"108062039","01"," "," "," ","0002400000"," "," "
"108062040","01","0046153548"," "," "," "," "," "
"108062041","01"," ","0007500000","0004850000"," "," "," "
"108062042","01"," ","0001200000"," "," "," ","0013000000"
"108062046","01"," "," "," "," "," ","0006000000"
"108062050","01","0043750000","0120000000"," "," "," "," "
"108063037","01","0019570000"," "," "," "," "," "
"108063041","01"," "," "," "," "," ","0019000000"
"108063041","02"," "," "," "," "," ","0017000000"
"108063041","03"," "," "," "," "," ","0020000000"
"108063041","04"," "," "," "," "," ","0019700000"
"108063049","01"," "," "," "," "," ","0004000000"
"108064031","01","0029350000"," "," "," "," "," "
"108064032","01"," ","0036000000"," "," "," "," "
"108064032","05"," ","0150000000"," "," "," "," "
"108064036","02"," "," "," ","0003500000"," "," "
"108064041","01","0025700000"," "," "," "," "," "
"108064043","01"," "," ","0018000000"," "," "," "
"108064045","01"," ","0060000000"," "," "," "," "
"108071055","01"," "," "," "," "," ","0001200000"
"108074046","01"," ","0006500000"," "," "," "," "
"108081057","01"," "," "," ","0004200000"," "," "
"108081061","01","0016885048"," "," "," "," "," "
"108081063","01"," "," "," ","0005200000"," "," "
"108081064","01"," "," "," "," ","0001800000"," "
"108081066","01"," "," "," "," "," ","0002400000"
"108081070","01","0014470000"," "," "," "," "," "
"108081072","01"," "," "," ","0003750000"," "," "
"108081076","01","0023350000"," "," "," "," "," "
"108081079","01","0018550000"," "," "," "," "," "
"108081079","02","0016150000"," "," "," "," "," "
"108081080","01","0021000000","0016800000"," "," "," "," "
"108081082","09","0016900000"," "," "," "," "," "
"108081083","01"," "," "," "," "," ","0008800000"
"108081083","02"," "," "," "," "," ","0009800000"
"108081083","03"," "," "," "," "," ","0009300000"
"108081084","01","0052150000"," "," "," ","0008000000"," "
"108081086","01","0022150000"," "," "," "," "," "
"108081090","01"," ","0018000000"," "," "," "," "
"108081091","01","0022330000"," ","0012000000"," "," "," "
"108081092","01","0021405000","0003600000"," "," "," "," "
"108081094","01"," "," "," "," "," ","0002200000"
"108081098","01"," ","0035000000"," "," "," "," "
"108081101","01","0028150000"," "," "," "," "," "
"108081102","01"," "," "," ","0004300000"," "," "
"108081105","01","0022150000"," "," "," "," "," "
"108082057","01","0023292400"," "," "," "," "," "
"108082058","01","0028324000"," "," "," "," "," "
"108082059","01"," ","0006800000"," "," "," "," "
"108082060","01","0016965000"," "," "," "," "," "
"108082061","01","0025525000"," "," "," "," "," "
"108082062","02","0028720000"," "," "," "," "," "
"108082063","01","0025954000"," "," "," "," "," "
"108082064","01","0021000000"," "," "," "," "," "
"108082065","01","0021300000"," "," "," "," "," "
"108082067","01","0026500000"," "," "," "," "," "
"108082069","01"," "," "," ","0004750000"," "," "
"108082070","01","0025750000"," "," "," "," "," "
"108082071","01"," "," "," ","0005850000"," "," "
"108082072","01"," "," "," "," "," ","0000300000"
"108082072","02"," "," "," "," "," ","0000300000"
"108082076","01"," ","0012000000"," "," "," "," "
"108082077","01","0028570000"," "," "," "," "," "
"108082077","08"," "," "," ","0003500000"," "," "
"108082079","01","0035950000"," "," "," "," "," "
"108082083","01"," ","0001800000"," ","0003750000"," "," "
"108082085","01","0018250000"," "," "," "," "," "
"108082086","01"," ","0013500000"," "," "," "," "
"108082089","01"," "," "," "," "," ","0017000000"
"108082092","01"," "," "," "," ","0004500000","0003000000"
"108082094","01","0025150000"," "," "," "," "," "
"108082096","01","0019000000"," "," "," "," "," "
"108082097","01","0027150000"," "," "," "," "," "
"108082097","02","0025700000"," "," "," "," "," "
"108082098","01"," ","0030000000"," "," "," "," "
"108082099","01","0023950000","0030960000"," "," "," "," "
"108082100","01","0023950000","0009000000"," "," "," "," "
"108083053","01"," "," "," ","0004750000"," "," "
"108083054","01"," ","0002000000"," ","0003200000"," "," "
"108083055","01","0022804000"," "," "," "," "," "
"108083057","01"," "," "," "," "," ","0006000000"
"108083059","01","0019150000"," "," "," "," "," "
"108083063","01"," ","0015000000"," "," "," "," "
"108083064","01"," ","0007200000"," "," "," ","0006000000"
"108083064","02"," "," "," ","0000960000"," "," "
"108083067","02"," "," "," "," "," ","0001500000"
"108083068","01","0028324000"," "," "," "," "," "
"108083070","01","0016675000","0006000000"," "," "," "," "
"108083073","01"," "," ","0006800000"," "," "," "
"108083074","01","0031039200"," "," "," "," "," "
"108083077","01","0031246000","0008400000"," "," "," "," "
"108083079","01","0017650000"," "," "," "," "," "
"108083081","01"," "," "," ","0004250000"," "," "
"108083084","01","0019894120"," "," "," "," "," "
"108083087","01"," "," "," ","0002470000"," "," "
"108083090","01","0022630000"," "," "," "," "," "
"108083092","01"," ","0005800000"," "," "," "," "
"108083094","01","0026174400"," "," "," "," "," "
"108083095","01","0030170000"," "," "," "," "," "
"108084051","01","0009000000"," "," "," "," "," "
"108084052","01"," "," "," ","0005250000"," "," "
"108084053","01"," "," "," ","0005250000"," ","0002500000"
"108084054","01"," "," "," ","0004250000"," ","0002000000"
"108084056","02","0025750000"," "," "," "," "," "
"108084058","01"," ","0007200000"," "," "," "," "
"108084060","01","0019294000"," "," "," "," "," "
"108084060","04","0017861200"," "," "," "," "," "
"108084066","07"," "," "," ","0001200000"," "," "
"108084068","01"," "," "," ","0014400000"," "," "
"108084072","01","0021570000"," "," "," "," "," "
"108084073","01","0023350000"," "," "," "," "," "
"108084076","01","0020000000"," "," "," "," "," "
"108084078","01"," ","0031200000"," "," "," "," "
"108084079","01","0020620800"," "," "," "," "," "
"108084080","01","0048430000"," "," "," "," "," "
"108084081","01","0019630000"," "," "," "," "," "
"108084084","01","0034364400"," "," "," "," "," "
"108084087","01","0003600000"," "," "," "," "," "
"108084093","01"," "," "," ","0004700000"," ","0003600000"
"108084094","01","0023734000","0003600000"," "," "," "," "
"108084095","01","0020110000"," "," "," "," "," "
"108084096","01","0054710000"," "," "," "," "," "
"108084097","01"," ","0030000000"," "," "," "," "
"108084098","02"," ","0008000000"," "," "," "," "
"108084099","01"," "," "," ","0002760000"," "," "
"108084100","01","0031150000"," "," "," "," "," "
"108091106","01"," "," "," ","0004360000"," "," "
"108091107","01"," ","0009000000"," ","0002700000"," "," "
"108091109","01"," "," "," ","0007000000"," "," "
"108092101","01"," "," "," ","0005100000"," "," "
"108092103","01","0004000000","0005500000"," "," "," "," "
"108093101","01"," "," "," ","0002290000"," ","0001000000"
"108093103","01"," "," "," ","0003600000"," "," "
"108094102","01"," ","0003600000"," "," "," "," "
"108094103","01","0024932400"," "," "," "," "," "
"108094105","01"," "," "," ","0004750000"," "," "
"108102107","01"," "," "," "," "," ","0012000000"
"108102110","01"," "," "," ","0005800000"," "," "
"108104106","02"," "," "," "," ","0004500000"," "
"108104106","03"," "," "," "," ","0004500000"," "
"108111113","01","0029166936"," "," "," "," "," "
"108112114","01"," ","0014000000"," "," "," "," "
"108112115","01","0014750000"," "," "," "," "," "
"109041001","02","0","0","0","0","0000200000","0"
"109041003","01","0","0","0","0003740000","0","0"
"109041004","01","0","0","0","0002315000","0","0"
"109041005","02","0","0","0","0","0000100000","0"
"109051007","01","0016400000","0","0","0","0003000000","0"
"109051007","04","0","0","0","0","0001000000","0"
"109051008","01","0","0","0","0000600000","0","0"
"109051009","01","0031418724","0","0","0","0","0"
"109051009","02","0","0003000000","0","0","0","0"
"109052001","01","0","0","0","0","0","0005000000"
"109052002","01","0","0","0","0002885600","0","0"
"109052002","02","0","0","0","0","0000070000","0"
"109052003","02","0","0","0","0","0000400000","0"
"109052004","01","0","0002600000","00","0","0","0002400000"
"109052005","01","0","0","0","0003760000","0","0"
"109054002","02","0","0","0","0","0003000000","0"
"109054003","01","0029812600"," "," "," "," "," "
"109054004","01"," ","0011400000"," "," "," "," "
"109054005","01","0","0","0","0","0","0001700000"
"109063007","01","0","0003600000","0","0","0","0"
"109063010","01","0030300000","0","0","0","0","0"
"109064006","01","0018176000","0","0","0","0"," "
"109064009","01","0021718000","0005400000","0","0","0","0"
"109071011","01","0","0","0","0000925000","0","0"
"109071014","01","0","0","0","0004620000","0","0"
"109072012","01","0001500000","0","0","0","0","0"
"109072013","01","0055000000","0","0","0","0","0"
"109072014","01","0062500000","0","0","0","0","0"
"109081017","01","0","0","0","0","0","0001800000"
"109081020","01","0","0","0","0","0","0001800000"
"109081024","01","0","0","0","0006500000","0","0"
"109082020","01","0021000000"," "," "," "," "," "
"109083013","01","0","0005000000","0","0","0","0"
"109083017","01","0028000000","0","0","0","0","0"
"109083019","01","0","0018000000","0","0","0","0"
"109083020","01","0","0060000000","0","0","0","0"
"109084011","01","0017100000","0005400000","0","0","0","0"
"109084013","01","0","0012400000","0","0","0","0"
"109084014","01","0","0004800000","0","0","0","0"
"109084015","01","0","0","0","0","0","0001800000"
"109084017","01","0","0"," ","0049750000","0","0"
"109084018","02","0","0","0","0003600000","0","0"
"109084019","01","0","0","0","0003600000","0000500000","0001600000"
"109084020","01","0019750000","0","0","0","0","0"
"109112021","01","0016500000","0","0","0","0","0"
"109112024","01","0017150000","0","0","0","0","0"
"109112025","01","0","0","0","0003000000","0","0"
"109112025","04","0","0","0","0001675000","0","0"
"109131030","01","0","0002760000","0","0","0","0"
"109133021","01","0","0","0","0002100000","0","0"
"109133025","01","0","0009600000","0","0","0","0"
"109134023","01","0012120000","0","0","0","0","0"
"109142026","02","0","0","0","0","0002000000","0"
"109143027","01","0","0","0","0024000000","0","0"
"109143028","01","0","0003000000","0","0","0","0"
"109143030","01","0","0011000000","0","0","0","0"
"109144026","01"," "," "," ","0038500000"," ","0006500000"
"109151033","01","0","0008000000","0","0","0","0"
"109151034","01","0","0","0","0006000000","0","0"
"109151034","03","0","0","0","0000600000","0","0"
"109152034","01","0017400000"," "," "," "," "," "
"109161036","01","0033860000","0045000000","0","0","0","0"
"109161038","02","0","0","0","0","0","0004500000"
"109161039","01","0038470000","0028400000","0","0","0","0"
"109161040","01","0012500000"," "," "," "," "," "
"109161041","01","0","0015000000","0","0","0","0"
"109161042","01","0048572250","0040000000","0","0","0","0"
"109161043","01","0055000000","0","0","0","0","0"
"109161044","01","0","0043200000","0","0","0","0"
"109161044","02","0034400000","0","0","0","0","0"
"109161048","01","0024300000","0006500000","0","0","0","0"
"109161048","03","0","0","0","0","0003000000","0"
"109161049","01","0025750000","0007000000","0","0","0","0"
"109161051","02","0","0","0","0","0000450000","0"
"109161052","01","0029644300","0","0","0","0","0"
"109161053","01","0","0","0","0","0","0003000000"
"109161053","02","0","0","0","0","0000500000","0"
"109161055","02","0","0","0","0","0000050000","0"
"109161059","01","0","0010200000","0","0","0","0"
"109161066","01","0","0026500000","0","0","0","0"
"109161067","01","0","0003960000","0","0","0","0"
"109161067","02","0","0","0","0","0000500000","0"
"109161068","02","0","0","0","0000600000","0","0"
"109161071","01","0","0005520000","0","0","0","0000650000"
"109161071","02","0","0","0","0","0000150000","0"
"109161072","01","0","0007200000","0","0","0","0"
"109161072","03","0","0003780000","0","0","0","0"
"109161074","01","0","0","0","0004800000","0007200000","0"
"109161077","02","0","0","0","0","0000400000","0"
"109161079","02","0","0","0","0","0","0002000000"
"109161082","01","0","0","0","0005300000","0","0"
"109161082","03","0","0","0","0","0003000000","0"
"109161084","01","0","0001800000","0","0001500000","0","0"
"109161089","01","0017100000","0","0","0","0","0"
"109161091","01","0","0","0","0","0","0002800000"
"109161092","01","0018110000","0","0003000000","0","0","0"
"109161093","01","0025810000","0","0","0","0","0"
"109161095","01","0016410000","0","0","0","0","0"
"109161099","01","0","0","0","0","0008400000","0"
"109161101","01","0","0014400000","0","0","0","0"
"109161102","01","0","0014160000","0","0","0","0"
"109161105","01","0023100000","0","0","0","0","0"
"109161105","02","0025820000","0","0","0","0","0"
"109161106","01","0032770000","0013200000","0","0","0","0"
"109161107","01","0","0","0","0","0001150000","0"
"109161113","01","0","0","0","0","0001300000","0"
"109161114","01","0","0","0","0002400000","0","0002000000"
"109161114","04","0","0","0","0","0","0004200000"
"109161118","01","0","0030000000","0","0","0030000000","0"
"109161119","01","0","0013000000","0","0","0","0"
"109161120","01","0028000000","0","0","0","0","0"
"109162036","01","0","0120000000","0","0","0","0120000000"
"109162038","01","0","0","0005000000","0","0","0"
"109162039","01","0030000000","0","0","0","0","0"
"109162039","03","0","0","0","0000500000","0","0"
"109162041","01","0","0","0025000000","0","0","0"
"109162041","02","0","0","0","0","0001500000","0"
"109162048","01"," "," "," "," "," ","0008500000"
"109162050","01"," "," "," "," "," ","0002000000"
"109162056","02","0","0","0","0","0000150000","0"
"109162057","01","0","0006000000","0","0006800000","0008400000","0"
"109162058","01","0","0","0","0","0002500000","0"
"109162060","01","0","0","0007600000","0","0","0"
"109162063","01"," ","0015000000"," "," "," "," "
"109162064","01"," ","0004200000"," "," "," "," "
"109162068","01","0","0","0","0001500000","0","0"
"109162070","01","0","0","0","0","0000300000","0"
"109162071","02","0","0","0","0","0000250000","0"
"109162072","01","0","0","0","0002340000","0000300000","0"
"109162073","03","0","0","0","0","0000200000","0"
"109162073","04","0","0","0","0","0000200000","0"
"109162078","01","0","0","0","0012000000","0006000000","0"
"109162079","02","0","0","0","0","0000005600","0"
"109162080","01","0","0009000000","0","0","0010000000","0"
"109162081","01","0016475000","0","0","0","0","0"
"109162082","01","0","0","0","0","0","0001800000"
"109162084","02","0","0","0","0","0000250000","0"
"109162085","01","0","0","0","0002480000","0","0"
"109162086","01","0022700000","0","0","0","0","0"
"109162087","01","0021480000","0007200000","0","0","0","0"
"109162088","01","0","0013800000","0","0","0","0"
"109162089","01","0021700000","0","0","0","0","0"
"109162090","01","0019780000","0","0","0","0","0"
"109162091","01"," ","0060000000"," "," "," "," "
"109162095","01","0","0","0","0","0040000000","0"
"109162104","01","0","0010800000","0","0","0","0"
"109162110","01","0027910000","0","0","0","0","0"
"109162111","01","0011400000","0034000000","0","0","0","0"
"109162112","01","0026430000","0","0","0","0","0"
"109162113","01","0018460000","0012500000","0","0","0","0"
"109162115","01","0","0027500000","0","0","0","0"
"109162116","01","0","0010800000","0","0","0","0"
"109162118","01","0","0030820000","0","0","0","0"
"109163031","01","0","0","0","0","0006000000","0"
"109163032","01","0","0004800000","0","0","0","0"
"109163036","01","0052000000","0","0","0","0050000000","0"
"109163036","02","0","0","0","0","0006000000","0"
"109163037","01","0","0","0","0005000000","0","0"
"109163038","01","0041500000","0","0","0","0","0"
"109163040","01","0021000000","0","0","0","0","0"
"109163046","01","0026460000","0","0","0","0","0"
"109163047","01","0","0026800000","0","0","0","0"
"109163047","02","0","0","0","0","0002500000","0"
"109163048","01","0014300000","0","0","0","0","0007800000"
"109163049","01","0","0","0","0","0","0006000000"
"109163050","01","0021480000","0","0","0","0","0"
"109163051","01","0","0022800000","0","0","0","0"
"109163052","01","0","0","0","0","0","0002000000"
"109163052","02","0","0","0","0","0","0006000000"
"109163054","01","0","0007400000","0","0","0","0"
"109163056","02","0","0","0","0","0000500000","0"
"109163057","01","0","0011400000","0","0","0","0"
"109163059","01","0","0009000000","0","0","0","0001200000"
"109163060","01","0","0012800000","0","0","0","0000600000"
"109163061","01","0","0002880000","0","0","0","0"
"109163063","01","0","0003600000","0","0003000000","0","0"
"109163065","01","0","0","0","0","0","0002000000"
"109163066","01","0019845000","0","0","0008900000","0","0"
"109163067","01","0","0","0","0","0005000000","0"
"109163068","01","0021812500","0","0","0","0","0"
"109163074","01","0","0","0","0","0007500000","0"
"109163074","02","0","0","0","0","0000070000","0"
"109163074","03","0","0","0","0","0000030000","0"
"109163077","01","0","0","0","0","0","0004000000"
"109163078","01","0021470000","0006000000","0","0","0","0"
"109163079","01","0024760000","0","0","0","0","0"
"109163083","02","0","0","0","0","0000200000","0"
"109163084","02","0","0","0","0","0000450000","0"
"109163085","02","0","0","0","0","0000150000","0"
"109163086","01","0","0","0","0","0004800000"," "
"109163092","01","0","0","0","0","0","0020000000"
"109163092","02","0","0","0","0","0","0020000000"
"109163092","03","0","0","0","0","0","0020000000"
"109163093","01","0021600000","0030000000","0","0","0","0"
"109163094","01","0018900000","0001200000","0","0","0","0"
"109163095","01","0","0","0","0","0","0012000000"
"109163096","01","0014400000","0","0","0","0","0"
"109163097","01","0003900000","0","0","0","0","0003000000"
"109163100","01","0","0","0","0","0004500000","0"
"109163104","01","0026000000","0","0","0","0","0"
"109163104","02","0","0","0","0","0","0000720000"
"109163106","01","0","0022120000","0","0","0","0"
"109163107","02","0015000000","0","0","0","0","0"
"109163110","01","0","0010800000","0","0","0","0002500000"
"109163111","01","0027300000","0","0","0","0","0"
"109163112","01","0","0018000000","0","0","0","0"
"109163115","01","0029350000","0","0","0","0","0"
"109163116","01","0","0","0","0","0006500000","0"
"109163119","02","0","0","0","0002680000","0","0"
"109163120","01","0","0","0","0002760000","0","0"
"109164032","01","0026000000","0","0","0","0","0"
"109164037","02","0025750000","0","0","0","0","0"
"109164040","01","0","0021600000","0","00","0","0"
"109164041","01","0","0","0","0003600000","0","0"
"109164042","01","0","0013920000","0","0","0","0"
"109164044","01","0","0","0","0003600000","0","0"
"109164045","01","0028833324","0","0","0021393120","0","0"
"109164047","01","0056301036","0","0024000000","0","0","0"
"109164048","01","0","0","0072000000","0","0","0"
"109164049","01","0028812000","0","0","0","0015000000","0"
"109164051","01","0","0","0","0","0","0010800000"
"109164053","01","0017964000","0","0","0","0","0"
"109164056","01"," ","0008000000"," "," "," ","0004000000"
"109164057","01","0033200000","0014000000"," "," "," "," "
"109164059","01"," ","0009000000"," "," "," "," "
"109164061","02","0","0","0"," ","0000450000","0"
"109164061","04","0","0","0","0","0000250000","0"
"109164062","01","0","0009000000","0","0","0","0"
"109164065","02","0","0009000000","0","0","0","0000800000"
"109164067","01","0022815000","0","0","0","0","0"
"109164068","01","0022814600","0","0","0","0","0"
"109164071","01","0","0009600000","0","0","0","0"
"109164073","01","0","0","0","0","0","0020000000"
"109164073","02","0","0","0","0","0000150000","0"
"109164074","01","0","0","0","0","0","0002500000"
"109164076","01","0026800000","0","0","0","0","0"
"109164078","01","0","0016800000","0","0","0","0"
"109164080","01","0","0","0","0","0","0004000000"
"109164081","01","0","0","0","0","0015000000","0"
"109164083","01","0019800000","0","0","0","0"," "
"109164084","01","0019500000","0","0","0","0","0"
"109164085","01","0","0","0","0","0","0010000000"
"109164087","01","0","0","0","0","0001300000","0"
"109164099","01","0","0025000000","0","0","0","0"
"109164100","01","0","0","0","0003800000","0","0"
"109164103","01","0061750000"," "," "," "," "," "
"109164104","01"," ","0012000000"," "," "," "," "
"109164105","01"," ","0012000000"," "," ","0001500000"," "
"109164106","01","0","0","0012000000","0","0","0002000000"
"109164107","01","0","0038500000","0","0","0","0"
"109164108","01","0","0023000000","0","0","0","0"
"109164109","01","0","0007800000","0","0","0","0"
"109164110","01","0023950000","0","0","0","0","0"
"109164111","01","0035448768","0","0","0","0","0"
"109164111","02","0","0","0","0","0018000000","0"
"109164114","01","0020580000","0","0","0","0","0"
"109164115","01","0042169400","0","0","0","0","0"
"109171121","01","0","0","0","0","0008400000","0"
"109171122","01","0012000000","0","00","0","0","0"
"109171122","05","0019200000","0","0","0","0","0"
