ADDRESS,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"000011001","01","1","9211","0140","3","9","5","0001560000","0012480000","0001560000","0012480000"," "," ","1560000","12480000"
"000011001","01","2","9314","4521","3"," "," ","0","0006500000"," ","0006500000"," "," ","0","6500000"
"000011002","01","2","9314","4521","3"," "," ","0","0005000000"," ","0005000000"," "," ","0","5000000"
"000011003","04","1","9211","0140","3","8","3","0001300000","0004500000","0001300000","0004500000"," "," ","1300000","4500000"
"000011004","01","1","9211","0140","3","7","5","0001250000","0012000000","0001250000","0012000000"," "," ","1250000","12000000"
"000011006","01","1","9141","9306","3","8","7","0001000000","0012000000","0001000000","0012000000"," "," ","1000000","12000000"
"000011007","04","2","9211","0140","3"," "," ","0","0005000000"," ","0005000000"," "," ","0","5000000"
"000011008","01","1","7126","4521","3","10","6","0002780000","0035960000","0002650267","0031803204"," ","0002600000","2650267","34403204"
"000011011","03","1","9314","4521","3","8","5","0001870000","0018000000","0001870000","0018000000"," "," ","1870000","18000000"
"000011011","05","1","9314","4521","3","8","5","0001870000","0018000000","0001870000","0018000000"," "," ","1870000","18000000"
"000011014","06","1","9314","4521","3","8","5","0000960000","0015300000","0000960000","0015300000"," "," ","960000","15300000"
"000011014","07","1","9314","4521","3","8","5","0001150000","0016512000","0001150000","0016512000"," "," ","1150000","16512000"
"000011017","01","2","9211","0140","3"," "," ","0","0004000000"," ","0004000000"," "," ","0","4000000"
"000011020","01","1","6111","0111","3","6","7","0","0006500000"," ","0006500000"," "," ","0","6500000"
"000011020","01","2","9314","4521","3"," "," ","0","0007800000"," ","0007800000"," "," ","0","7800000"
"000011021","01","1","9211","0140","3","8","7","0002000000","0024000000","0002000000","0024000000"," "," ","2000000","24000000"
"000011023","01","1","7133","4540","3","8","7","0004500000","0027000000","0004500000","0027000000"," "," ","4500000","27000000"
"000011024","03","1","6113","7498","3","8","6","0002085400","0028524800","0001988082","0023856984"," ","0003500000","1988082","27356984"
"000011029","01","1","9211","0140","3","9","5","0001650000","0013500000","0001650000","0013500000"," "," ","1650000","13500000"
"000011030","01","1","9333","5299","3","5","3","0001400000","0005800000","0001400000","0005800000"," "," ","1400000","5800000"
"000011032","01","1","7126","4521","3","12","6","0003500000","0020000000","0003500000","0020000000"," "," ","3500000","20000000"
"000011032","03","1","9314","4521","3","12","6","0001600000","0005000000","0001600000","0005000000"," "," ","1600000","5000000"
"000011033","05","1","9314","4521","3","8","5","0001875000","0011250000","0001875000","0011250000"," "," ","1875000","11250000"
"000011036","01","1","8163","4100","3","12","4","0001250000","0011250000","0001250000","0011250000"," "," ","1250000","11250000"
"000011036","02","1","8163","4100","3","12","3","0001100000","0009900000","0001100000","0009900000"," "," ","1100000","9900000"
"000011037","03","1","8331","0140","3","11","5","0000750000","0006000000","0000750000","0006000000"," "," ","750000","6000000"
"000011039","03","1","4190","7511","1","8","6","0003450000","0043800000","0003289000","0039468000"," ","0002400000","3289000","41868000"
"000011039","04","2","4134","2424","3"," "," ","0","0000900000","0","0000900000"," "," ","0","900000"
"000011040","01","1","9152","7498","3","18","4","0001800000","0023100000","0001716000","0020592000"," ","0001500000","1716000","22092000"
"000011041","01","2","9211","0113","3"," "," ","0","0002000000"," ","0002000000"," "," ","0","2000000"
"000011041","01","2","9211","0124","3"," "," ","0","0003500000"," ","0003500000"," "," ","0","3500000"
"000011048","01","1","5122","5526","3","10","5","0002850000","0038000000","0002717000","0032604000"," ","0003800000","2717000","36404000"
"000011049","01","1","5122","5526","3","10","5","0002780000","0036560000","0002650267","0031803204"," ","0003200000","2650267","35003204"
"000011050","01","2","9211","0140","3"," "," ","0","0002000000"," ","0002000000"," "," ","0","2000000"
"000011050","01","2","9314","4521","3"," "," ","0","0002300000"," ","0002300000"," "," ","0","2300000"
"000011057","01","2","9211","0140","3"," "," ","0","0002600000"," ","0002600000"," "," ","0","2600000"
"000011062","01","2","9211","0140","3"," "," ","0","0006000000"," ","0006000000"," "," ","0","6000000"
"000011064","01","1","9314","4521","3","8","2","0000520000","0007085000","0000520000","0007085000"," "," ","520000","7085000"
"000011066","03","1","9314","4521","3","8","3","0","0006000000","0","0006000000"," "," ","0","6000000"
"000011066","10","1","7501","1724","3","4","7","0","0000650000","0","0000650000"," "," ","0","650000"
"000011066","11","1","7501","1724","3","4","7","0","0000650000","0","0000650000"," "," ","0","650000"
