ADDRESS,COL01,COL02,COL03,COL04,COL05,COL06,COL07,COL08,COL09,COL10,COL11,COL12,COL13
"000011005","02","1","9314","4521","3",0.0000000000000000e+00,1.7000000000000000e+06,0.0000000000000000e+00,1.7000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7000000000000000e+06
"000011006","01","2","8322","6021","3",0.0000000000000000e+00,2.5000000000000000e+06,0.0000000000000000e+00,2.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5000000000000000e+06
"000011007","04","1","9211","0130","3",4.5000000000000000e+05,4.5000000000000000e+05,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05
"000011014","01","1","9112","5259","3",7.5000000000000000e+05,2.2500000000000000e+06,7.5000000000000000e+05,2.2500000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.5000000000000000e+05,2.2500000000000000e+06
"000011014","01","2","9314","4521","3",0.0000000000000000e+00,5.6000000000000000e+06,0.0000000000000000e+00,5.6000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.6000000000000000e+06
"000011018","03","1","7212","4521","3",6.5000000000000000e+05,7.8000000000000000e+06,6.5000000000000000e+05,7.8000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,6.5000000000000000e+05,7.8000000000000000e+06
"000011019","04","1","5122","4522","3",7.5000000000000000e+05,1.5000000000000000e+06,7.5000000000000000e+05,1.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.5000000000000000e+05,1.5000000000000000e+06
"000011020","01","2","9314","4521","3",0.0000000000000000e+00,1.5000000000000000e+06,0.0000000000000000e+00,1.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+06
"000011025","01","1","9314","4521","3",6.0000000000000000e+05,7.2000000000000000e+06,6.0000000000000000e+05,7.2000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000000e+05,7.2000000000000000e+06
"000011026","02","1","9314","4521","3",9.0000000000000000e+05,8.1000000000000000e+06,9.0000000000000000e+05,8.1000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,9.0000000000000000e+05,8.1000000000000000e+06
