ADDRESS,COL01,COL02,COL03,COL04,COL05,COL06,COL07,COL08,COL09,COL10,COL11,COL12,COL13
"100011003","01","1","2429","7511","1",1.5899540000000000e+06,2.1779448000000000e+07,1.5036650000000000e+06,1.8043980000000000e+07,0.0000000000000000e+00,2.7000000000000000e+06,1.5036650000000000e+06,2.0743980000000000e+07
"100011003","02","1","2331","8010","1",1.2732380000000000e+06,1.6178856000000000e+07,1.1611260000000000e+06,1.3933512000000000e+07,0.0000000000000000e+00,9.0000000000000000e+05,1.1611260000000000e+06,1.4833512000000000e+07
"100011006","01","1","8125","2722","1",4.5056840000000000e+06,4.7751352000000000e+07,3.4057870000000000e+06,3.1373580000000000e+07,0.0000000000000000e+00,9.6800000000000000e+06,3.4057870000000000e+06,4.1053580000000000e+07
"100011007","01","1","9152","8031","3",9.0168000000000000e+05,1.0721660000000000e+07,8.5116200000000000e+05,8.9080940000000000e+06,0.0000000000000000e+00,1.2500000000000000e+06,8.5116200000000000e+05,1.0158094000000000e+07
"100011008","01","1","7133","4521","3",3.0000000000000000e+06,2.0000000000000000e+07,3.0000000000000000e+06,2.0000000000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000000000000e+06,2.0000000000000000e+07
"100011008","03","1","5220","5219","3",5.0000000000000000e+05,4.0000000000000000e+06,5.0000000000000000e+05,4.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000000e+05,4.0000000000000000e+06
"100011008","05","1","7422","3610","3",1.2000000000000000e+05,1.4400000000000000e+06,1.2000000000000000e+05,1.4400000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+05,1.4400000000000000e+06
"100011009","01","1","5122","8511","1",1.6173600000000000e+06,2.2008320000000000e+07,1.4803820000000000e+06,1.7764584000000000e+07,0.0000000000000000e+00,2.5000000000000000e+06,1.4803820000000000e+06,2.0264584000000000e+07
"100011012","01","1","5162","7523","1",3.0000000000000000e+05,1.2000000000000000e+06,3.0000000000000000e+05,1.2000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000000000000e+05,1.2000000000000000e+06
"100011012","02","1","3435","2411","1",1.0505220000000000e+06,1.5206264000000000e+07,1.0168410000000000e+06,1.2202092000000000e+07,0.0000000000000000e+00,2.5000000000000000e+06,1.0168410000000000e+06,1.4702092000000000e+07
"100011016","01","2","7222","2812","3",0.0000000000000000e+00,4.5000000000000000e+06,0.0000000000000000e+00,4.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5000000000000000e+06
"100011017","01","1","8323","6021","1",2.1379220000000000e+06,2.9005064000000000e+07,2.0017660000000000e+06,2.4021192000000000e+07,0.0000000000000000e+00,3.2500000000000000e+06,2.0017660000000000e+06,2.7271192000000000e+07
"100011019","03","2","9314","4521","3",0.0000000000000000e+00,1.8000000000000000e+06,0.0000000000000000e+00,1.8000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8000000000000000e+06
"100011023","01","1","9314","4521","3",4.5000000000000000e+05,9.5000000000000000e+06,4.5000000000000000e+05,9.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.5000000000000000e+05,9.5000000000000000e+06
"100011025","01","1","7212","2812","1",1.5606500000000000e+06,2.3327800000000000e+07,1.4130430000000000e+06,1.5802586000000000e+07,0.0000000000000000e+00,3.9500000000000000e+06,1.4130430000000000e+06,1.9752586000000000e+07
"100011033","03","1","8324","6023","3",8.0000000000000000e+05,1.1000000000000000e+07,8.0000000000000000e+05,1.1000000000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,8.0000000000000000e+05,1.1000000000000000e+07
"100011034","01","1","4133","2411","3",9.0000000000000000e+05,1.1500000000000000e+07,8.6762400000000000e+05,9.3114880000000000e+06,0.0000000000000000e+00,1.7000000000000000e+06,8.6762400000000000e+05,1.1011488000000000e+07
"100011036","03","1","5220","5234","3",3.0000000000000000e+05,3.6000000000000000e+06,3.0000000000000000e+05,3.6000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000000000000e+05,3.6000000000000000e+06
