Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"20007018308","01",,,,"0002000000",,
"20012021716","01",,,,"0003400000","0006000000",
"20004014305","01","0","0","0","0004250000","0","0"
"20003013005","01",,,,"0000850000",,
"20001011416","01",,,,"0003400000",,
"20007018305","01",,,,"0004250000",,
"20007018305","02",,,,,"0002000000",
"20003013016","01",,,,"0001700000",,
"20003013013","01",,,,"0000850000",,"0024000000"
"20007018316","01","0012000000",,,"0001700000",,
"20007018301","01",,,,"0002550000",,
"20007018301","03",,,,,"0028000000",
"20013024112","01",,,,"0004250000",,
"20004014301","01",,,,"0007400000",,
"20007018312","01",,,,"0006000000",,"0020000000"
"20006015812","01","0067620000",,,"0001700000","0010000000",
"20006017013","01","0057020000",,,"0001700000",,
"20011020805","01",,,,"0001700000",,
"20009019513","01","0","0","0","0002550000","0","0"
"20001010508","01",,,,"0002550000",,
"20005015313","01",,,,"0000850000",,
"20005015312","01",,"0002000000",,"0000850000",,
"20001010812","01",,,,"0002400000",,
"20007017901","01",,,,"0002550000",,
"20009019112","01",,,,"0002550000",,
"20009019108","01",,,,"0004250000",,
"20006015512","01",,,,"0003400000",,
"20007017908","01",,,,"0003400000",,
"20004014705","01",,,,"0002550000",,
"20005015301","01",,,,"0004250000",,
"20006015501","01",,,,"0002550000",,
"20006016213","01",,,,"0004250000",,
"20007017912","01",,,,"0002550000",,
"20005015308","01",,,,"0006400000",,
"20010020316","01",,,,"0003400000",,
"20005015316","01",,,,"0001700000",,"0018000000"
"20006016216","01",,,,"0001700000",,
"20010020312","01",,,,"0004250000",,
"20007017913","01",,"0080000000",,"0002550000",,
"20006015513","01","0112020000",,,"0004250000",,
"20006016612","01",,,,"0004250000",,
"20010020308","01",,,,"0004250000",,
"20006015508","01",,,,"0003400000",,
"20007017916","01",,,,"0001700000",,
"20010020305","01",,,,"0005100000",,
"20003012616","01","0082020000",,,"0002550000",,
"20007017905","01",,,,"0004250000",,
"20006016605","01",,,,"0001700000",,"0002000000"
