Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"10922213608","01","1","7233","22200","3","9","6","0006500000","0099870000","0005700000","0070500000","0","0018700000","5700000","89200000"
"10922213612","01","1","9211","01440","3","8","5","0003200000","0038000000","0003200000","0038000000","0","0","3200000","38000000"
"10922213612","03","1","9211","01440","3","9","5","0003800000","0045000000","0003800000","0045000000","0","0","3800000","45000000"
"10916210013","02","1","2320","85210","1","6","3","0011300000","0122500000","0010300000","0108300000","0","0007100000","10300000","115400000"
"10916208401","02","1","7436","13990","3","9","6","0003000000","0041000000","0002500000","0034000000","0","0001500000","2500000","35500000"
"10916208401","03","1","5122","56210","3","8","6","0003000000","0049000000","0003000000","0049000000","0","0","3000000","49000000"
"10916208408","04","2","0112","84220","1",,,"0","0001280000","0","0001280000","0","0","0","1280000"
"10916208412","03","1","2332","85101","3","6","6","0001600000","0017000000","0001600000","0017000000","0","0","1600000","17000000"
"10916208413","01","1","3475","93120","3","8","6","0005000000","0072000000","0005000000","0072000000","0","0","5000000","72000000"
"10917212005","01","1","9211","01240","3","8","3","0003200000","0025000000","0003200000","0025000000","0","0","3200000","25000000"
"10917212012","01","1","9211","01240","3","8","4","0003800000","0025000000","0003800000","0025000000","0","0","3800000","25000000"
"10917212013","01","2","8322","49220","3",,,"0","0027000000","0","0027000000","0","0","0","27000000"
"10917212013","02","1","9132","85102","1","8","4","0004800000","0067000000","0004000000","0051000000","0","0008000000","4000000","59000000"
"10917212013","02","2","7414","10302","3",,,"0","0004000000","0","0004000000","0","0","0","4000000"
"10917212016","01","1","7501","13931","3","8","4","0002500000","0027000000","0002500000","0027000000","0","0","2500000","27000000"
"10917212016","01","1","9211","01240","3","8","2","0001200000","0015000000","0001200000","0015000000","0","0","1200000","15000000"
"10917212016","02","1","7501","13931","3","3","3","0000800000","0012000000","0000800000","0012000000","0","0","800000","12000000"
"10917212016","02","2","7414","10302","3",,,"0","0003000000","0","0003000000","0","0","0","3000000"
"10917212016","03","1","9211","01240","3","3","2","0001500000","0007000000","0001500000","0007000000","0","0","1500000","7000000"
"10928214016","01","1","1426","61000","3","9","5","0007800000","0099800000","0007120000","0077800000","0","0012000000","7120000","89800000"
"10928214016","02","1","2320","85210","1","6","4","0008940000","0119500000","0007750000","0083500000","0","0025000000","7750000","108500000"
"10937215212","01","1","5161","35200","3","8","5","0005350000","0072820000","0005000000","0060000000","0","0008000000","5000000","68000000"
"10937215208","04","1","7141","43300","3","9","4","0004250000","0034000000","0004250000","0034000000","0","0","4250000","34000000"
"10937215216","04","1","7137","43210","3","8","6","0003800000","0045000000","0003800000","0045000000","0","0","3800000","45000000"
"10937215205","01","1","7126","41000","3","8","5","0009000000","0075000000","0009000000","0075000000","0","0","9000000","75000000"
"10937215205","04","1","9314","41000","3","8","5","0004800000","0039500000","0004800000","0039500000","0","0","4800000","39500000"
"10908203605","03","1","8324","49230","3","8","4","0003000000","0038000000","0003000000","0038000000","0","0","3000000","38000000"
"10916206401","01","1","5220","47710","3","8","6","0004000000","0048000000","0004000000","0048000000","0","0","4000000","48000000"
"10916206401","03","1","5220","47710","3","8","6","0002000000","0024000000","0002000000","0024000000","0","0","2000000","24000000"
"10916206412","01","1","5220","47710","3","8","4","0005000000","0016000000","0005000000","0016000000","0","0","5000000","16000000"
"10916206412","01","2","7211","25990","3",,,"0","0028000000","0","0028000000","0","0","0","28000000"
"10916206412","03","1","5220","47730","3","8","6","0002000000","0025000000","0002000000","0025000000","0","0","2000000","25000000"
"10916206416","01","1","5220","47710","3","8","6","0006000000","0075000000","0006000000","0075000000","0","0","6000000","75000000"
"10916208812","03","1","2422","84230","1","6","6","0019500000","0227000000","0015745000","0179250000","0","0004200000","15745000","183450000"
"10916208812","04","1","3429","65200","3","5","6","0001500000","0030000000","0001500000","0030000000","0","0","1500000","30000000"
"10916208812","05","1","7231","45200","3","10","6","0004500000","0057000000","0004500000","0054000000","0","0003000000","4500000","57000000"
"10915204801","01","1","1100","84110","1","8","6","0010000000","0120000000","0008500000","0102000000","0","0003000000","8500000","105000000"
"10915204805","01","1","7132","43300","3","8","5","0003600000","0043200000","0003600000","0043200000","0","0","3600000","43200000"
"10915204808","01","1","2320","85210","1","7","5","0009600000","0115200000","0006600000","0079200000","0003000000","0035500000","9600000","114700000"
"10915204813","01","1","2331","85102","1","5","5","0013000000","0156000000","0008000000","0096000000","0001500000","0018000000","9500000","114000000"
"10915204816","01","1","9132","64191","3","8","6","0005500000","0066000000","0004500000","0054000000","0","0008000000","4500000","62000000"
"10916208016","01","1","9314","41000","3","8","3","0003000000","0036000000","0003000000","0036000000","0","0","3000000","36000000"
"10916208016","03","1","9314","41000","3","8","3","0003000000","0036000000","0003000000","0036000000","0","0","3000000","36000000"
"10930214416","01","1","9141","10500","3","10","6","0006000000","0072000000","0005000000","0060000000","0","0012000000","5000000","72000000"
"10930214401","01","1","9141","85210","1","8","6","0005120000","0061440000","0004500000","0054000000","0","0003180000","4500000","57180000"
"10916210012","01","1","9141","96092","3","12","7","0002000000","0019500000","0002000000","0018000000","0","0001500000","2000000","19500000"
"10915204812","01","1","4190","36000","1","8","6","0009000000","0108000000","0007000000","0084000000","0002000000","0024000000","9000000","108000000"
"10915204812","02","1","2331","85102","1","4","6","0009000000","0108000000","0007000000","0084000000","0","0003000000","7000000","87000000"
"10930214405","01","1","2331","85102","1","6","6","0010160000","0121920000","0008000000","0096000000","0002000000","0003000000","10000000","99000000"
"10922213601","01","1","9211","01440","3","8","5","0004200000","0058000000","0004200000","0058000000","0","0","4200000","58000000"
"10916205213","01","1","2142","41000","3","7","6","0017000000","0204000000","0016000000","0019200000","0","0","16000000","19200000"
"10916209608","01","1","2142","52210","1","8","6","0012843000","0146629000","0010127000","0116481000","0001100000","0014200000","11227000","130681000"
"10916205208","01","1","7241","27200","3","8","6","0004500000","0054000000","0004500000","0054000000","0","0","4500000","54000000"
"10916205216","02","1","2212","86901","3","8","6","0006500000","0078000000","0005000000","0066000000","0","0","5000000","66000000"
"10917212412","01","1","3118","71100","3","8","3","0005000000","0012500000","0005000000","0012500000","0","0","5000000","12500000"
"10917212412","01","2","7212","25930","3",,,"0","0064000000","0","0057000000","0","0","0","57000000"
"10916207205","01","1","7436","13920","3","9","6","0007000000","0084000000","0007000000","0084000000","0","0","7000000","84000000"
"10916207212","01","1","7433","14100","3","10","6","0005000000","0075000000","0005000000","0075000000","0","0","5000000","75000000"
"10916207216","01","1","9160","84110","1","12","7","0007000000","0084000000","0005500000","0066000000","0","0004500000","5500000","70500000"
"10916206405","01","1","5220","47710","3","8","4","0002000000","0008000000","0002000000","0008000000","0","0","2000000","8000000"
"10916206405","04","1","5220","47710","3","8","6","0003500000","0042000000","0003500000","0042000000","0","0","3500000","42000000"
"10916206405","05","1","5220","47710","3","8","6","0003000000","0036000000","0003000000","0036000000","0","0","3000000","36000000"
"10914204412","02","1","8322","49230","3","9","5","0002000000","0025000000","0002000000","0025000000","0","0","2000000","25000000"
"10914204412","03","1","8324","49230","3","9","5","0008000000","0100000000","0008000000","0100000000","0","0","8000000","100000000"
"10914204412","04","1","8322","49230","3","9","5","0002000000","0025000000","0002000000","0025000000","0","0","2000000","25000000"
"10914204401","01","2","7325","23921","3",,,"0","0008500000","0","0008500000","0","0","0","8500000"
"10914204401","01","1","9320","10101","3","8","6","0003600000","0007200000","0003600000","0007200000","0","0","3600000","7200000"
"10914204401","03","2","9314","41000","3",,,"0","0015000000","0","0015000000","0","0","0","015000000"
"10914204401","03","1","9132","56100","3","7","6","0001500000","0003000000","0001500000","0003000000","0","0","1500000","3000000"
"10914204416","03","2","4222","86202","3",,,"0001100000","0012000000","0001100000","0012000000","0","0","1100000","12000000"
"10907203213","02","1","3449","37000","3","8","6","0006500000","0080000000","0005500000","0065000000","0","0005000000","5500000","70000000"
