Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"2000037070","01",,,,,,"0036000000"
"2000121315","01","0051500000",,,,,
"2000001159","01",,"0003000000",,,,
"2000001146","01",,,"0000700000",,,
"2000001156","01",,,,"0003600000",,
"2000001156","02",,,,"0003600000",,
"2000013228","01",,,,"0003600000",,
"2000025062","01","0063500000",,,,,
"2000025068","01","0099500000",,,,,
"2000025071","01",,,,"0004400000",,
"2000025075","01","0057500000",,,,,
"2000037062","01",,,,"0003600000",,
"2000037073","01",,,"0006000000",,,"0002000000"
"2000049067","01",,,,"0003600000",,
"2000049067","03",,,,"0003960000",,
"2000049071","01",,,,"0006600000",,"0002000000"
"2000049074","01",,"0240000000",,,,
"2000061011","03",,,,"0000500000",,
"2000085169","01",,,,"0000900000",,
"2000085174","01","0057500000",,,,,
"2000085180","01",,,,"0042000000",,
"2000097154","01",,,"0006720000",,,"0007200000"
"2000121316","01",,,,"0003000000",,"0001500000"
"2000157162","01",,"0001500000",,,,
"2000157163","01",,,,,,"0018000000"
"2000005066","01",,,,,,"0006000000"
"2000073332","01",,,,"0003850000",,
"2000161119","01",,,,,,"0035000000"
"2000161123","01",,,,"0004800000",,
"2000161126","01",,,,,,"0004200000"
"2000065111","01",,,,"0004200000",,
"2000065109","01",,,,"0005400000",,"0004000000"
"2000113254","01",,,,,,"0042000000"
"2000113248","02",,,,,,"0000300000"
"2000125056","01","0055700000",,,,,
"2000125061","01",,,,"0004800000",,
"2000053011","01","0021500000",,,"0004200000",,
"2000053015","01",,,,"0006300000",,
"2000053008","01",,,,"0007200000",,
"2000017009","01",,,"0003280000",,,"0006000000"
"2000017021","01",,,,"0005400000",,"0000300000"
"2000041009","01",,,,"0005400000",,
"2000053017","01",,,,"0013200000",,
"2000053019","01",,,,,,"0012000000"
"2000065113","01",,,,,,"0004000000"
"2000065118","01",,,,"0005400000",,
"2000065118","03",,,,,,"0006000000"
"2000065121","01",,,,"0006000000",,
"2000089059","03",,,,,"0015600000",
"2000113261","09",,,,"0005200000",,
"2000125060","01",,,,"0003600000",,
"2000137062","01",,,,"0005400000",,
"2000161116","01",,,,,,"0026000000"
"2000149068","01",,,,,,"0055000000"
"2000149060","01",,,,,,"0040000000"
"2000017015","01",,,,"0003840000",,
"2000041014","01","0033500000",,,,,
"2000093019","01","0002000000","0004800000",,,,
"2000005059","01",,,,"0007800000",,
"2000005059","03",,,,,"0002000000",
"2000029309","01",,,,"0005000000",,
