Address,Dycol01,Dycol03,Dycol04,Dycol05
"1000049213","001","5","12","0027300000"
"1000049203","001","3","12","0016380000"
"1000049206","001","1","12","0005460000"
"1000049209","001","3","4","0005460000"
"1000049209","001","4","8","0014560000"
"1000049215","001","4","12","0021840000"
"1000001188","001","4","12","0021840000"
"1000001181","001","3","12","0016380000"
"1000097175","001","3","12","0016380000"
"1000097168","001","5","12","0027300000"
"1000001177","001","6","12","0032760000"
"1000001184","001","2","12","0010920000"
"1000097171","001","4","12","0021840000"
"1000001180","001","2","12","0010920000"
"1000097174","001","3","12","0016380000"
"1000097178","001","4","12","0021840000"
"1000085164","001","4","12","0021840000"
"1000037057","001","3","7","0009555000"
"1000037057","001","4","5","0009100000"
"1000037059","001","4","12","0021840000"
"1000037062","001","6","12","0032760000"
"1000061290","001","3","12","0016380000"
"1000061292","001","4","12","0021840000"
"1000061295","001","3","12","0016380000"
"1000061300","001","4","12","0021840000"
"1000061301","001","6","12","0032760000"
"1000073111","001","3","12","0016380000"
"1000073119","001","3","12","0021840000"
"1000073123","001","3","12","0016380000"
"1000085162","001","3","12","0016380000"
"1000085168","001","2","12","0010920000"
"1000085171","001","4","12","0021840000"
"1000085174","001","2","12","0010920000"
"1000037068","001","2","12","0010920000"
"1000037064","001","2","12","0010920000"
"1000013178","001","3","12","0016380000"
"1000013183","001","4","12","0021840000"
"1000025207","001","4","12","0021840000"
"1000013173","001","5","12","0027300000"
"1000013175","001","5","12","0027300000"
"1000013186","001","4","12","0021840000"
"1000025204","001","5","12","0027300000"
"1000025209","001","2","12","0010920000"
"1000025211","001","3","12","0016380000"
"1000033120","001","4","12","0021840000"
"1000033125","001","7","12","0038220000"
"1000045174","001","4","12","0021840000"
"1000053057","001","5","12","0027300000"
"1000057019","001","2","12","0010920000"
"1000073116","001","4","12","0021840000"
"1000073120","001","1","10","0004550000"
"1000073120","001","3","12","0016380000"
"1000109155","001","2","12","0010920000"
"1000109157","001","6","12","0032760000"
"1000109162","001","2","12","0010920000"
"1000109163","001","2","12","0010920000"
"1000109168","001","3","12","0016380000"
"1000045167","001","6","12","0032760000"
"1000025200","001","4","12","0021840000"
"1000029110","001","4","12","0021840000"
"1000077130","001","5","12","0027300000"
"1000077119","001","3","12","0016380000"
"1000005101","001","2","12","0010920000"
"1000005112","001","3","12","0016380000"
"1000005115","001","4","12","0021840000"
"1000029104","001","4","12","0021840000"
"1000029107","001","5","12","0027300000"
"1000077128","001","5","12","0027300000"
"1000005109","001","4","12","0021840000"
"1000077121","001","1","12","0005460000"
"1000077124","001","12","2","0010920000"
"1000041168","001","4","12","0021840000"
"1000041177","001","4","12","0021840000"
"1000041171","001","2","12","0010920000"
"1000041173","001","1","12","0005460000"
"1000029112","001","2","12","0010920000"
"1000089017","001","2","12","0010920000"
"1000065060","001","3","12","0016380000"
"1000065066","001","3","12","0016380000"
"1000065063","001","2","12","0010920000"
"1000065056","001","1","12","0005460000"
"1000065053","001","4","12","0021840000"
"1000101162","001","4","12","0021840000"
"1000101170","001","4","12","0021840000"
"1000005105","001","3","12","0016380000"
"1000041165","001","6","12","0032760000"
"1000101167","001","5","12","0027300000"
"1000101174","001","3","12","0016380000"
"1000101174","004","1","6","0002730000"
"1000017116","001","4","12","0021840000"
"1000017111","001","3","12","0016380000"
"1000113074","001","3","12","0016380000"
"1000113070","001","5","12","0027300000"
"1000089012","001","3","12","0016380000"
"1000089009","001","1","12","0005460000"
"1000053059","001","9","12","0049140000"
"1000017115","001","1","12","0005460000"
"1000053064","001","2","12","0010920000"
"1000053069","001","3","12","0016380000"
"1000089015","001","1","12","0005460000"
"1000101165","001","4","12","0021840000"
"1000113063","001","4","12","0021840000"
"1000113065","001","5","12","0027300000"
"1000113072","001","5","12","0027300000"
"1000113072","003","1","10","0004550000"
"1000053063","001","4","12","0021840000"
"1000017109","001","5","12","0027300000"
"1000093151","001","2","12","0010920000"
"1000093165","001","5","12","0027300000"
"1000093165","006","1","12","0005460000"
"1000093161","001","3","12","0016380000"
"1000093159","001","3","12","0016380000"
"1000045169","001","5","12","0027300000"
"1000045169","003","1","7","0003185000"
"1000093154","001","5","12","0027300000"
"1000033113","001","5","12","0027300000"
"1000045177","004","5","12","0027300000"
"1000057010","001","3","12","0016380000"
"1000057015","001","4","12","0021840000"
"1000057016","001","2","12","0010920000"
"1000057016","003","1","9","0004095000"
"1000081111","001","4","12","0021840000"
"1000081121","001","4","12","0021840000"
"1000081118","001","4","11","0021840000"
"1000069171","001","2","12","0010920000"
"1000069171","003","1","12","0005460000"
"1000069172","001","4","12","0021840000"
"1000069180","001","3","12","0016380000"
"1000069176","001","1","12","0005460000"
"1000069166","001","3","12","0016380000"
"1000033122","001","4","12","0021840000"
"1000045178","001","2","12","0010920000"
"1000009009","001","4","12","0021840000"
"1000009015","001","3","12","0016380000"
"1000009016","001","5","12","0027300000"
"1000009019","001","3","12","0016380000"
"1000009010","001","2","12","0010920000"
"1000105020","001","1","12","0005460000"
"1000105012","001","2","12","0010920000"
"1000105017","001","4","12","0021840000"
"1000105015","001","2","12","0010920000"
"1000021242","001","4","12","0021840000"
"1000105008","001","3","12","0016380000"
"1000057009","001","2","12","0010920000"
"1000057009","002","2","12","0010920000"
"1000021247","001","2","12","0010920000"
"1000021251","001","2","12","0010920000"
"1000021248","001","4","12","0021840000"
"1000021256","001","3","12","0016380000"
"1000081117","001","5","12","0027300000"
"1000081114","001","3","12","0016380000"
"1000098008","001","4","12","0022960000"
"1000086118","001","6","12","0034440000"
"1000014074","001","3","12","0017220000"
"1000050233","001","4","12","0022960000"
"1000050225","001","6","12","0034440000"
"1000014069","001","2","12","0011480000"
"1000110339","001","4","12","0022960000"
"1000026056","001","5","12","0028700000"
"1000110345","001","4","12","0022960000"
"1000110350","001","7","12","0040180000"
"1000038068","001","4","12","0022960000"
"1000026059","001","1","12","0005740000"
"1000038060","001","3","12","0017220000"
"1000002124","001","4","12","0022960000"
"1000002130","001","5","12","0028700000"
"1000002119","001","5","12","0028700000"
"1000002131","001","8","12","0045920000"
"1000086105","001","4","12","0022960000"
"1000026067","001","2","12","0011480000"
"1000026066","001","4","12","0022960000"
"1000002126","001","2","12","0011480000"
"1000026063","001","4","12","0022960000"
"1000038054","001","5","12","0028700000"
"1000098011","001","3","12","0017220000"
"1000074115","001","3","12","0017220000"
"1000086111","001","2","12","0011480000"
"1000050226","001","4","12","0022960000"
"1000098016","001","5","12","0028700000"
"1000086108","001","4","12","0022960000"
"1000038063","001","1","12","0005740000"
"1000050236","001","4","12","0022960000"
"1000074105","001","3","12","0017220000"
"1000074118","001","2","12","0011480000"
"1000074110","001","3","12","0017220000"
"1000062166","001","2","12","0011480000"
"1000086114","001","4","12","0022960000"
"1000062165","001","2","12","0011480000"
"1000098013","001","3","12","0017220000"
"1000062158","001","3","12","0017220000"
"1000062161","001","2","12","0011480000"
"1000074111","001","4","12","0022960000"
"1000066171","001","3","12","0017220000"
"1000110344","001","4","12","0022960000"
"1000050230","001","2","12","0011480000"
"1000062154","001","1","12","0005740000"
"1000098021","001","2","12","0011480000"
"1000066175","001","7","12","0040180000"
"1000078115","001","2","12","0011480000"
"1000030064","001","3","12","0017220000"
"1000018062","001","3","12","0017220000"
"1000030060","001","3","12","0017220000"
"1000030066","001","2","12","0011480000"
"1000042010","001","4","12","0022960000"
"1000042009","001","5","12","0028700000"
"1000018064","001","6","12","0034440000"
"1000030058","001","4","12","0022960000"
"1000042013","001","1","12","0005740000"
"1000090063","001","4","12","0022960000"
"1000054014","001","4","12","0022960000"
"1000054018","001","5","12","0028700000"
"1000102268","001","6","12","0034440000"
"1000114211","001","5","12","0028700000"
"1000018055","001","2","12","0011480000"
"1000078121","001","5","12","0028700000"
"1000006010","001","2","12","0011480000"
"1000114216","001","5","12","0028700000"
"1000114213","001","4","12","0022960000"
"1000006013","001","4","12","0022960000"
"1000042016","001","7","12","0040180000"
"1000090058","004","4","12","0022960000"
"1000078111","001","3","12","0017220000"
"1000102274","001","4","12","0022960000"
"1000114205","001","3","12","0016380000"
"1000114208","001","7","12","0040180000"
"1000114208","008","1","12","0005285000"
"1000090069","001","4","12","0022960000"
"1000102270","001","5","12","0028700000"
"1000078125","001","3","12","0017220000"
"1000054007","001","4","12","0022960000"
"1000066165","001","1","12","0005740000"
"1000066165","002","1","12","0005740000"
"1000066167","001","3","12","0017220000"
"1000090067","001","4","12","0022960000"
"1000018060","001","4","12","0022960000"
"1000102279","001","5","12","0028700000"
"1000102279","006","1","10","0004830000"
