Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"2000073323","01","1","6111","0111","5","1","10","7","0040000000","0035800000","0100000000","0074000000",,"306000000","56200000"
"2000073323","03","1","6111","0111","6","1","5","4",,,,,,,"0"
"2000073321","01","1","6121","0124","5","1","6","7","0045000000","0010000000",,,,"150000000","95000000"
"2000073327","01","1","6121","0124","5","1","5","7","0060000000","0117000000",,"0003000000",,"188500000","8500000"
"2000073327","04","1","6121","0124","6","1","5","7",,,,,,,"0"
"2000073327","01","1","6112","0113","5","1","2","5","0030000000","0020000000",,"0005000000",,"100000000","45000000"
"2000073327","05","1","6112","0113","6","1","2","5",,,,,,,"0"
"2000081296","01","1","8322","6022","5","2","5","4",,"0007000000","0005000000",,,"24000000","12000000"
"2000081296","01","1","6111","0111","5","1","5","5",,"0003300000",,"0034500000",,"126000000","88200000"
"2000133053","01","1","6121","0124","5","1","5","7","0025000000","0023000000",,,,"174000000","126000000"
"2000133053","02","1","6121","0124","6","1","3","7",,,,,,,"0"
"2000161114","01","1","5220","5233","5","2","8","6",,"0018000000","0001200000","0002200000",,"26000000","4600000"
"2000161114","02","1","5220","5223","6","2","5","6",,,,,,,"0"
"2000065113","01","1","6121","0124","5","1","10","7","0001400000","0013000000",,,,"22400000","8000000"
"2000065121","01","1","6121","0124","5","1","8","7",,"0005300000",,,,"30800000","25500000"
"2000113258","01","1","6111","0111","5","1","7","6","0006000000","0002460000",,"0010000000",,"20700000","2240000"
"2000113258","01","1","6121","0124","5","1","6","6",,"0019000000",,,,"64100000","45100000"
"2000137059","01","1","6111","0111","5","1","8","5","0000300000","0010300000","0001000000","0013700000",,"60000000","34700000"
"2000137059","01","1","6121","0124","5","1","10","2","0000800000","0015000000",,,,"24200000","8400000"
"2000137062","02","1","6121","0124","5","1","4","7","0000340000","0015000000",,,,"20680000","5340000"
"2000137068","01","1","6111","0111","5","1","6","5",,"0026050000",,"0014250000",,"52250000","11950000"
