Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"1000001188","01","0103100000",,,,,
"1000049206","01",,,"0003600000",,,"0007200000"
"1000049215","03",,,,,"0002400000",
"1000001181","01","0105500000","0034800000",,,,
"1000097175","01","0027500000","0024600000",,,,
"1000097168","01","0068500000",,,,,
"1000037057","01",,"0090120000",,,,
"1000037059","01",,"0034800000",,,,
"1000037059","04",,,,"0000400000",,
"1000013178","01","0066500000",,,,,
"1000013183","01","0105500000",,,,,
"1000001177","01","0123500000",,,,,
"1000001184","01","0003250000",,,,,"0024000000"
"1000025204","03","0024000000",,,,,
"1000025209","01","0032000000",,"0004200000",,,
"1000037062","01","0093500000",,,,,
"1000045174","01","0057500000",,,,,
"1000061290","01",,,,"0001400000",,
"1000061295","01",,,"0041900000",,,
"1000073116","01","0051500000",,,,,
"1000073123","01","0081500000",,,,,
"1000085174","01","0099500000",,,,,
"1000109155","01","0051500000",,,,,
"1000109162","01",,"0060000000",,,,
"1000109163","01",,,,"0003600000",,"0007200000"
"1000109168","01","0053540000",,,,,
"1000097174","01","0057000000",,,,,
"1000029107","01",,"0016800000",,,,
"1000029110","01",,"0011400000",,,,
"1000077130","01","0077900000",,,,,
"1000041168","01",,"0042950000",,,,
"1000041171","01","0054350000",,,,,
"1000041173","01",,,"0009000000",,,
"1000065060","01",,,,"0048000000",,
"1000065056","01",,,,,,"0015000000"
"1000065053","01",,,,"0002500000",,"0008550000"
"1000017111","01","0048000000",,,,,
"1000017121","01",,"0036000000",,,,
"1000089012","02","0065400000",,,,,
"1000089009","01","0040000000",,,,,
"1000005101","01","0093500000",,,,,
"1000005115","01","0081500000",,,,,
"1000017115","01","0051500000",,,,,
"1000041165","01","0075500000","0019200000",,,,
"1000041165","02",,,"0009000000",,,
"1000041165","04",,,,,"0002000000",
"1000041165","05","0006000000",,,,,
"1000089015","01",,,"0032400000",,,"0012000000"
"1000077121","01","0051000000",,,,,
"1000053059","09","0061100000",,,,,
"1000053064","01","0075500000",,,,,
"1000053069","01","0057500000",,,,,
"1000113063","01",,,,,,"0001000000"
"1000053063","01",,"0011100000",,,,
"1000093151","01",,"0019200000",,,,
"1000093165","01",,"0009600000",,,,
"1000093165","06",,,,,,"0006000000"
"1000093159","01",,"0012900000",,,,
"1000045169","05",,,,"0004800000",,
"1000081121","02",,,,,"0004500000",
"1000069180","01","0075500000","0010950000",,,,
"1000069166","01",,,,"0004800000",,"0000500000"
"1000033113","01",,"0018600000",,,,
"1000033113","03",,,,,"0004000000",
"1000045177","01",,"0240000000",,,,
"1000057010","01",,,,"0006600000",,
"1000057015","01",,,,,"0001000000",
"1000057015","02",,,,,"0001400000",
"1000045178","01",,,"0001200000",,,
"1000009009","01","0080300000",,,,,
"1000009009","02","0075500000",,,,,
"1000009015","01","0085100000",,,,,
"1000009016","01","0051500000","0050400000",,,,
"1000009019","01","0094700000",,,,,
"1000009010","01","0105500000",,,,,
"1000105020","01",,,,"0003600000",,
"1000021242","01","0063000000",,,,,
"1000021248","01","0083900000",,,,,
"1000021256","02","0053780000",,"0008700000",,,
"1000081117","01",,"0015000000",,,,
"1000081114","01",,"0009600000",,,,
"1000057009","01","0053900000",,,,,
"1000021247","01",,,,,,"0024000000"
"1000098008","03","0003000000",,,,,
"1000050225","01",,"0007200000",,,,
"1000014069","01",,"0072000000",,,,
"1000110339","01","0069000000",,,,,
"1000026059","01",,,,"0006000000",,"0002000000"
"1000038060","01",,"0060000000",,,,
"1000002124","01","0087500000",,,,,
"1000002130","01","0111000000",,,,,
"1000002131","01","0057000000","0075600000",,,,
"1000086105","01","0057600000",,,,,"0031500000"
"1000026067","01",,"0008600000",,,,"0002000000"
"1000026056","01",,"0046800000",,,,
"1000110350","01","0063500000",,,,,
"1000038068","01",,,"0020000000",,,
"1000050226","03","0004080000",,,,,
"1000026066","01",,,,"0003600000",,"0003000000"
"1000002126","01","0057500000",,,,,
"1000086108","01",,"0014400000",,,,"0024000000"
"1000038063","01","0055100000",,,,,
"1000074118","01","0059900000",,,,,
"1000062166","01","0069500000",,,,,
"1000086114","01",,,,,,"0017000000"
"1000050230","01",,,,"0004800000",,
"1000050230","02",,,,"0004800000",,
"1000062154","01","0053900000",,,,,
"1000062165","01","0051180000",,,,,
"1000074115","01","0111500000",,,,,
"1000010168","05","0014400000",,,,,
"1000082016","01","0058700000",,,,,
"1000106015","01","0069500000",,,"0042000000",,
"1000106008","01","0065900000",,,,,
"1000046114","01",,,"0013600000",,,
"1000010163","01","0060000000",,,,,
"1000094017","01","0059500000",,,,,
"1000018064","02","0087500000",,,,,
"1000094019","01",,"0012150000",,,,
"1000006020","01",,"0153600000",,,,
"1000094013","01",,"0017100000",,,,
"1000010162","01",,,,,,"0036000000"
"1000102279","01","0073100000",,,,,
"1000042020","01","0056300000",,,,,
"1000042010","01",,,,"0004200000",,"0002400000"
"1000042009","01",,,,"0004800000",,
"1000030054","01",,"0028800000",,,,
"1000078119","01","0097100000",,,,,
"1000078119","05",,,,"0003840000",,
"1000014063","01",,"0037200000",,,,
"1000066171","01","0026700000",,,,,
"1000078115","01",,,,"0004200000",,
"1000110344","01",,"0012300000",,,,
"1000030064","01",,,,,"0005400000",
"1000030066","01","0016800000",,,,,
"1000090058","01",,"0024000000",,,,
"1000066165","01","0107900000",,,,,
"1000066165","02",,,,,"0018000000",
"1000078111","01","0039900000",,,,,
"1000114208","01",,,,,"0006000000",
"1000102270","01","0083900000",,,,,
"1000042013","01",,"0002880000","0005400000",,,"0001200000"
