Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"2000037065","04","1","4190","8532","1","8","4","0003300000","0043100000","0003146000","0037752000",,"0003500000","3146000","41252000"
"2000037061","01","1","9314","4521","3","8","5","0","0052500000","0","0052500000",,,"0","52500000"
"2000037061","03","2","0112","7522","1",,,"0","0002750000","0","0002750000",,,"0","2750000"
"2000073329","01","1","8331","0140","3","7","4","0004000000","0020000000","0004000000","0020000000",,,"4000000","20000000"
"2000073327","03","1","8124","2899","1","8","6","0005000000","0045000000","0005000000","0045000000",,,"5000000","45000000"
"2000081296","01","1","9314","4521","3","5","5","0004000000","0036000000","0004000000","0036000000",,,"4000000","36000000"
"2000137066","01","1","9314","4521","3","10","4","0002880000","0032400000","0002880000","0032400000",,,"2880000","32400000"
"2000161116","01","1","9211","0140","3","8","5","0005000000","0025000000","0005000000","0025000000",,,"5000000","25000000"
"2000161119","02","1","7231","5020","3","9","6","0000400000","0007200000","0000400000","0007200000",,,"400000","7200000"
"2000077198","01","1","9211","0140","3","7","3","0002400000","0016800000","0002400000","0016800000",,,"2400000","16800000"
"2000077206","01","1","7233","4020","3","8","6","0003700000","0047900000","0003527334","0042328008",,"0003500000","3527334","45828008"
"2000053015","04","1","9211","0126","3","10","6","0003500000","0003500000","0003500000","0003500000",,,"3500000","3500000"
"2000053015","05","2","9211","0126","3",,,"0","0007000000","0","0007000000",,,"0","7000000"
"2000053015","06","2","9314","4521","3",,,"0","0003000000","0","0003000000",,,"0","3000000"
"2000017010","03","1","9314","4521","3","10","5","0004000000","0042000000","0004000000","0042000000",,,"4000000","42000000"
"2000089065","01","1","4190","2320","1","10","5","0008000000","0100500000","0007270000","0087240000",,"0004500000","7270000","91740000"
"2000029303","01","1","7222","3699","3","9","5","0003500000","0038000000","0003500000","0038000000",,,"3500000","38000000"
"2000029313","01","1","9211","0140","3","10","4","0004000000","0010000000","0004000000","0010000000",,,"4000000","10000000"
"2000029313","03","1","9211","0140","3","12","7","0006000000","0012000000","0006000000","0012000000",,,"6000000","12000000"
