Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"2000150001","01",,,,"0018000000",,
"2000246003","01",,,,"0003620000",,
"2000246004","01",,,"0001600000","0004840000",,
"2000246001","01",,,"0003200000","0005040000",,"0001000000"
"2000270003","01",,,"0004000000",,,
"2000150005","01","0028900000",,,,,
"2000162002","01",,,"0004690000",,,
"2000255004","01",,,"0001600000",,,
"2000255002","01",,,,"0005640000",,"0002000000"
"2000255002","05",,,,"0003760000",,
"2000219005","02",,,,,,"0001000000"
"2000183003","01",,,,"0002760000",,"0003000000"
"2000183005","01",,,,"0002760000",,"0001000000"
"2000183004","02",,,,"0012000000",,
"2000231001","01",,,"0004000000",,,"0004000000"
"2000219004","01",,,"0001600000","0006720000",,"0002000000"
"2000231003","03",,,"0005600000","0006880000","0012000000","0010000000"
"2000231002","01",,,"0001600000",,,"0003000000"
"2000231002","03",,,"0002400000",,,
"2000147001","01",,,,,,"0006000000"
"2000211004","01",,,"0001600000","0004620000",,"0006000000"
"2000104005","04",,,,"0005880000",,
"2000211001","01","0050500000",,,,,
"2000163001","01",,,,"0004680000",,"0010000000"
"2000199004","01",,,"0003200000",,,
"2000267002","01",,,"0004000000",,,
"2000207005","01","0051700000",,,,,
"2000159005","01","0038500000",,,,,
"2000279004","01",,,"0003200000",,,"0003000000"
"2000159002","01",,,"0003600000",,,
"2000255001","01",,,"0005000000","0001500000",,
"2000147004","01",,,,"0047500000",,
"2000147003","01",,"0004200000",,,,"0024000000"
"2000147005","01",,,"0002400000","0002000000","0010000000","0001000000"
"2000279001","01","0040900000",,,,,
"2000243002","01",,,"0003200000",,,
"2000279005","01",,,"0002400000",,,
"2000163003","01",,,"0002400000","0005880000",,
"2000199005","01",,,"0004000000","0008160000",,
"2000175005","01",,,,"0007080000",,
"2000163004","01",,,,"0003600000",,
"2000175003","01",,,"0000800000","0003960000",,
"2000247001","01",,,,,"0006500000",
"2000247005","01","0048100000",,"0002000000",,,
"2000163002","01",,,"0002400000",,,
"2000259004","01",,,"0010200000",,,
