Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"1000045002","01","1","3421","5238","2","2","10","6","0104100000","0003500000","0001500000","0002500000",,"150000000","38400000"
"1000137005","01","1","6112","0113","2","1","5","3","0000500000",,,,,"4500000","4000000"
"1000009001","01","1","1422","4523","1","2","10","6","0600000000","0090000000","0030000000","0279000000",,"1239000000","240000000"
"1000045005","01","1","6111","0111","2","1","8","5","0005000000","0003250000",,"0005000000",,"51000000","37750000"
"1000045005","01","1","9111","5229","2","2","6","5",,"0123600000","0000450000",,,"160050000","36000000"
"1000093005","01","1","5220","5110","1","2","12","6","0042000000","1800000000","0030000000","0025000000","0004000000","2430000000","529000000"
"1000093005","03","1","4190","5110","3","2","12","6",,,,,,,"0"
"1000017002","01","1","8323","6021","2","2","12","7",,"0009000000","0015000000","0017000000",,"77000000","36000000"
"1000033003","01","1","7134","4521","2","2","10","7",,"0000200000","0000100000",,,"24300000","24000000"
"1000065002","01","1","5220","5235","2","2","5","3",,"0125400000",,,,"132000000","6600000"
"1000109001","01","1","6111","0111","2","1","5","7",,"0001250000",,"0000500000",,"6000000","4250000"
"1000021002","01","1","7133","4521","2","2","10","7",,,"0000150000",,,"36150000","36000000"
"1000033005","01","1","8322","6022","2","2","8","6",,"0004560000","0002500000","0003850000",,"46910000","36000000"
"1000045001","01","1","8322","6022","2","2","7","6",,"0002700000","0003200000","0002500000",,"16400000","8000000"
"1000093003","01","2","3413","7020","2","2",,,,,"0000135000","0002400000",,"30535000","28000000"
"1000021005","01","1","8323","6023","2","2","8","7",,"0006920000",,"0002500000",,"33420000","24000000"
"1000009002","01","1","6111","0111","2","1","6","7",,"0012150000","0004000000","0018100000",,"100200000","65950000"
"1000089003","01","1","7231","5020","1","2","12","6","0007000000",,"0000500000","0022000000","0001200000","68000000","37300000"
"1000057001","01","1","7433","1810","2","2","11","6",,"0014500000","0000800000","0000600000","0000500000","42800000","26400000"
"1000133004","01","1","5220","5222","2","2","9","3",,"0204000000","0005500000","0002400000",,"241900000","30000000"
"1000109001","01","1","6123","0127","2","1","4","7",,"0000500000",,"0000250000",,"3000000","2250000"
"1000109001","03","1","8322","6023","2","2","6","4",,"0006000000","0001400000","0003500000","0000600000","34500000","23000000"
"1000057005","01","1","8324","6023","2","2","12","6",,"0005000000","0006000000","0008000000","0002000000","69000000","48000000"
