Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"1000077001","01",,"0008400000",,,,
"1000117001","01",,,"0024000000",,,
"1000029005","01",,"0022800000",,,,
"1000065004","01","0057700000",,,,,
"1000101004","01","0021700000",,,,,
"1000117002","01",,"0018000000",,,,
"1000029001","01",,"0013800000",,,"0017500000",
"1000017001","01",,,,"0003600000",,
"1000101005","01",,,,"0043300000",,
"1000041002","01",,"0019800000",,,,
"1000041001","01",,"0016800000",,,,
"1000041001","02","0015600000",,,,,
"1000041005","01","0056500000",,,,,
"1000005002","01",,,,,,"0024000000"
"1000005004","01",,"0007800000","0031800000",,,
"1000053003","01","0060000000",,,,,
"1000101001","01","0050500000",,,"0003600000","0014400000",
"1000049004","01",,,,,,"0002400000"
"1000049005","01",,,,"0004620000",,
"1000001001","01","0075000000","0000240000",,,,
"1000001003","01",,,,,,"0000300000"
"1000137001","01",,,"0002400000","0004980000",,
"1000085001","01",,,,"0004020000",,"0001500000"
"1000113001","01",,,,"0003320000",,
"1000025005","01",,"0007200000",,,,
"1000013001","01",,"0021600000",,,,
"1000113004","01",,,"0024000000",,,
"1000025002","01","0028440000",,,,,
"1000113005","01",,,"0008000000",,,
"1000097003","01","0032860000",,,,,"0004000000"
"1000097004","01","0035000000",,,,,
"1000097005","01","0033000000","0015000000",,,,
"1000061003","01",,"0011000000",,,,
"1000037001","01","0038000000",,,,,
"1000037002","01",,,"0004000000","0008100000",,"0002500000"
"1000037004","01",,,"0000800000","0003060000",,"0000800000"
"1000037005","03",,,,"0005340000",,
"1000109005","01","0046900000","0008400000",,,,
"1000045001","01","0069700000","0012000000",,,,
"1000137002","01",,,"0002400000","0006180000",,
"1000109001","01",,"0018000000",,,,
"1000045003","01",,"0060000000",,,,
"1000021004","06",,,"0030490000",,,
"1000109003","01","0008000000",,,,,
"1000093002","01",,,,,,"0024000000"
"1000093001","01","0066780000",,,,,
"1000125005","01",,,,,,"0004800000"
"1000125004","01",,,,"0004320000",,"0002000000"
"1000125003","01","0030000000",,,,,
"1000125001","05",,,,"0046900000",,
"1000125002","01","0030100000",,,,,
"1000057003","01","0047900000",,,,,
"1000133004","02",,,"0000800000",,,
"1000133004","04",,,,,"0004000000",
