ADDRESS,COL01,COL03,COL04,COL05,COL06,COL07,COL08
"001054029","01",0.0000000000000000e+00,8.8400000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
"001054032","01",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.4000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00
"001054034","01",1.1200000000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
"001054037","02",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9600000000000000e+06,0.0000000000000000e+00,5.0000000000000000e+06
"001054038","01",0.0000000000000000e+00,8.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0000000000000000e+06
"001054041","01",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00
"001054047","01",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.2000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00
"001061056","01",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00
"001061057","01",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.6300000000000000e+06,4.8000000000000000e+05,6.0000000000000000e+05
"001061057","04",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6000000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00
"001061058","01",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e+06,1.5000000000000000e+06
"001061059","01",0.0000000000000000e+00,3.7000000000000000e+06,0.0000000000000000e+00,4.0300000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00
"001061060","06",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0200000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00
