ADDRESS,COL01,COL02,COL03,COL04,COL05,COL06,COL07,COL08,COL09,COL10,COL11,COL12,COL13
"100011002","01","1","6111","0111","1","1",1.4350000000000000e+07,3.1048500000000000e+07,6.1000000000000000e+06,1.6600000000000000e+07,0.0000000000000000e+00,1.4566500000000000e+08,7.7566500000000000e+07
"100011002","01","1","6112","0113","2","1",2.6000000000000000e+06,1.8000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2700000000000000e+07,8.3000000000000000e+06
"100011004","01","1","6111","0111","2","1",3.6500000000000000e+06,1.0219000000000000e+07,0.0000000000000000e+00,2.1400000000000000e+06,0.0000000000000000e+00,2.2220000000000000e+07,6.2110000000000000e+06
"100011004","01","1","6112","0113","2","1",1.0000000000000000e+06,3.8000000000000000e+05,0.0000000000000000e+00,1.6000000000000000e+05,0.0000000000000000e+00,3.8000000000000000e+06,2.2600000000000000e+06
"100011008","01","1","7417","1545","2","2",0.0000000000000000e+00,2.5000000000000000e+06,1.2000000000000000e+05,3.2700000000000000e+06,0.0000000000000000e+00,7.2900000000000000e+06,1.4000000000000000e+06
"100011009","01","1","5220","5229","2","2",0.0000000000000000e+00,6.0000000000000000e+07,2.8000000000000000e+05,2.5000000000000000e+06,0.0000000000000000e+00,8.0780000000000000e+07,1.8000000000000000e+07
"100011009","01","2","8322","6021","2","2",0.0000000000000000e+00,1.9800000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5500000000000000e+06,2.5700000000000000e+06
"100011009","03","1","5220","5229","3","2",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
"100011011","01","1","7241","5260","2","2",0.0000000000000000e+00,1.8000000000000000e+05,0.0000000000000000e+00,4.0000000000000000e+04,0.0000000000000000e+00,5.0000000000000000e+05,2.8000000000000000e+05
"100011013","01","1","9112","5259","2","2",0.0000000000000000e+00,4.7000000000000000e+07,0.0000000000000000e+00,8.0000000000000000e+04,0.0000000000000000e+00,6.2880000000000000e+07,1.5800000000000000e+07
