Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"1000105015","01",,"0010000000",,,,
"1000069173","02",,,,,"0000300000",
"1000009010","01","0071580000",,,,,
"1000045174","01","0051780000",,,,,
"1000093153","01",,"0010200000",,,"0007200000",
"1000017112","01","0045000000",,,,,
"1000021243","01","0102000000",,,,,
"1000057005","01","0101163565",,,,,
"1000057015","01","0085000000",,,,,
"1000045177","01",,"0015600000",,,,
"1000021240","01","0065000000",,"0012000000",,,
"1000057009","01","0057500000",,,,,
"1000057016","01","0035100000",,,,"0006000000",
"1000009015","01","0063180000",,,,,
"1000009016","01","0040380000","0019200000",,,,
"1000021250","01","0075000000","0024000000",,,,
"1000021250","02","0051000000",,,,,
"1000093161","01",,,"0021000000",,,
"1000069165","01","0030000000",,,,,
"1000069168","01",,,,"0002100000",,
"1000105008","01",,,,,,"0087180000"
"1000021247","01",,,,,,"0038500000"
"1000081106","01",,"0004800000",,,,
"1000093159","02",,,,,"0003000000",
"1000057010","01","0004600000",,,,,"0010000000"
"1000093148","01",,"0008800000",,,,
"1000033114","01",,,,"0003840000",,"0000800000"
"1000033116","01",,,,,,"0012000000"
"1000077117","01",,,"0000400000",,,
"1000009009","01","0069600000",,,,,
"1000009009","02","0072000000",,,,,
"1000077121","01","0031590000",,,,,
"1000029097","01",,"0009600000",,,,"0002000000"
"1000089011","01","0075180000",,,,,
"1000017106","01","0053580000",,,,,
"1000045169","01",,,,,"0008000000",
"1000089015","01",,,"0032400000",,,
"1000029107","01",,"0008100000",,,,
"1000017106","02","0067980000",,"0000400000",,,
"1000017116","01","0051180000",,,,,
"1000017109","01",,,"0006000000",,,
"1000041173","01",,,,,,"0008400000"
"1000041168","01",,"0022800000",,,,
"1000017115","01","0057180000",,,,,
"1000041171","01","0045180000","0018000000",,,,
"1000041162","01","0051180000",,,,,
"1000041163","01","0079980000",,,,,
"1000101162","01",,"0053800000",,,,
"1000101170","01",,,"0038400000",,,
"1000053057","01","0044400000",,,,"0001200000",
