Address,Dycol01,Dycol03,Dycol04,Dycol05
"2000009067","01","3","7","0009435000"
"2000113248","01","4","6","0010760000"
"2000113254","01","4","6","0010760000"
"2000113258","01","5","6","0013450000"
"2000041014","01","1","6","0002690000"
"2000041017","01","03","06","0008070000"
"2000041012","01","1","6","0002690000"
"2000041007","01","1","6","0002690000"
"2000053005","01","2","6","0005380000"
"2000165070","01","5","7","0015725000"
"2000069157","01","3","7","0009435000"
"2000009062","01","7","7","0022015000"
"2000053016","01","1","6","0002690000"
"2000009056","01","4","7","0012580000"
"2000101015","01","3","6","0008070000"
"2000017004","01","1","6","0002690000"
"2000041004","01","1","6","0002690000"
"2000113245","02","4","6","0010760000"
"2000009060","01","1","7","0003135000"
"2000053015","01","6","6","0016140000"
"2000053008","01","7","6","0018830000"
"2000049071","01","4","4","0007120000"
"2000049059","01","2","4","0003560000"
"2000049068","01","1","4","0001780000"
"2000049064","01","3","4","0005340000"
"2000053011","01","2","6","0005380000"
"2000049062","01","2","4","0003560000"
"2000133050","01","5","4","0008900000"
"2000025060","01","2","4","0003640000"
"2000025068","01","2","4","0003560000"
"2000025071","01","2","4","0003560000"
"2000025066","01","4","4","0007120000"
"2000025062","01","2","4","0003560000"
"2000013222","01","4","4","0007120000"
"2000013228","01","1","4","0001780000"
"2000013221","01","3","4","0005340000"
"2000013216","01","6","4","0010680000"
"2000085167","01","4","4","0007120000"
"2000085165","01","1","4","0001789000"
"2000085176","01","3","4","0005340000"
"2000085169","01","8","4","0014240000"
"2000085173","01","4","4","0007120000"
"2000145009","01","3","4","0005340000"
"2000145011","01","4","4","0007120000"
"2000145006","01","3","4","0005340000"
"2000145015","01","5","4","0008900000"
"2000145016","01","5","4","0008900000"
"2000061014","01","8","4","0014240000"
"2000061018","01","5","4","0008900000"
"2000133046","01","5","4","0008900000"
"2000133057","01","3","4","0005340000"
"2000133052","01","4","4","0007120000"
"2000061007","01","3","4","0005340000"
"2000061012","01","3","4","0005340000"
"2000081293","01","2","7","0006290000"
"2000105234","01","4","7","0012580000"
"2000133043","01","6","4","0010680000"
"2000061005","01","2","4","0003560000"
"2000061005","03","2","4","0003560000"
"2000033062","01","4","7","0012580000"
"2000105222","01","5","7","0015725000"
"2000033064","01","2","7","0006290000"
"2000057158","01","4","7","0012580000"
"2000021017","01","4","7","0012580000"
"2000033051","01","2","7","0006290000"
"2000093010","01","10","7","0031450000"
"2000141151","01","5","7","0015725000"
