Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"2000081293","01","0016600000",,,,,
"2000105234","01",,,,,,"0050400000"
"2000033064","01",,,,"0004400000",,
"2000021017","01",,,,,"0002000000",
"2000033051","01","0048780000",,,,,
"2000129109","01",,,"0000800000","0004440000",,
"2000137068","01",,"0008000000",,,,
"2000069147","01",,,,"0004800000",,
"2000165060","01",,,,"0005000000",,
"2000129102","01","0054180000",,,,,
"2000117062","01",,"0012000000",,,,
"2000069156","01",,,,"0004800000",,"0006000000"
"2000129107","01",,"0005000000","0000800000",,,"0006000000"
"2000033058","01",,"0015000000",,,,
"2000045115","01",,,,,,"0007200000"
"2000117056","01",,,,"0002400000",,
"2000129099","01",,,,"0003600000",,
"2000093009","01",,,,"0003600000",,
"2000065111","01",,,,,,"0012000000"
"2000065111","02",,,,"0003600000",,
"2000065114","01",,,,,,"0000500000"
"2000161110","01",,,"0004000000",,,
"2000057156","01","0054000000",,,,,
"2000141148","01",,,,"0002400000",,
"2000093006","01",,,,"0003600000",,
"2000021009","01",,,,"0007200000",,
"2000065105","01",,,,,,"0036000000"
"2000105228","01",,,,,,"0036000000"
"2000089058","01",,,,,,"0001200000"
"2000005059","01",,,,"0003200000",,
"2000005059","03",,,,,"0005600000",
"2000017015","01",,,,"0008400000",,
"2000045122","01",,,,,,"0008800000"
"2000081290","01","0052200000",,,,,
"2000081290","03",,,,"0003900000",,
"2000093016","01",,,,,,"0007550000"
"2000045127","01",,,,"0004800000",,
"2000065118","01",,,,"0004800000",,"0005000000"
"2000017018","01",,"0016350000",,,,
"2000125065","05",,,,"0004200000",,
"2000125060","01",,,,"0004200000",,"0001500000"
"2000125057","01","0051780000",,,,,
"2000029311","01",,,,"0003600000",,
"2000029309","01",,,,"0003500000",,
"2000161123","01",,,,"0003600000",,
"2000113248","01",,,"0003200000",,,
"2000113250","01",,,"0003000000",,,
"2000113258","01",,,"0003200000",,,
"2000041014","01",,,"0041580000",,,
"2000041017","01","0053580000",,,,,
"2000041012","01",,,,"0004200000",,
"2000041007","01",,,,"0003000000",,"0000500000"
"2000053005","01",,,,,,"0042000000"
"2000165070","01",,,,"0004800000",,
"2000069157","01","0039600000",,,,,
"2000053016","01",,"0001000000",,"0004900000",,"0003000000"
"2000009056","01","0054000000",,,,,
"2000101015","01","0046200000",,,,,
"2000125061","01",,,,"0004200000",,
"2000161114","01",,,"0004000000",,,
"2000161114","07",,,"0003200000",,,
"2000065109","01",,,,"0003840000",,
"2000089059","01",,,,,,"0030000000"
"2000161117","01",,,"0000400000",,,
"2000017007","02",,,"0031000000",,,
"2000149060","01",,,"0001350000",,,"0036000000"
"2000149063","01",,,"0001600000",,,
"2000041004","01",,,,"0003600000",,
"2000113245","01",,,"0003200000",,,
"2000053015","01",,,,"0004800000",,
"2000053008","01",,,,"0015700000",,
"2000049071","01",,,,"0007000000",,
"2000049059","01",,,,"0008880000",,
"2000049068","01",,,,"0003900000",,"0000500000"
"2000049062","01",,"0030000000",,,,"0015000000"
"2000133050","01",,,"0004500000",,,
"2000025060","01","0053100000",,"0000800000",,,
"2000025068","01","0087140000",,,,,
"2000025071","01",,,,"0011700000",,
"2000025062","01","0061280000",,"0000400000",,,
"2000025062","02",,,"0000400000",,,
"2000013222","01",,,"0002000000",,,
"2000013228","01",,,,"0003000000",,
"2000013226","01",,,"0003200000",,,
"2000013221","01",,,,"0004200000",,
"2000013216","01",,,"0003000000",,,
"2000085165","01",,,,"0004700000",,"0001000000"
"2000085176","01",,,"0000400000",,,"0000500000"
"2000085169","01",,,,"0007200000",,
"2000085173","02","0051100000",,,,,
"2000145006","01",,,"0001200000",,,
"2000145016","01",,,,"0006000000",,
"2000061014","01",,,,,,"0000800000"
"2000061018","01",,,,"0003600000",,
"2000061007","01",,,"0002400000",,,
"2000061012","01",,,,"0009200000",,
"2000053011","01","0033180000",,,,,
"2000121318","01",,,,"0004200000",,
"2000001156","01",,,,"0005200000",,
"2000001156","02",,,,"0004100000",,
"2000001146","02",,"0000300000","0001600000",,,
"2000097161","01",,,,,"0004850000",
