ADDRESS,COL01,COL02,COL03,COL04,COL05,COL06,COL07,COL08,COL09,COL10,COL11,COL12,COL13
"000043054","07","1","9314","4521","3",1.6500000000000000e+06,1.3200000000000000e+07,1.6500000000000000e+06,1.3200000000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.6500000000000000e+06,1.3200000000000000e+07
"000013039","01","1","9211","0130","3",3.6000000000000000e+05,4.0000000000000000e+06,3.6000000000000000e+05,4.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.6000000000000000e+05,4.0000000000000000e+06
"000073099","01","1","9211","0130","3",1.2000000000000000e+06,3.5000000000000000e+06,1.2000000000000000e+06,3.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+06,3.5000000000000000e+06
"000073098","04","1","9314","4521","3",0.0000000000000000e+00,1.3000000000000000e+06,0.0000000000000000e+00,1.3000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3000000000000000e+06
"000013038","03","2","9314","4521","3",0.0000000000000000e+00,5.4000000000000000e+06,0.0000000000000000e+00,5.4000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.4000000000000000e+06
"000013024","01","1","9211","0124","3",0.0000000000000000e+00,1.0000000000000000e+07,0.0000000000000000e+00,1.0000000000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+07
"000073100","01","1","5122","7498","1",2.2005260000000000e+06,2.9306312000000000e+07,2.0626500000000000e+06,2.4751800000000000e+07,0.0000000000000000e+00,2.9000000000000000e+06,2.0626500000000000e+06,2.7651800000000000e+07
"000073097","03","1","9314","4521","3",1.3750000000000000e+06,1.1000000000000000e+07,1.3750000000000000e+06,1.1000000000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.3750000000000000e+06,1.1000000000000000e+07
"000073097","06","1","9314","4521","3",1.2480000000000000e+06,9.9840000000000000e+06,1.2480000000000000e+06,9.9840000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2480000000000000e+06,9.9840000000000000e+06
"000063070","03","1","9211","0130","3",4.5000000000000000e+05,4.0000000000000000e+06,4.5000000000000000e+05,4.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.5000000000000000e+05,4.0000000000000000e+06
"000063070","04","1","9211","0130","3",4.5000000000000000e+05,4.3000000000000000e+06,4.5000000000000000e+05,4.3000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.5000000000000000e+05,4.3000000000000000e+06
"000013002","05","1","9314","4521","3",1.2650000000000000e+06,8.2500000000000000e+06,1.2650000000000000e+06,8.2500000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2650000000000000e+06,8.2500000000000000e+06
"000063069","01","2","9211","0130","3",0.0000000000000000e+00,2.7000000000000000e+06,0.0000000000000000e+00,2.7000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7000000000000000e+06
"000063083","02","2","9211","0130","3",0.0000000000000000e+00,2.5000000000000000e+06,0.0000000000000000e+00,2.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5000000000000000e+06
"000063083","03","2","9211","0130","3",0.0000000000000000e+00,1.5000000000000000e+06,0.0000000000000000e+00,1.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+06
"000033043","01","1","9314","4521","3",8.5000000000000000e+05,5.0000000000000000e+06,8.5000000000000000e+05,5.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,8.5000000000000000e+05,5.0000000000000000e+06
"000013014","01","2","9211","0130","3",0.0000000000000000e+00,3.5000000000000000e+06,0.0000000000000000e+00,3.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+06
"000013028","01","1","9314","4521","3",1.3500000000000000e+06,9.4500000000000000e+06,1.3500000000000000e+06,9.4500000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.3500000000000000e+06,9.4500000000000000e+06
"000013026","01","1","8113","4524","3",1.2000000000000000e+06,5.4000000000000000e+06,1.2000000000000000e+06,5.4000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+06,5.4000000000000000e+06
"000013026","01","2","9314","4521","3",0.0000000000000000e+00,2.0000000000000000e+06,0.0000000000000000e+00,2.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e+06
"000033041","01","1","8324","7522","1",1.0600000000000000e+06,2.1200000000000000e+06,1.0600000000000000e+06,2.1200000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0600000000000000e+06,2.1200000000000000e+06
"000043060","01","1","9211","0130","3",0.0000000000000000e+00,3.0000000000000000e+06,0.0000000000000000e+00,3.0000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000000000000e+06
"000043059","01","2","9211","0130","3",0.0000000000000000e+00,3.5000000000000000e+06,0.0000000000000000e+00,3.5000000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000000e+06
