Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"001081077","01",,"0001200000",,"0002250000",,"0000500000"
"001161124","05",,,,"0000960000",,
"001081071","01","0014580000",,,,,
"001041017","01",,"0002160000",,,,
"001121106","01",,,,"0001000000","0001200000","0002000000"
"001061056","01",,,,"0002500000",,
"001161122","01",,,,,"0000500000",
"001061058","01",,,,"0002700000",,
"001081080","01","0034500000","0031200000",,,,
"001091082","01",,,"0004000000","0012000000",,
"001091082","03",,,,,"0003400000",
"001091082","08",,,"0001960000",,,
"001051043","01",,"0002500000",,"0010800000",,
"001041019","01",,,,,"0000450000",
"001041020","01",,,,,,"0014400000"
"001041021","02",,,,,,"0001500000"
"001051031","02",,,,"0001400000",,
"001021012","01",,,,"0003250000",,
"001021013","01",,,,"0002360000",,
"001051042","01","0021288000","0002000000",,,,
"001051044","01","0018000000",,,,,
"001131112","01",,,"0001440000",,,
"001091083","01",,,,,"0000200000",
"001101091","01",,,,"0000810000",,
"001101095","01",,,,"0001600000",,
"001111103","01",,,,,"0000030000",
"001131114","01",,,,"0000500000",,
"001161121","01",,,,,"0000400000",
"001101092","01",,,,"0002000000",,
"001121110","01",,,,,"0000400000",
"001121110","05","0013000000",,,,,
"001121107","01",,"0010728000",,,,
"001121107","06",,,,"0001200000",,
"001051050","01","0011000000",,,,,
"001051030","01","0017340000","0005000000",,,,
"001071066","01","0014828000",,,,,
"001041025","03",,,,,"0001000000",
"001152119","01",,"0000120000",,"0002300000",,
"001162123","01",,,,"0003200000",,
"001052038","01",,"0004576000",,,,
"001052051","01",,,,"0004100000",,
"001052047","01",,"0004800000",,,,
"001052042","07",,,,"0003030000",,
"001092083","01",,,,"0003120000",,"0000600000"
"001112093","01","0016500000",,,,,
"001112093","03",,,,"0001800000",,
"001112094","01",,,"0012000000",,,
"001122108","01",,,,,,"0001000000"
"001052029","01",,,,,"0000500000",
"001042025","01",,,,"0002940000",,
"001012001","01",,,,,"0000200000",
"001022010","01",,"0003650000",,"0002250000",,
"001022010","02",,,,,,"0001830000"
"001032014","01",,"0004800000",,,,
"001052049","01",,"0005000000",,,,
"001052055","01",,,"0001800000",,,
"001022009","01",,"0005700000",,,,
"000021049","01",,,,"0005160000",,
"000011017","01",,"0004000000",,"0002200000",,"0001500000"
"000071108","01",,,,"0000960000",,
"000041063","01","0012500000",,,,,
"000061095","01",,,,"0020700000",,
"000011018","01",,"0000500000",,"0002150000","0","0002000000"
"000011018","02",,,,,"0000450000",
"000061092","01",,,,"0001250000",,"0000450000"
"000011002","01",,,,,,"0012000000"
"000011003","01",,,,,,"0005000000"
"000071106","01",,,,"0001800000",,"0000500000"
"000011008","01",,,,,,"0002000000"
"000071114","01",,"0005000000",,,,
"000071096","01",,,,"0000960000",,
"000011023","01",,,,"0000720000",,
"000071119","01",,,"0018000000",,,
"000011045","01",,,,"0002650000",,"0000450000"
"000011044","01",,"0005000000",,"0001850000",,
"000071105","01",,,,,,"0001800000"
"000071101","01",,,,,,"0000500000"
"000061088","01","0030000000",,,,,
"000061086","01",,,,"0000960000",,"0000500000"
"000061087","01",,,,"0000980000",,"0000450000"
"000011022","01",,,,"0000960000",,
"000011011","01","0013000000","0002000000",,,,
"000041068","01",,"0010000000",,,,
"000061083","01","0014550000",,,,,
"000011010","01",,"0003000000",,,,
"000011031","01",,,,,,"0001000000"
"000061081","01","0009500000",,,,,"0003000000"
"000051071","01",,,,"0003150000",,
"000011024","01",,,,,,"0006000000"
"000011028","01","0020700000",,,,,
"000011030","01","0032000000",,,,,
"000041069","01",,,,"0002160000",,"0002000000"
"000041066","01",,,,"0000850000",,"0000680000"
"000011011","03",,,,,,"0002500000"
"000011012","01",,,,"0002700000",,"0004800000"
"000011014","01",,,,"0001200000",,"0002000000"
"000061089","01",,,,"0002650000",,
"000041062","01",,"0004000000",,,,
"000011029","01",,,,"0001250000",,"0001000000"
