Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"000041058","03","1","6111","0111","3","7","7","1",,,,,,,"0"
"000041058","04","1","6111","0111","3","5","6","1",,,,,,,"0"
"000011013","01","1","6121","0124","2","2","7","1",,"0001300000","0000090000",,,"0005550000","4160000"
"000011013","02","1","6121","0124","3","3","7","1",,,,,,,"0"
"000061090","01","1","6121","0124","2","7","7","1",,"0002300000",,,,"0010180000","7880000"
"000071098","02","1","6121","0124","3","2","7","1",,,,,,,"0"
"000011009","05","1","6121","0124","3","1","7","1",,,,,,,"0"
"000012027","01","1","6111","0111","2","7","7","1","0000120000","0001660000",,"0002850000",,"0020500000","15870000"
"000012027","02","1","6111","0111","3","2","7","1",,,,,,,"0"
"000012012","01","1","6111","0111","2","10","7","1","0001670000","0002030000","0000290000","0002680000",,"0016300000","9630000"
"000012012","01","1","6112","0113","2","3","7","1","0001850000","0000910000","0000140000","0000420000",,"0006250000","2930000"
"000012012","01","2","3134","7494","2","1",,"2","0","0000320000","0007500000","0000180000",,"0011200000","3200000"
"000012042","01","1","6111","0111","2","4","4","1",,"0000750000",,"0000350000",,"0007000000","5900000"
"000012042","01","1","6121","0124","2","3","7","1","0000080000","0007000000","0000060000",,,"0028500000","21360000"
"000032046","01","2","6121","0124","2","1",,"1",,"0002000000",,,,"0004300000","2300000"
"000042056","01","1","6121","0124","2","2","7","1","0000800000","0001500000",,,,"0004500000","2200000"
"000042056","01","1","6111","0111","2","5","7","1",,"0000865000",,"0001805000",,"0006800000","4130000"
"000042057","01","1","6111","0111","2","4","7","1",,"0002110000",,"0002800000",,"0015000000","10090000"
"000012037","04","1","6121","0124","3","5","5","1",,,,,,,"0"
"000012037","05","1","6121","0124","3","6","5","1",,,,,,,"0"
"000072101","01","1","8322","6022","2","8","7","2",,"0006000000",,"0003000000",,"0034000000","25000000"
"000042066","01","1","6111","0111","2","9","7","1","0002270000","0000750000","0000160000","0002550000",,"0021000000","15270000"
"000042066","01","1","6121","0124","2","4","7","1","0000650000","0001920000",,,,"0011558000","8988000"
"000042068","01","1","6111","0111","2","7","7","1","0002650000","0002120000","0000320000","0002060000",,"0024150000","17000000"
"000042068","01","1","6121","0124","2","5","7","1","0001150000","0004950000",,,,"0021230000","15130000"
"000042068","01","1","7501","1724","2","3","7","2",,"0000750000","0000085000",,,"0003300000","2465000"
"000042068","04","1","7501","1724","3","5","7","2",,,,,,,"0"
"000042068","05","1","7501","1724","3","5","7","2",,,,,,,"0"
"000012032","01","1","5220","5223","2","6","7","2",,"0270000000","0021000000",,,"0315000000","24000000"
"000012032","01","1","6121","0124","2","3","7","1","0000450000","0005000000",,,,"0010500000","5050000"
"000012032","02","1","6121","0124","3","2","7","1",,,,,,,"0"
"000012021","01","1","6121","0124","2","6","7","1","0002250000","0007080000",,,,"0033227500","23897500"
"000012021","01","1","6111","0111","2","5","7","1","0000950000","0001500000","0000190000","0001055000",,"0010950000","7255000"
"000062079","01","1","6121","0124","2","6","7","1",,"0000800000",,,,"0004000000","3200000"
"000062077","01","1","6121","0124","2","5","7","1","0000525000","0000420000",,,,"0007875000","6930000"
"000012031","01","1","6121","0124","2","3","5","1",,"0001200000",,,,"0002200000","1000000"
"000012031","01","1","6111","0111","2","2","5","1","0000060000","0000810000",,"0000560000",,"0007000000","5570000"
"000012002","01","1","5220","5147","2","5","7","2",,"0063000000",,,,"0093000000","30000000"
"000012002","01","1","6121","0124","2","2","7","1",,"0007000000","0000060000",,,"0017500000","10440000"
"000012002","01","1","6112","0113","2","3","6","1","0002400000","0023300000",,"0001200000",,"0050000000","23100000"
"000012002","02","1","6121","0124","3","3","7","1",,,,,,,"0"
"000012002","03","1","6121","0124","3","2","7","1",,,,,,,"0"
"000012002","04","1","6121","0124","3","2","7","1",,,,,,,"0"
"000012002","07","1","6112","0113","3","3","7","1",,,,,,,"0"
"000012004","01","1","6112","0113","2","9","7","1","0000350000","0000770000","0000078000","0000180000",,"0011250000","9872000"
"000012004","03","1","6112","0113","3","6","7","1",,,,,,,"0"
"000062076","01","1","6121","0124","2","5","7","1",,"0000620000",,,,"0008050500","7430500"
"000012003","01","1","6112","0113","2","8","7","1","0002000000","0003690000",,,,"0027000000","21310000"
"000012003","02","1","6112","0113","3","5","5","1",,,,,,,"0"
"000042065","01","1","7221","2811","1","11","7","2","0020400000","0036550000","0002150000","0002850000",,"0104450000","42500000"
"000012001","01","1","6112","0113","2","7","7","1","0000750000","0000940000","0000160000","0000630000",,"0009500000","7020000"
"000012001","04","1","6112","0113","3","7","7","1",,,,,,,"0"
"000012001","01","1","5220","5211","2","5","4","2",,"0011200000","0000520000","0000735000",,"0034655000","22200000"
"000012001","05","1","5220","5211","3","9","7","2",,,,,,,"0"
"000012001","01","1","6121","0124","2","4","7","1",,"0004500000",,,,"0015250000","10750000"
"000012004","01","1","6121","0124","2","5","7","1",,"0002700000",,,,"0009700000","7000000"
"000042061","01","1","3421","5299","2","8","7","1",,"0139750000",,"0001250000",,"0172600000","31600000"
"000012005","01","1","6112","0113","2","7","7","1","0000700000","0001890000","0000220000","0000220000",,"0018500000","15470000"
"000012005","01","1","6121","0124","2","4","7","1","0000525000","0002350000",,,,"0012156400","9281400"
