Address,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"100011012","02",,,,,,"0030000000"
"100011024","01","0025140000",,,,,
"100041047","01","0013520000",,,,,
"100061065","01",,,,"0001350000",,
"100011001","01",,,"0009600000",,,
"100011020","01","0022549400",,,,,
"100011020","02","0017381600",,,,,
"100041049","01",,"0007500000",,,,
"100041050","01",,"0025000000",,,,
"100061062","01",,,,"0001720000",,
"100011031","01",,,,,"0010000000",
"100011042","01","0013000000",,,,,
"100011003","01","0014800000",,"0006000000",,,
"100011016","02",,,,,"0000650000",
"100011017","01","0019260000",,,,,
"100011018","01",,,,,,"0000400000"
"100011019","01","0032900000",,,,,
"100011019","02","0023300000",,,,,
"100011032","01","0017000000",,,,,
"100061061","01",,,,"0000960000",,"0001000000"
"100061058","01","0016980000",,,,,
"100011037","01",,,,,,"0003000000"
"100011023","01","0028495596",,,,,
"100011023","02","0033966000",,,,,
"100061074","01",,,,,,"0006000000"
"100011008","01",,,,,,"0019000000"
"100011008","02",,,,,,"0019000000"
"100011008","03",,,,,,"0019000000"
"100011006","01",,"0004800000",,,,
"100011010","01","0028500000",,,,,
"100011028","01",,,,,"0000950000",
"100011041","01",,"0001550000",,,,"0000200000"
"100011027","01","0013500000",,,,,
"100011029","01",,,,"0002450000",,
"100011030","01","0014580000",,,,,
"100011045","01",,,,,,"0004200000"
"100011026","01",,"0004440000",,,,
"100041046","02","0023700000",,,,,
"100011007","01","0014500000","0013000000",,,,
"100041051","01",,"0004200000",,,,
"100011040","01",,"0004000000",,,,"0004200000"
"100011039","01",,,,"0001600000",,
"100061066","01",,"0004350000",,,,
"100061067","01","0009900000","0001200000",,,,"0007200000"
"100041055","01",,,,"0001960000",,
"100011025","01",,,,,,"0001000000"
"100011043","01","0013440000",,,,,
"100011015","01","0031700000",,,,,
"100011044","01",,"0006000000",,,,
"100012033","01",,,,,,"0010000000"
"100012016","01","0014900000",,,,,
"100012018","01","0023800000",,,,,
"100012018","02","0023800000",,,,,
"100012020","01",,"0025000000",,,,
"100042050","01",,,,,,"0001800000"
"100012002","01","0014900000","0017400000",,,,
"100012004","01",,"0007000000",,,,"0004000000"
"100012017","01","0015980000","0006960000",,,,
"100012039","01",,"0010000000",,,,
"100042048","01","0012000000","0008000000",,,,
"100042049","01","0015020000","0004200000",,,,
"100062061","01",,"0016200000",,,,
"100062064","01","0018000000","0008500000",,,,
"100012032","01",,"0004000000",,,,
"100062062","01",,"0014400000",,,,
"100012019","01",,"0007500000","0004500000",,,"0001000000"
"100012007","01","0032230000",,,,,
"100012008","01",,"0027000000",,,,
"100062059","01","0015060000",,,,,
"100012021","01",,"0006720000",,,,"0003600000"
"100012025","01",,"0004920000",,,,
"100012023","01","0017500000",,,,,"0002000000"
"100062056","01","0005640000",,,,"0000550000",
"100092080","01","0010200000",,,,,
"100062074","01",,"0002700000",,"0004000000",,"0002000000"
"100012043","01",,,,,,"0003000000"
"100012009","01",,"0021000000",,,,
"100052054","01","0021140000",,,,,
"100052055","01",,,,"0002850000",,"0000800000"
"100012036","01",,"0006960000",,,,
"100062069","01",,"0033982500",,,,
"100012028","01","0016620000",,,,,
"100052051","04",,,,"0001200000",,
"100062057","01",,"0002500000",,,,
"100012011","01",,,,"0000480000",,
"100012013","01",,,,"0010800000",,
"100012014","01",,"0012000000",,,,
"100012027","01","0011000000",,,,,
"100062058","01","0012000000",,,,,
"100062060","01",,"0005000000",,,,
"100073071","01","0017000000",,,,,"0000650000"
"100073073","01",,,,"0001250000",,"0000350000"
"100073072","06",,,,"0000700000",,
"100063059","01","0012500000",,,,,"0002500000"
"100013032","01",,,,"0001920000",,"0000900000"
"100013012","01",,,,,,"0005400000"
"100013012","02",,,,,,"0006100000"
"100023044","01",,,,"0000950000",,"0000200000"
"100063058","01",,,,"0004550000",,"0004200000"
"100073074","01",,,,"0005700000",,
"100063065","01",,"0006500000",,,,
"100063064","01","0016000000",,,,,
"100063063","01","0017650000","0006600000",,,,
"100063062","01","0017750000",,,,,
"100013010","01","0018350000",,,,,
"100013009","01",,,,,,"0018000000"
"100013009","02",,,,,,"0017400000"
"100013009","03",,,,,,"0015000000"
"100013028","01",,,,,,"0004500000"
"100013018","01",,"0014400000",,,,"0003000000"
"100013020","01","0026200000","0009000000",,,,
"100013016","01","0014800000",,,,,
"100013017","01","0028800000",,,,,
"100013017","02","0024000000",,,,,
"100013019","01",,,,,,"0004200000"
"100013022","01",,,,,,"0007000000"
"100013027","01",,"0013000000",,,,
"100063067","02",,,,,"0000650000",
"100093076","01",,,,"0001250000",,"0000350000"
"100013014","01",,,,,,"0014000000"
"100013014","02",,,,,,"0014000000"
"100013001","01",,,,,"0000450000","0005500000"
"100013002","01","0013000000",,,,,
"100013008","01",,"0004000000",,,,"0002000000"
"100013013","01",,,,"0021300000",,
"100063066","01",,,,,,"0003000000"
"100063068","01",,"0012000000",,,,
"100063069","01",,,"0011400000",,,
"100093079","01",,"0002000000",,,,
"100093080","01","0014870000",,,,,
"100014026","01",,"0002500000",,,,
"100074075","01",,,,,,"0002000000"
"100054055","01",,,,,,"0005400000"
"100054055","02",,,,,,"0005400000"
"100054055","03",,,,,,"0005400000"
"100054055","04",,,,,,"0005400000"
"100054054","01",,,,"0004200000",,
"100054054","03",,,,"0002800000",,
"100064067","01",,"0013500000",,,,"0001000000"
"100014006","01","0016740000","0006000000",,,,
"100014039","01","0025500000",,,,,
"100034042","01",,"0015000000",,,,
"100034043","01",,,,,,"0002000000"
"100034045","01","0018300000","0012000000",,"0020340000",,
"100014011","01",,,,"0004500000",,"0001200000"
"100014013","01",,,,"0002600000",,"0000600000"
"100064058","01",,,"0039000000",,,
"100014031","01","0016600000",,,,,
"100014033","01","0019500000","0012000000",,,,"0003000000"
"100064061","01","0033350000",,,"0013310000",,
"100064062","01","0018300000",,,,,
"100064063","01",,"0001280000",,"0004800000",,
"100014001","01",,,,,,"0000350000"
"100014003","01",,"0001400000",,,,
"100044046","01",,,,,,"0000360000"
"100044047","01",,"0007440000",,,,"0002400000"
