Address,DYCOL01,DYCOL02,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08,DYCOL09,DYCOL10,DYCOL11,DYCOL12,DYCOL13,DYCOL14,DYCOL15
"000061078","01","1","9333","2691","3","9","7","0001576450","0212217400","0001502882","0018034584","0","0002300000","1502882","20334584"
"000061077","04","1","8333","2511","3","8","6","0001726390","0022966680","0001645826","0019749912","0","0002250000","1645826","21999912"
"000061077","06","1","2230","8511","1","8","6","0002328850","0030596200","0002061369","0024736428","0","0002650000","2061369","27386428"
"000051074","02","1","7501","1724","3","2","6","0","0002000000",,"0002000000",,,"0","2000000"
"000051074","03","1","7501","1724","3","6","6","0","0007000000",,"0007000000",,,"0","7000000"
"000061076","01","1","9314","4521","3","9","5","0001210000","0006600000","0001210000","0006600000",,,"1210000","6600000"
"000061076","01","2","8324","6023","3",,,"0","0021200000",,"0021200000",,,"0","21200000"
"000061079","01","1","9211","0130","3","6","7","0002800000","0033600000","0002800000","0033600000",,,"2800000","33600000"
"000041059","03","2","9314","4521","3",,,"0","0004225000",,"0004225000",,,"0","4225000"
"000031051","01","1","3231","8513","1","8","6","0002250000","0029000000","0002096410","0025156920","0","0002000000","2096410","27156920"
"000011039","03","1","5111","6023","3","8","7","0001300000","0010000000","0001300000","0010000000",,,"1300000","10000000"
"000011039","04","1","5111","6023","3","8","7","0001000000","0006000000","0001000000","0006000000",,,"1000000","6000000"
"000011032","01","1","9211","0123","3","4","5","0000700000","0001400000","0000700000","0001400000",,,"700000","1400000"
"000011038","01","1","7126","4523","3","8","5","0002450000","0028000000","0002450000","0028000000",,,"2450000","28000000"
"000031052","01","1","9141","8513","1","10","6","0002274191","0030790292","0002179547","0026154564","0","0003500000","2179547","29654564"
"000011021","01","1","9314","4521","3","8","7","0002100000","0014700000","0002100000","0014700000",,,"2100000","14700000"
"000071119","01","1","3152","2411","1","9","5","0005759450","0089113400","0004940155","0059281860",,"0020000000","4940155","79281860"
"000011033","01","1","7222","2731","3","8","6","0001354000","0018248000","0001290814","0015489768",,"0002000000","1290814","17489768"
"000011033","03","1","7222","2731","3","8","6","0001000000","0006000000","0001000000","0006000000",,,"1000000","6000000"
"000041070","01","1","9211","0130","3","8","4","0001300000","0009000000","0001300000","0009000000",,,"1300000","9000000"
"000051071","02","1","2331","8091","1","5","6","0001150000","0012450000","0001150000","0010350000","0","0002100000","1150000","12450000"
"000071120","01","1","3152","2411","1","8","6","0005361880","0083992560","0004518123","0054217476",,"0019650000","4518123","73867476"
"000071101","01","1","9211","0130","3","7","7","0000420000","0005000000","0000420000","0005000000",,,"420000","5000000"
"000071101","01","1","9211","0124","3","1","7","0000150000","0001800000","0000150000","0001800000",,,"150000","1800000"
"000071101","02","1","9211","0124","3","2","7","0000250000","0003000000","0000250000","0003000000",,,"250000","3000000"
"000011024","01","1","7501","1724","3","5","5","0","0000650000","0","0000650000","0",,"0","650000"
"000041069","01","2","9211","0130","3",,,"0","0002500000",,"0002500000",,,"0","2500000"
"000041069","03","2","9211","0130","3",,,"0","0001000000",,"0001000000",,,"0","1000000"
"000071100","01","2","9211","0130","3",,,"0","0001800000",,"0001800000",,,"0","1800000"
"000011007","03","1","3231","8518","1","8","6","0001268500","0010148000","0001209304","0009674432",,,"1209304","9674432"
"000071097","01","1","5123","7498","3","10","6","0001673450","0023731400","0001595356","0019144272",,"0003650000","1595356","22794272"
"000061082","01","1","9314","4521","3","8","7","0001650000","0014850000","0001650000","0014850000",,,"1650000","14850000"
"000061082","03","1","9314","4521","3","8","5","0001500000","0013500000","0001500000","0013500000",,,"1500000","13500000"
"000061082","04","1","9314","4521","3","8","5","0001500000","0013500000","0001500000","0013500000",,,"1500000","13500000"
"000061084","01","1","4134","2611","3","8","7","0001705000","0017600000","0001705000","0017600000",,,"1705000","17600000"
"000011028","03","1","9314","4521","3","9","7","0002170000","0019530000","0002170000","0019530000",,,"2170000","19530000"
"000011028","04","1","9314","4521","3","9","7","0002170000","0019530000","0002170000","0019530000",,,"2170000","19530000"
"000011030","01","2","9314","4521","3",,,"0","0004000000",,"0004000000",,,"0","4000000"
"000051073","01","1","9211","0124","3","10","7","0001312500","0015750000","0001312500","0015750000",,,"1312500","15750000"
"000051073","05","1","3118","7421","3","9","6","0001250000","0016450000","0001250000","0015000000","0","0001450000","1250000","16450000"
"000071103","03","1","5123","5522","3","9","6","0000900000","0011800000","0000900000","0010800000",,"0001000000","900000","11800000"
"000061085","01","1","7222","2892","3","8","6","0001626308","0021515696","0001567201","0018806412",,"0002000000","1567201","20806412"
"000011020","01","1","9211","0123","3","8","7","0001500000","0018000000","0001500000","0018000000",,,"1500000","18000000"
